PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Vaz, SC; Carvalho, AB				Vaz, SC; Carvalho, AB			Evolution of autosomal suppression of the sex-ratio trait in Drosophila	GENETICS																	Carvalho, Antonio/D-5402-2013	Carvalho, Antonio/0000-0001-8959-6469													0016-6731	1943-2631				JAN	2004	166	1					265	277		10.1534/genetics.166.1.265	http://dx.doi.org/10.1534/genetics.166.1.265								15020424					WOS:000220021800025
J	Gilg, MR; Hilbish, TJ				Gilg, MR; Hilbish, TJ			Spatio-temporal patterns in the genetic structure of recently settled blue mussels (Mytilus spp.) across a hybrid zone	MARINE BIOLOGY																	Gilg, Matthew/G-2529-2013	Hilbish, Thomas/0000-0001-9457-2461													0025-3162					OCT	2003	143	4					679	690		10.1007/s00227-003-1087-7	http://dx.doi.org/10.1007/s00227-003-1087-7													WOS:000185959700007
J	Francalacci, P; Morelli, L; Underhill, PA; Lillie, AS; Passarino, G; Useli, A; Madeddu, R; Paoli, G; Tofanelli, S; Calo, CM; Ghiani, ME; Varesi, L; Memmi, M; Vona, G; Lin, AA; Oefner, P; Cavalli-Sforza, LL				Francalacci, P; Morelli, L; Underhill, PA; Lillie, AS; Passarino, G; Useli, A; Madeddu, R; Paoli, G; Tofanelli, S; Calo, CM; Ghiani, ME; Varesi, L; Memmi, M; Vona, G; Lin, AA; Oefner, P; Cavalli-Sforza, LL			Peopling of three Mediterranean islands (Corsica, Sardinia, and Sicily) inferred by Y-chromosome biallelic variability	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																	Tofanelli, Sergio/C-8228-2009	Tofanelli, Sergio/0000-0002-7399-9308; FRANCALACCI, Paolo/0000-0001-7912-162X													0002-9483	1096-8644				JUL	2003	121	3					270	279		10.1002/ajpa.10265	http://dx.doi.org/10.1002/ajpa.10265								12772214					WOS:000183506700007
J	Cavers, S; Navarro, C; Lowe, AJ				Cavers, S; Navarro, C; Lowe, AJ			Chloroplast DNA phylogeography reveals colonization history of a Neotropical tree, Cedrela odorata L., in Mesoamerica	MOLECULAR ECOLOGY																	Cavers, Stephen/B-7806-2010	Cavers, Stephen/0000-0003-2139-9236; Lowe, Andrew/0000-0003-1139-2516													0962-1083	1365-294X				JUN	2003	12	6					1451	1460		10.1046/j.1365-294X.2003.01810.x	http://dx.doi.org/10.1046/j.1365-294X.2003.01810.x								12755874					WOS:000182941500010
J	Wangsomboondee, T; Groves, CT; Shoemaker, PB; Cubeta, MA; Ristaino, JB				Wangsomboondee, T; Groves, CT; Shoemaker, PB; Cubeta, MA; Ristaino, JB			Phytophthora infestans populations from tomato and potato in North Carolina differ in genetic diversity and structure	PHYTOPATHOLOGY																	Ristaino, Jean Beagle/N-3616-2018	Ristaino, Jean Beagle/0000-0002-9458-0514													0031-949X					NOV	2002	92	11					1189	1195		10.1094/PHYTO.2002.92.11.1189	http://dx.doi.org/10.1094/PHYTO.2002.92.11.1189								18944244					WOS:000178901000006
J	Borie, B; Jacquiot, L; Jamaux-Despreaux, I; Larignon, P; Peros, JP				Borie, B; Jacquiot, L; Jamaux-Despreaux, I; Larignon, P; Peros, JP			Genetic diversity in populations of the fungi Phaeomoniella chlamydospora and Phaeoacremonium aleophilum on grapevine in France	PLANT PATHOLOGY																															0032-0862	1365-3059				FEB	2002	51	1					85	96		10.1046/j.0032-0862.2001.658.x	http://dx.doi.org/10.1046/j.0032-0862.2001.658.x													WOS:000173847500010
J	Jarne, P; Theron, A				Jarne, P; Theron, A			Genetic structure in natural populations of flukes and snails: a practical approach and review	PARASITOLOGY																	Théron, André/B-2848-2010														0031-1820	1469-8161					2001	123			S			S27	S40		10.1017/S0031182001007715	http://dx.doi.org/10.1017/S0031182001007715								11769289					WOS:000173291200004
J	Bosch, E; Calafell, F; Santos, FR; Perez-Lezaun, A; Comas, D; Benchemsi, N; Tyler-Smith, C; Bertranpetit, J				Bosch, E; Calafell, F; Santos, FR; Perez-Lezaun, A; Comas, D; Benchemsi, N; Tyler-Smith, C; Bertranpetit, J			Variation in short tandem repeats is deeply structured by genetic background on the human Y chromosome	AMERICAN JOURNAL OF HUMAN GENETICS																	Bosch, Elena/N-7603-2019; Calafell, Francesc/C-8595-2014; Comas, David/D-5382-2014; Bosch, Elena/D-8681-2014; Bertranpetit, Jaume/F-8550-2012; Santos, Fabrício Rodrigues/H-2370-2011	Bosch, Elena/0000-0003-2848-103X; Calafell, Francesc/0000-0002-1083-9438; Comas, David/0000-0002-5075-0956; Bosch, Elena/0000-0003-2848-103X; Bertranpetit, Jaume/0000-0003-0100-0590; Santos, Fabrício Rodrigues/0000-0001-9088-1750													0002-9297					DEC	1999	65	6					1623	1638		10.1086/302676	http://dx.doi.org/10.1086/302676								10577916					WOS:000084282500017
J	Zardoya, R; Meyer, A				Zardoya, R; Meyer, A			Phylogenetic performance of mitochondrial protein-coding genes in resolving relationships among vertebrates	MOLECULAR BIOLOGY AND EVOLUTION																	Meyer, Axel/C-9826-2009; Zardoya, Rafael/B-2291-2012	Meyer, Axel/0000-0002-0888-8193; Zardoya, Rafael/0000-0001-6212-9502													0737-4038	1537-1719				SEP	1996	13	7					933	942		10.1093/oxfordjournals.molbev.a025661	http://dx.doi.org/10.1093/oxfordjournals.molbev.a025661								8752002					WOS:A1996VE16900005
J	Calderon, D; Cardenas, PA; Prado-Vivar, B; Graham, JP; Trueba, G				Calderon, Diana; Cardenas, Paul A.; Prado-Vivar, Belen; Graham, Jay P.; Trueba, Gabriel			A longitudinal study of dominant E. coli lineages and antimicrobial resistance in the gut of children living in an upper middle-income country	JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE																	; Trueba, Gabriel/F-9707-2015	Cardenas, Paul/0000-0001-9626-4489; Trueba, Gabriel/0000-0003-2617-9021; Graham, Jay/0000-0001-7062-6293													2213-7165	2213-7173				JUN	2022	29						136	140		10.1016/j.jgar.2022.03.002	http://dx.doi.org/10.1016/j.jgar.2022.03.002								35283334					WOS:000793478100018
J	Prebble, JM; Symonds, VV; Tate, JA; Meudt, HM				Prebble, Jessica M.; Symonds, V. Vaughan; Tate, Jennifer A.; Meudt, Heidi M.			Taxonomic revision of the southern hemisphere pygmy forget-me-not group (Myosotis; Boraginaceae) based on morphological, population genetic and climate-edaphic niche modelling data	AUSTRALIAN SYSTEMATIC BOTANY																	; Meudt, Heidi/A-9853-2009	Tate, Jennifer A./0000-0001-5138-2115; Meudt, Heidi/0000-0002-2433-9071; Prebble, Jessica/0000-0002-3032-2102													1030-1887	1446-5701					2022	35	1					63	94		10.1071/SB21031	http://dx.doi.org/10.1071/SB21031													WOS:000790933600003
J	Dittrich-Schroder, G; Garnas, JR; Arriagada-Cares, D; Ahumada, R; Hurley, BP; Lawson, SA; Slippers, B				Dittrich-Schroder, Gudrun; Garnas, Jeff R.; Arriagada-Cares, Daniela; Ahumada, Rodrigo; Hurley, Brett P.; Lawson, Simon A.; Slippers, Bernard			Diversity and Introduction History of Glycaspis brimblecombei Reflects a History of Bridgeheads and Distinct Invasions	FRONTIERS IN FORESTS AND GLOBAL CHANGE																	Slippers, Bernard/A-9351-2008; Garnas, Jeff/C-4363-2008	Slippers, Bernard/0000-0003-1491-3858; Garnas, Jeff/0000-0002-9956-9875														2624-893X				DEC 22	2021	4								783603	10.3389/ffgc.2021.783603	http://dx.doi.org/10.3389/ffgc.2021.783603													WOS:000743725600001
J	Zottele, M; Mayerhofer, J; Embleton, H; Wechselberger, K; Enkerli, J; Strasser, H				Zottele, Maria; Mayerhofer, Johanna; Embleton, Hannah; Wechselberger, Katharina; Enkerli, Jurg; Strasser, Hermann			Biological Diabrotica Management and Monitoring of Metarhizium Diversity in Austrian Maize Fields Following Mass Application of the Entomopathogen Metarhizium brunneum	APPLIED SCIENCES-BASEL																		Mayerhofer, Johanna/0000-0003-1833-2276; Enkerli, Juerg/0000-0002-5198-8392														2076-3417				OCT	2021	11	20							9445	10.3390/app11209445	http://dx.doi.org/10.3390/app11209445													WOS:000716873600001
J	Stringer, DN; Bertozzi, T; Meusemann, K; Delean, S; Guzik, MT; Tierney, SM; Mayer, C; Cooper, SJB; Javidkar, M; Zwick, A; Austin, AD				Stringer, Danielle N.; Bertozzi, Terry; Meusemann, Karen; Delean, Steven; Guzik, Michelle T.; Tierney, Simon M.; Mayer, Christoph; Cooper, Steven J. B.; Javidkar, Mohammad; Zwick, Andreas; Austin, Andrew D.			Development and evaluation of a custom bait design based on 469 single-copy protein-coding genes for exon capture of isopods (Philosciidae: Haloniscus)	PLOS ONE																	Zwick, Andreas/A-5735-2015; Tierney, Simon/H-2410-2015; Bertozzi, Terry/E-2748-2013	Zwick, Andreas/0000-0002-7532-1752; Tierney, Simon/0000-0002-8812-6753; Bertozzi, Terry/0000-0001-6665-3395; Mayer, Christoph/0000-0001-5104-6621; Stringer, Danielle/0000-0002-6562-5031													1932-6203					SEP 17	2021	16	9							e0256861	10.1371/journal.pone.0256861	http://dx.doi.org/10.1371/journal.pone.0256861								34534224					WOS:000707073300012
J	Liu, FF; Duong, TA; Barnes, I; Wingfield, MJ; Chen, SF				Liu, Feifei; Duong, Tuan A.; Barnes, Irene; Wingfield, Michael J.; Chen, Shuaifei			Population Diversity and Genetic Structure Reveal Patterns of Host Association and Anthropogenic Impact for the Globally Important Fungal Tree Pathogen Ceratocystis manginecans	JOURNAL OF FUNGI																	Duong, Tuan/I-9432-2012	Duong, Tuan/0000-0001-5110-1854; Liu, FeiFei/0000-0002-9820-1323														2309-608X				SEP	2021	7	9							759	10.3390/jof7090759	http://dx.doi.org/10.3390/jof7090759								34575797					WOS:000699728100001
J	Scarpassa, VM; Cunha-Machado, AS; Alencar, RB				Scarpassa, Vera Margarete; Cunha-Machado, Antonio Saulo; Alencar, Ronildo Baiatone			Multiple evolutionary lineages for the main vector of Leishmania guyanensis, Lutzomyia umbratilis (Diptera: Psychodidae), in the Brazilian Amazon	SCIENTIFIC REPORTS																		Cunha-Machado, Antonio Saulo/0000-0002-3254-8260													2045-2322					JUL 28	2021	11	1							15323	10.1038/s41598-021-93072-4	http://dx.doi.org/10.1038/s41598-021-93072-4								34321495					WOS:000683351600017
J	Graham, RE; Reyes-Betancort, JA; Chapman, MA; Carine, MA				Graham, Rachael E.; Reyes-Betancort, J. Alfredo; Chapman, Mark A.; Carine, Mark A.			Inter-island differentiation and contrasting patterns of diversity in the iconic Canary Island sub-alpine endemic Echium wildpretii (Boraginaceae)	SYSTEMATICS AND BIODIVERSITY																															1477-2000	1478-0933				JUL 4	2021	19	5					507	525		10.1080/14772000.2021.1877847	http://dx.doi.org/10.1080/14772000.2021.1877847		JAN 2021											WOS:000632013100001
J	Hatlen, A; Marco, A				Hatlen, Andrea; Marco, Antonio			Pervasive Selection against MicroRNA Target Sites in Human Populations	MOLECULAR BIOLOGY AND EVOLUTION																															0737-4038	1537-1719				DEC	2020	37	12					3399	3408		10.1093/molbev/msaa155	http://dx.doi.org/10.1093/molbev/msaa155								32585012					WOS:000606021400002
J	Gouws, G; Kerwath, SE; Potts, WM; James, NC; Vine, NG; Cowley, PD				Gouws, G.; Kerwath, S. E.; Potts, W. M.; James, N. C.; Vine, N. G.; Cowley, P. D.			High genetic diversity and limited spatial structure in an endangered, endemic South African sparid, the red steenbrasPetrus rupestris	AFRICAN JOURNAL OF MARINE SCIENCE																	; Cowley, Paul/M-4264-2017	James, Nicola/0000-0002-9472-5314; Vine, Niall/0000-0003-1649-6242; Kerwath, Sven/0000-0003-2751-5015; Cowley, Paul/0000-0003-1246-4390													1814-232X	1814-2338				OCT 1	2020	42	3			SI		195	206		10.2989/1814232X.2020.1788640	http://dx.doi.org/10.2989/1814232X.2020.1788640		SEP 2020											WOS:000569442300001
J	Torres, DE; Oggenfuss, U; Croll, D; Seidl, MF				Torres, David E.; Oggenfuss, Ursula; Croll, Daniel; Seidl, Michael F.			Genome evolution in fungal plant pathogens: looking beyond the two-speed genome model	FUNGAL BIOLOGY REVIEWS																	Croll, Daniel/AAD-6695-2020; Seidl, Michael F/ABD-6042-2021	Croll, Daniel/0000-0002-2072-380X; OGGENFUSS, Ursula/0000-0001-9291-9185													1749-4613	1878-0253				SEP	2020	34	3					136	143		10.1016/j.fbr.2020.07.001	http://dx.doi.org/10.1016/j.fbr.2020.07.001													WOS:000582274400003
J	Jiang, XY; Assis, R				Jiang, Xueyuan; Assis, Raquel			Population-Specific Genetic and Expression Differentiation in Europeans	GENOME BIOLOGY AND EVOLUTION																	Jiang, Xueyuan/AGO-9415-2022														1759-6653					APR	2020	12	4					358	369		10.1093/gbe/evaa021	http://dx.doi.org/10.1093/gbe/evaa021								32365201					WOS:000538703000010
J	Arroyave, J; Martinez, CM; Stiassny, MLJ				Arroyave, Jairo; Martinez, Christopher M.; Stiassny, Melanie L. J.			DNA barcoding uncovers extensive cryptic diversity in the African long-fin tetra Bryconalestes longipinnis (Alestidae: Characiformes)	JOURNAL OF FISH BIOLOGY																	Arroyave, Jairo/AAS-5895-2020	Arroyave, Jairo/0000-0002-5389-1789; Stiassny, Melanie/0000-0001-8220-4768													0022-1112	1095-8649				AUG	2019	95	2					379	392		10.1111/jfb.13987	http://dx.doi.org/10.1111/jfb.13987								31001832					WOS:000480645900005
J	Rubio-Melendez, ME; Barrios-SanMartin, J; Pina-Castro, FE; Figueroa, CC; Ramirez, CC				Rubio-Melendez, Maria E.; Barrios-SanMartin, Joceline; Pina-Castro, Felipe E.; Figueroa, Christian C.; Ramirez, Claudio C.			Asexual reproduction of a few genotypes favored the invasion of the cereal aphid Rhopalosiphum padi in Chile	PEERJ																	Figueroa, Christian C./A-1170-2008; Ramirez, Claudio/AAX-4836-2020; Ramirez, Claudio/A-7176-2008	Figueroa, Christian C./0000-0001-9218-5564; Ramirez, Claudio/0000-0002-6110-3973; Ramirez, Claudio/0000-0002-6110-3973													2167-8359					JUL 26	2019	7								e7366	10.7717/peerj.7366	http://dx.doi.org/10.7717/peerj.7366								31388475					WOS:000477563800007
J	Fromhage, L; Jennions, MD				Fromhage, Lutz; Jennions, Michael D.			The strategic reference gene: an organismal theory of inclusive fitness	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Fromhage, Lutz/B-2936-2009	Fromhage, Lutz/0000-0001-5560-6673													0962-8452	1471-2954				JUN 4	2019	286	1904							20190459	10.1098/rspb.2019.0459	http://dx.doi.org/10.1098/rspb.2019.0459								31185857					WOS:000472023000018
J	Nesbitt, AL; Kapoor, J; Piesse, C; Evans, G; Antoniou, S; Smith, P; Pridgeon, SW				Nesbitt, Alexander L.; Kapoor, Jada; Piesse, Charlotte; Evans, Garrath; Antoniou, Stefan; Smith, Philip; Pridgeon, Simon W.			Prediction of pathological stage at radical prostatectomy: do commonly used prostate cancer nomograms apply to men from Far North Queensland?	ANZ JOURNAL OF SURGERY																		Nesbitt, Alexander/0000-0003-0741-5383													1445-1433	1445-2197				JAN-FEB	2019	89	1-2					111	114		10.1111/ans.14960	http://dx.doi.org/10.1111/ans.14960								30560567					WOS:000459638000043
J	Li, CY; Sun, Y; Xie, Y; Zhou, X; Gu, XB; Lai, WM; Peng, XR; Yang, GY				Li, Chun-Yan; Sun, Yin; Xie, Yue; Zhou, Xuan; Gu, Xiao-Bin; Lai, Wei-Ming; Peng, Xue-Rong; Yang, Guangyou			Genetic variability of wildlife-derived Sarcoptes scabiei determined by the ribosomal ITS-2 and mitochondrial 16S genes	EXPERIMENTAL AND APPLIED ACAROLOGY																															0168-8162	1572-9702				SEP	2018	76	1					53	70		10.1007/s10493-018-0290-7	http://dx.doi.org/10.1007/s10493-018-0290-7								30238307					WOS:000446316300004
J	Wilke, ABB; de Carvalho, GC; Marrelli, MT				Bruno Wilke, Andre Barretto; de Carvalho, Gabriela Cristina; Marrelli, Mauro Toledo			Microgeographic Population Structuring of Culex quinquefasciatus (Diptera: Culicidae) From Sao Paulo, Brazil	JOURNAL OF MEDICAL ENTOMOLOGY																	Wilke, Andre B B/J-9973-2014	Wilke, Andre B B/0000-0002-6629-7666													0022-2585	1938-2928				NOV	2017	54	6					1582	1588		10.1093/jme/tjx149	http://dx.doi.org/10.1093/jme/tjx149								28968880					WOS:000422974500016
J	Dos Remedios, N; Kupper, C; Szekely, T; Baker, N; Versfeld, W; Lee, PLM				Dos Remedios, Natalie; Kuepper, Clemens; Szekely, Tamas; Baker, Neil; Versfeld, Wilferd; Lee, Patricia L. M.			Genetic isolation in an endemic African habitat specialist	IBIS																	Küpper, Clemens/D-8116-2011; Szekely, Tamas/I-7089-2016	Küpper, Clemens/0000-0002-1507-8033; Szekely, Tamas/0000-0003-2093-0056; dos Remedios, Natalie/0000-0002-5412-4039													0019-1019	1474-919X				OCT	2017	159	4					792	802		10.1111/ibi.12520	http://dx.doi.org/10.1111/ibi.12520								28989180					WOS:000410649500007
J	Posadas-Romero, C; Lopez-Bautista, F; Rodas-Diaz, MA; Posadas-Sanchez, R; Kimura-Hayama, E; Juarez-Rojas, JG; Medina-Urrutia, AX; Cardoso-Saldana, GC; Vargas-Alarcon, G; Jorge-Galarza, E				Posadas-Romero, Carlos; Lopez-Bautista, Fabiola; Rodas-Diaz, Marco A.; Posadas-Sanchez, Rosalinda; Kimura-Hayama, Eric; Juarez-Rojas, Juan G.; Medina-Urrutia, Aida X.; Cardoso-Saldana, Guillermo C.; Vargas-Alarcon, Gilberto; Jorge-Galarza, Esteban			Prevalence and extent of coronary artery calcification in an asymptomatic cardiovascular Mexican population: Genetics of Atherosclerotic Disease study	ARCHIVOS DE CARDIOLOGIA DE MEXICO																	Juárez-Rojas, Juan Gabriel/AAM-9486-2020; Jorge-Galarza, Esteban/AAF-6915-2020	Juárez-Rojas, Juan Gabriel/0000-0001-8864-2304; Jorge-Galarza, Esteban/0000-0002-7748-4678													1405-9940					OCT-DEC	2017	87	4					292	301		10.1016/j.acmx.2016.12.004	http://dx.doi.org/10.1016/j.acmx.2016.12.004								28131807					WOS:000417354300005
J	Matallanas, B; Ochando, MD; Alonso, F; Callejas, C				Matallanas, B.; Ochando, M. D.; Alonso, F.; Callejas, C.			Update of genetic information for the white-clawed crayfish in Spain, with new insights into its population genetics and origin	ORGANISMS DIVERSITY & EVOLUTION																	Matallanas, Beatriz/A-9765-2016; Matallanas, Beatriz/AAC-4160-2019	Matallanas, Beatriz/0000-0002-3468-4864; Matallanas, Beatriz/0000-0002-3468-4864													1439-6092	1618-1077				SEP	2016	16	3					533	547		10.1007/s13127-016-0268-4	http://dx.doi.org/10.1007/s13127-016-0268-4													WOS:000382857600008
J	Marcus, T; Boch, S; Durka, W; Fischer, M; Gossner, MM; Muller, J; Schoning, I; Weisser, WW; Drees, C; Assmann, T				Marcus, Tamar; Boch, Steffen; Durka, Walter; Fischer, Markus; Gossner, Martin M.; Mueller, Joerg; Schoening, Ingo; Weisser, Wolfgang W.; Drees, Claudia; Assmann, Thorsten			Living in Heterogeneous Woodlands - Are Habitat Continuity or Quality Drivers of Genetic Variability in a Flightless Ground Beetle?	PLOS ONE																	Weisser, Wolfgang W/B-9718-2014; Assmann, Thorsten/Q-9304-2017; Gossner, Martin M./J-2730-2015; Schöning, Ingo/D-3341-2009; Drees, Claudia/D-9353-2017; Boch, Steffen/L-5436-2016; Fischer, Markus/C-6411-2008; Durka, Walter/E-4667-2010	Weisser, Wolfgang W/0000-0002-2757-8959; Assmann, Thorsten/0000-0002-9203-769X; Gossner, Martin M./0000-0003-1516-6364; Schöning, Ingo/0000-0002-9830-5026; Drees, Claudia/0000-0003-2743-395X; Fischer, Markus/0000-0002-5589-5900; Durka, Walter/0000-0002-6611-2246													1932-6203					DEC 7	2015	10	12							e0144217	10.1371/journal.pone.0144217	http://dx.doi.org/10.1371/journal.pone.0144217								26641644					WOS:000366902700078
