PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Xu, S; Schaack, S; Seyfert, A; Choi, EJ; Lynch, M; Cristescu, ME				Xu, Sen; Schaack, Sarah; Seyfert, Amanda; Choi, Eunjin; Lynch, Michael; Cristescu, Melania E.			High Mutation Rates in the Mitochondrial Genomes of Daphnia pulex	MOLECULAR BIOLOGY AND EVOLUTION																		Xu, Sen/0000-0002-1304-9968													0737-4038	1537-1719				FEB	2012	29	2					763	769		10.1093/molbev/msr243	http://dx.doi.org/10.1093/molbev/msr243								21998274					WOS:000299129000023
J	Gerbault, P; Liebert, A; Itan, Y; Powell, A; Currat, M; Burger, J; Swallow, DM; Thomas, MG				Gerbault, Pascale; Liebert, Anke; Itan, Yuval; Powell, Adam; Currat, Mathias; Burger, Joachim; Swallow, Dallas M.; Thomas, Mark G.			Evolution of lactase persistence: an example of human niche construction	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Thomas, Mark G/A-2219-2012	Thomas, Mark G/0000-0002-2452-981X; Liebert, Anke/0000-0002-5849-6147													0962-8436	1471-2970				MAR 27	2011	366	1566					863	877		10.1098/rstb.2010.0268	http://dx.doi.org/10.1098/rstb.2010.0268								21320900					WOS:000287302400008
J	Coates, BS; Sumerford, DV; Miller, NJ; Kim, KS; Sappington, TW; Siegfried, BD; Lewis, LC				Coates, Brad S.; Sumerford, Douglas V.; Miller, Nicholas J.; Kim, Kyung S.; Sappington, Thomas W.; Siegfried, Blair D.; Lewis, Leslie C.			Comparative Performance of Single Nucleotide Polymorphism and Microsatellite Markers for Population Genetic Analysis	JOURNAL OF HEREDITY																	Miller, Nicholas/I-4119-2012	Miller, Nicholas/0000-0001-9827-8286; Coates, Brad/0000-0001-8908-1529													0022-1503	1465-7333				SEP-OCT	2009	100	5					556	564		10.1093/jhered/esp028	http://dx.doi.org/10.1093/jhered/esp028								19525239					WOS:000269206800006
J	Metheny, JD; Kalcounis-Rueppell, MC; Bondo, KJ; Brigham, RM				Metheny, Jackie D.; Kalcounis-Rueppell, Matina C.; Bondo, Kristin J.; Brigham, R. Mark			A genetic analysis of group movement in an isolated population of tree-roosting bats	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Brigham, R Mark/E-6825-2010; Kalcounis-Rueppell, Matina C/G-2649-2010	Brigham, R Mark/0000-0001-6765-4250; Kalcounis-Rueppell, Matina C/0000-0003-0964-2125													0962-8452	1471-2945				OCT 7	2008	275	1648					2265	2272		10.1098/rspb.2008.0532	http://dx.doi.org/10.1098/rspb.2008.0532								18559322					WOS:000258440500012
J	Stift, M; Berenos, C; Kuperus, P; van Tienderen, PH				Stift, Marc; Berenos, Camillo; Kuperus, Peter; van Tienderen, Peter H.			Segregation models for disomic, tetrasomic and intermediate inheritance in tetraploids: A general procedure applied to Rorippa (Yellow cress) microsatellite data	GENETICS																	van Tienderen, Peter H/I-6018-2012; Stift, Marc/H-4371-2019	van Tienderen, Peter H/0000-0002-7225-0856; 													0016-6731					AUG	2008	179	4					2113	2123		10.1534/genetics.107.085027	http://dx.doi.org/10.1534/genetics.107.085027								18689891					WOS:000258591200030
J	Houbraken, J; Varga, J; Rico-Munoz, E; Johnson, S; Samson, RA				Houbraken, Jos; Varga, Janos; Rico-Munoz, Emilia; Johnson, Shawn; Samson, Robert A.			Sexual reproduction as the cause of heat resistance in the food spoilage fungus Byssochlamys spectabilis (Anamorph Paecilomyces variotii)	APPLIED AND ENVIRONMENTAL MICROBIOLOGY																	Samson, Robert/ABE-6704-2020; Houbraken, Jos/AAE-7955-2019	Houbraken, Jos/0000-0003-4893-4438; Samson, Robert A./0000-0002-2979-3097													0099-2240	1098-5336				MAR	2008	74	5					1613	1619		10.1128/AEM.01761-07	http://dx.doi.org/10.1128/AEM.01761-07								18192427					WOS:000253792700036
J	Lycett, SJ; von Cramon-Taubadel, N				Lycett, Stephen J.; von Cramon-Taubadel, Noreen			Acheulean variability and hominin dispersals: a model-bound approach	JOURNAL OF ARCHAEOLOGICAL SCIENCE																															0305-4403	1095-9238				MAR	2008	35	3					553	562		10.1016/j.jas.2007.05.003	http://dx.doi.org/10.1016/j.jas.2007.05.003													WOS:000253743900004
J	Navarro, JL; Martella, MB				Navarro, J. L.; Martella, M. B.			The relevance of captive breeding to conservation of native ratites in Argentina: an overview	AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE					4th International Ratite Science Symposium	JUN 30-JUL 04, 2008	Brisbane, AUSTRALIA																								0816-1089	1836-5787					2008	48	10					1302	1307		10.1071/EA08155	http://dx.doi.org/10.1071/EA08155													WOS:000259110600010
J	Walker, SM; Prodohl, PA; Fletcher, HL; Hanna, REB; Kantzoura, V; Hoey, EM; Trudgett, A				Walker, S. M.; Prodohl, P. A.; Fletcher, H. L.; Hanna, R. E. B.; Kantzoura, V.; Hoey, E. M.; Trudgett, A.			Evidence for multiple mitochondrial lineages of Fasciola hepatica (liver fluke) within infrapopulations from cattle and sheep	PARASITOLOGY RESEARCH																	Trudgett, Alan/A-4050-2010	Kantzoura, Vaia/0000-0001-6087-1981; Prodohl, Paulo/0000-0001-8570-9964													0932-0113	1432-1955				JUN	2007	101	1					117	125		10.1007/s00436-006-0440-4	http://dx.doi.org/10.1007/s00436-006-0440-4								17216485					WOS:000246099600016
J	Ordonez, ME; Kolmer, JA				Ordonez, M. E.; Kolmer, J. A.			Simple sequence repeat diversity of a worldwide collection of Puccinia triticina from durum wheat	PHYTOPATHOLOGY																	Ordoñez, Maria Eugenia/AAP-1746-2020														0031-949X	1943-7684				MAY	2007	97	5					574	583		10.1094/PHYTO-97-5-0574	http://dx.doi.org/10.1094/PHYTO-97-5-0574								18943576					WOS:000245869500005
J	Tomiuk, J; Stauss, M; Segelbacher, G; Fietz, J; Kompf, J; Bachmann, L				Tomiuk, J.; Stauss, M.; Segelbacher, G.; Fietz, J.; Koempf, J.; Bachmann, L.			Female genetic heterogeneity affects the reproduction of great tits (Parus major L., 1758) in low-quality woodlands	JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH																	Segelbacher, Gernot/F-3633-2011	Segelbacher, Gernot/0000-0002-8024-7008													0947-5745	1439-0469				MAY	2007	45	2					144	150		10.1111/j.1439-0469.2006.00382.x	http://dx.doi.org/10.1111/j.1439-0469.2006.00382.x													WOS:000245614300006
J	Jaeger, P; de Carvalho, D				Jaeger, Peterson; de Carvalho, Dulcineia			Relation of Xylopia emarginata Mart. population genetic estimations with soil chemistry characteristics	CERNE																		Jaeger, Peterson/0000-0001-9203-2074													0104-7760					APR-JUN	2007	13	2					200	207																WOS:000254707000009
J	Latch, EK; Applegate, RD; Rhodes, OE				Latch, Emily K.; Applegate, Roger D.; Rhodes, Olin E., Jr.			Genetic composition of wild turkeys in Kansas following decades of translocations	JOURNAL OF WILDLIFE MANAGEMENT																	Applegate, Roger D./J-2615-2019	Applegate, Roger D./0000-0002-4620-1380													0022-541X	1937-2817				DEC	2006	70	6					1698	1703		10.2193/0022-541X(2006)70[1698:GCOWTI]2.0.CO;2	http://dx.doi.org/10.2193/0022-541X(2006)70[1698:GCOWTI]2.0.CO;2													WOS:000244236100024
J	Rocha, EPC; Smith, JM; Hurst, LD; Holden, MTG; Cooper, JE; Smith, NH; Feil, EJ				Rocha, EPC; Smith, JM; Hurst, LD; Holden, MTG; Cooper, JE; Smith, NH; Feil, EJ			Comparisons of dN/dS are time dependent for closely related bacterial genomes	JOURNAL OF THEORETICAL BIOLOGY																	Parry, Jessica/C-5558-2011; Rocha, Eduardo/B-7009-2009; Rocha, Eduardo/A-4727-2008; Holden, Matthew TG/K-6449-2014; Weinstock, George M/C-6314-2013; Smith, Noel H/C-6708-2011; Hurst, Laurence/F-9215-2010	Parry, Jessica/0000-0002-9283-2597; Rocha, Eduardo/0000-0001-7704-822X; Holden, Matthew TG/0000-0002-4958-2166; Weinstock, George M/0000-0002-2997-4592; Hurst, Laurence/0000-0002-1002-1054													0022-5193	1095-8541				MAR 21	2006	239	2					226	235		10.1016/j.jtbi.2005.08.037	http://dx.doi.org/10.1016/j.jtbi.2005.08.037								16239014					WOS:000236340700012
J	Johannesson, H; Townsend, JP; Hung, CY; Cole, GT; Taylor, JW				Johannesson, H; Townsend, JP; Hung, CY; Cole, GT; Taylor, JW			Concerted evolution in the repeats of an immunomodulating cell surface protein, SOWgp, of the human pathogenic fungi Coccidioides immitis and C. posadasii	GENETICS																	Townsend, Jeffrey/H-2747-2019	Townsend, Jeffrey/0000-0002-9890-3907; Hung, Chiung Yu/0000-0003-1091-3420													0016-6731	1943-2631				SEP	2005	171	1					109	117		10.1534/genetics.105.040923	http://dx.doi.org/10.1534/genetics.105.040923								15965255					WOS:000232494400011
J	Aviles, L; Fletcher, JA; Cutter, AD				Aviles, L; Fletcher, JA; Cutter, AD			The kin composition of social groups: Trading group size for degree of altruism	AMERICAN NATURALIST																	Cutter, Asher/ABA-9539-2020; Aviles, Leticia/AAL-8190-2020; Cutter, Asher/A-5647-2009	Cutter, Asher/0000-0001-7141-0013; 													0003-0147	1537-5323				AUG	2004	164	2					132	144		10.1086/422263	http://dx.doi.org/10.1086/422263								15278839					WOS:000223099300004
J	Alpers, DL; Van Vuuren, BJ; Arctander, P; Robinson, TJ				Alpers, DL; Van Vuuren, BJ; Arctander, P; Robinson, TJ			Population genetics of the roan antelope (Hippotragus equinus) with suggestions for conservation	MOLECULAR ECOLOGY																	Jansen van Vuuren, Bettine/E-6227-2013; Robinson, Terence J./K-7342-2017	Jansen van Vuuren, Bettine/0000-0002-5334-5358; Robinson, Terence J./0000-0002-4298-4891													0962-1083	1365-294X				JUL	2004	13	7					1771	1784		10.1111/j.1365-294X.2004.02204.x	http://dx.doi.org/10.1111/j.1365-294X.2004.02204.x								15189202					WOS:000221933000005
J	Uthicke, S; Purcell, S				Uthicke, S; Purcell, S			Preservation of genetic diversity in restocking of the sea cucumber Holothuria scabra investigated by allozyme electrophoresis	CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES																	Purcell, Steven/I-2554-2013; Uthicke, Sven/F-1810-2010; Purcell, Steven/AAQ-1326-2021	Purcell, Steven/0000-0002-6227-6454; Uthicke, Sven/0000-0002-3476-6595; Purcell, Steven/0000-0002-6227-6454													0706-652X	1205-7533				APR	2004	61	4					519	528		10.1139/F04-013	http://dx.doi.org/10.1139/F04-013													WOS:000222019600003
J	Zhang, Z; Kishino, H				Zhang, Z; Kishino, H			Genomic background predicts the fate of duplicated genes: Evidence from the yeast genome	GENETICS																	Kishino, Hirohisa/U-9311-2019														0016-6731					APR	2004	166	4					1995	1999		10.1534/genetics.166.4.1995	http://dx.doi.org/10.1534/genetics.166.4.1995								15126414					WOS:000221377700033
J	Yi, SJ; Bachtrog, D; Charlesworth, B				Yi, SJ; Bachtrog, D; Charlesworth, B			A survey of chromosomal and nucleotide sequence variation in Drosophila miranda	GENETICS																	TATSUTA, HARUKI/F-2997-2010														0016-6731	1943-2631				AUG	2003	164	4					1369	1381											12930746					WOS:000185248000014
J	Hinkelmann, K				Hinkelmann, K			Remembering Oscar Kempthorne (1919-2000)	STATISTICAL SCIENCE																															0883-4237	2168-8745				MAY	2001	16	2					169	183		10.1214/ss/1009213289	http://dx.doi.org/10.1214/ss/1009213289													WOS:000171504900004
J	Theodorakis, CW; Bickham, JW; Lamb, T; Medica, PA; Lyne, TB				Theodorakis, CW; Bickham, JW; Lamb, T; Medica, PA; Lyne, TB			Integration of genotoxicity and population genetic analyses in kangaroo rats (Dipodomys merriami) exposed to radionuclide contamination at the Nevada Test Site, USA	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY																															0730-7268	1552-8618				FEB	2001	20	2					317	326		10.1002/etc.5620200212	http://dx.doi.org/10.1002/etc.5620200212								11351431					WOS:000166622000012
J	Tenzer, I; degli Ivanissevich, S; Morgante, M; Gessler, C				Tenzer, I; degli Ivanissevich, S; Morgante, M; Gessler, C			Identification of microsatellite markers and their application to population genetics of Venturia inaequalis	PHYTOPATHOLOGY																		MORGANTE, Michele/0000-0003-2591-2156													0031-949X	1943-7684				SEP	1999	89	9					748	753		10.1094/PHYTO.1999.89.9.748	http://dx.doi.org/10.1094/PHYTO.1999.89.9.748								18944702					WOS:000082176500005
J	Gasser, RB; Woods, WG; Blotkamp, C; Verweij, J; Storey, PA; Polderman, AM				Gasser, RB; Woods, WG; Blotkamp, C; Verweij, J; Storey, PA; Polderman, AM			Screening for nucleotide variations in ribosomal DNA arrays of Oesophagostomum bifurcum by polymerase chain reaction-coupled single-strand conformation polymorphism	ELECTROPHORESIS																	Gasser, Robin/ABH-6185-2020	Gasser, Robin/0000-0002-4423-1690; Verweij, Jaco J./0000-0001-8553-931X													0173-0835	1522-2683				JUN	1999	20	7					1486	1491											10424472					WOS:000081112900022
J	Jaunet, TX; Wang, JF				Jaunet, TX; Wang, JF			Variation in genotype and aggressiveness of Ralstonia solanacearum race 1 isolated from tomato in Taiwan	PHYTOPATHOLOGY																															0031-949X	1943-7684				APR	1999	89	4					320	327		10.1094/PHYTO.1999.89.4.320	http://dx.doi.org/10.1094/PHYTO.1999.89.4.320								18944778					WOS:000079507000010
J	Ezenwa, VO; Peters, JM; Zhu, Y; Arevalo, E; Hastings, MD; Seppa, P; Pedersen, JS; Zacchi, F; Queller, DC; Strassmann, JE				Ezenwa, VO; Peters, JM; Zhu, Y; Arevalo, E; Hastings, MD; Seppa, P; Pedersen, JS; Zacchi, F; Queller, DC; Strassmann, JE			Ancient conservation of trinucleotide microsatellite loci in polistine wasps	MOLECULAR PHYLOGENETICS AND EVOLUTION																	Seppä, Perttu/A-9900-2011; Pedersen, Jes Søe/J-6337-2014	Pedersen, Jes Søe/0000-0002-4439-2638; Seppa, Perttu/0000-0001-5393-6943; Strassmann, Joan/0000-0003-0638-8440													1055-7903					OCT	1998	10	2					168	177		10.1006/mpev.1998.0528	http://dx.doi.org/10.1006/mpev.1998.0528								9878228					WOS:000077718600003
J	Fry, JD; Nuzhdin, SV; Pasyukova, EG; Mckay, TFC				Fry, JD; Nuzhdin, SV; Pasyukova, EG; Mckay, TFC			QTL mapping of genotype-environment interaction for fitness in Drosophila melanogaster	GENETICS RESEARCH																	Pasyukova, Elena G/I-8377-2017; Fry, James D/K-2414-2012	Fry, James/0000-0002-4699-3103													0016-6723	1469-5073				APR	1998	71	2					133	141		10.1017/S0016672398003176	http://dx.doi.org/10.1017/S0016672398003176								9717436					WOS:000075333100005
J	Pons, JL; Ageron, E; Mangeney, N; Tessedre, AC; Niel, P; Leluan, G; Grimont, PAD				Pons, JL; Ageron, E; Mangeney, N; Tessedre, AC; Niel, P; Leluan, G; Grimont, PAD			Genetic relationships of Clostridium bifermentans and Clostridium sordellii analyzed by multilocus enzyme electrophoresis and DNA-DNA hybridization	SYSTEMATIC AND APPLIED MICROBIOLOGY																															0723-2020					AUG	1997	20	3					381	386		10.1016/S0723-2020(97)80006-9	http://dx.doi.org/10.1016/S0723-2020(97)80006-9													WOS:A1997XR16700006
J	Medina, MD; Vaca, G; LopezGuido, B; Westwood, B; Beutler, E				Medina, MD; Vaca, G; LopezGuido, B; Westwood, B; Beutler, E			Molecular genetics of glucose-6-phosphate dehydrogenase deficiency in Mexico	BLOOD CELLS MOLECULES AND DISEASES																															1079-9796					MAR 15	1997	23	5					88	94		10.1006/bcmd.1997.0124	http://dx.doi.org/10.1006/bcmd.1997.0124								9215753					WOS:A1997WN14600002
J	Harris, SA; Fagg, CW; Barnes, RD				Harris, SA; Fagg, CW; Barnes, RD			Isozyme variation in Faidherbia albida (Leguminosae, Mimosoideae)	PLANT SYSTEMATICS AND EVOLUTION																	Fagg, Christopher W/G-3599-2016	Fagg, Christopher W/0000-0001-6072-7832													0378-2697						1997	207	1-2					119	132		10.1007/BF00985213	http://dx.doi.org/10.1007/BF00985213													WOS:A1997YB84500008
J	Pigliucci, M				Pigliucci, M			Modelling phenotypic plasticity .2. Do genetic correlations matter?	HEREDITY																															0018-067X	1365-2540				NOV	1996	77		5				453	460		10.1038/hdy.1996.171	http://dx.doi.org/10.1038/hdy.1996.171								8939017					WOS:A1996VR63800001
J	Swaminathan, B; Matar, GM; Reeves, MW; Graves, LM; Ajello, G; Bibb, WF; Helsel, LO; Morales, M; Dronavalli, H; ElSwify, M; DeWitt, W; Hunter, SB				Swaminathan, B; Matar, GM; Reeves, MW; Graves, LM; Ajello, G; Bibb, WF; Helsel, LO; Morales, M; Dronavalli, H; ElSwify, M; DeWitt, W; Hunter, SB			Molecular subtyping of Neisseria meningitidis serogroup B: Comparison of five methods	JOURNAL OF CLINICAL MICROBIOLOGY																															0095-1137					JUN	1996	34	6					1468	1473		10.1128/JCM.34.6.1468-1473.1996	http://dx.doi.org/10.1128/JCM.34.6.1468-1473.1996								8735100					WOS:A1996UL31100022
J	LEJAMBRE, LF				LEJAMBRE, LF			MOLECULAR VARIATION IN TRICHOSTRONGYLID NEMATODES FROM SHEEP AND CATTLE	ACTA TROPICA																															0001-706X	1873-6254				MAY	1993	53	3-4					331	343		10.1016/0001-706X(93)90038-D	http://dx.doi.org/10.1016/0001-706X(93)90038-D								8100679					WOS:A1993LD51800012
J	CARABALLO, LR; MARRUGO, J; ERLICH, H; PASTORIZO, M				CARABALLO, LR; MARRUGO, J; ERLICH, H; PASTORIZO, M			HLA ALLELES IN THE POPULATION OF CARTAGENA (COLOMBIA)	TISSUE ANTIGENS																															0001-2815					MAR	1992	39	3					128	133		10.1111/j.1399-0039.1992.tb01922.x	http://dx.doi.org/10.1111/j.1399-0039.1992.tb01922.x								1598684					WOS:A1992HM62300006
J	Kunerth, HD; Bogdanowicz, SM; Searle, JB; Harrison, RG; Coates, BS; Kozak, GM; Dopman, EB				Kunerth, Henry D.; Bogdanowicz, Steven M.; Searle, Jeremy B.; Harrison, Richard G.; Coates, Brad S.; Kozak, Genevieve M.; Dopman, Erik B.			Consequences of coupled barriers to gene flow for the build-up of genomic differentiation	EVOLUTION																		Kunerth, Henry/0000-0002-2324-7773; Coates, Brad/0000-0001-8908-1529; Searle, Jeremy/0000-0001-7710-5204; Dopman, Erik/0000-0002-8633-5527													0014-3820	1558-5646				MAY	2022	76	5					985	1002		10.1111/evo.14466	http://dx.doi.org/10.1111/evo.14466		MAR 2022						35304922					WOS:000773339000001
J	Deng, TX; Ma, XY; Lu, XR; Duan, AQ; Shokrollahi, B; Shang, JH				Deng, T. X.; Ma, X. Y.; Lu, X. R.; Duan, A. Q.; Shokrollahi, Borhan; Shang, J. H.			Signatures of selection reveal candidate genes involved in production traits in Chinese crossbred buffaloes	JOURNAL OF DAIRY SCIENCE																		Deng, Tingxian/0000-0002-7442-6739; Shokrollahi, Borhan/0000-0001-7938-5051; , Xingrong Lu/0000-0002-7822-6953													0022-0302	1525-3198				FEB	2022	105	2					1327	1337		10.3168/jds.2021-21102	http://dx.doi.org/10.3168/jds.2021-21102								34955275					WOS:000746200200010
J	Bozanova, J; Ciampor, F; Mamos, T; Grabowski, M; Ciamporova-Zat'ovicova, Z				Bozanova, Jana; Ciampor, Fedor, Jr.; Mamos, Tomasz; Grabowski, Michal; Ciamporova-Zat'ovicova, Zuzana			DNA barcodes evidence the contact zone of eastern and western caddisfly lineages in the Western Carpathians	SCIENTIFIC REPORTS																	Grabowski, Michal/K-1016-2012; Mamos, Tomasz/E-4529-2015	Grabowski, Michal/0000-0002-4551-3454; Mamos, Tomasz/0000-0002-0524-3015; Ciamporova-Zatovicova, Zuzana/0000-0003-0506-6212													2045-2322					DEC 15	2021	11	1							24020	10.1038/s41598-021-03411-8	http://dx.doi.org/10.1038/s41598-021-03411-8								34912013					WOS:000730739800005
J	Zhang, RL; Zhang, Z				Zhang Ruiling; Zhang Zhong			Hidden biodiversity revealed by DNA barcoding in black fly genus Simulium	JOURNAL OF VECTOR BORNE DISEASES																															0972-9062					APR-JUN	2020	57	2					128	138		10.4103/0972-9062.310862	http://dx.doi.org/10.4103/0972-9062.310862								34290157					WOS:000675017200004
J	Rota-Stabelli, O; Ometto, L; Tait, G; Ghirotto, S; Kaur, R; Drago, F; Gonzalez, J; Walton, VM; Anfora, G; Rossi-Stacconi, MV				Rota-Stabelli, Omar; Ometto, Lino; Tait, Gabriella; Ghirotto, Silvia; Kaur, Rupinder; Drago, Francesco; Gonzalez, Josefa; Walton, Vaughn M.; Anfora, Gianfranco; Rossi-Stacconi, Marco Valerio			Distinct genotypes and phenotypes in European and American strains of Drosophila suzukii: implications for biology and management of an invasive organism	JOURNAL OF PEST SCIENCE																	Ometto, Lino/C-3609-2008; Kaur, Rupinder/K-4709-2019	Ometto, Lino/0000-0002-2679-625X; Kaur, Rupinder/0000-0002-2132-8107; Rossi Stacconi, Marco Valerio/0000-0001-8291-3660; /0000-0001-9824-027X; ANFORA, Gianfranco/0000-0003-2545-1409													1612-4758	1612-4766				JAN	2020	93	1					77	89		10.1007/s10340-019-01172-y	http://dx.doi.org/10.1007/s10340-019-01172-y		NOV 2019											WOS:000494752900001
J	Zardilis, A; Hume, A; Millar, AJ				Zardilis, Argyris; Hume, Alastair; Millar, Andrew J.			A multi-model framework for the Arabidopsis life cycle	JOURNAL OF EXPERIMENTAL BOTANY																		Hume, Alastair/0000-0001-8322-9182													0022-0957	1460-2431				APR 15	2019	70	9			SI		2463	2477		10.1093/jxb/ery394	http://dx.doi.org/10.1093/jxb/ery394								31091320					WOS:000469784900011
