PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Lyu, ZY; Zhi, JR; Zhou, YF; Meng, ZH; Yue, WB				Lyu, Zhao-yun; Zhi, Jun-rui; Zhou, Yu-feng; Meng, Ze-hong; Yue, Wen-bo			Genetic diversity and origin of Dendrothrips minowai (Thysanoptera: Thripidae) in Guizhou, China	JOURNAL OF ASIA-PACIFIC ENTOMOLOGY																															1226-8615	1876-7990				DEC	2016	19	4					1035	1042		10.1016/j.aspen.2016.09.005	http://dx.doi.org/10.1016/j.aspen.2016.09.005													WOS:000400956200018
J	Wang, ZY; Zhang, Y; Zhao, LL; Song, N; Han, ZQ; Gao, TX				Wang, Zhiyang; Zhang, Yan; Zhao, Linlin; Song, Na; Han, Zhiqiang; Gao, Tianxiang			Shallow mitochondrial phylogeographical pattern and high levels of genetic connectivity of Thamnaconus hypargyreus in the South China Sea and the East China Sea	BIOCHEMICAL SYSTEMATICS AND ECOLOGY																															0305-1978	1873-2925				AUG	2016	67						110	118		10.1016/j.bse.2016.05.013	http://dx.doi.org/10.1016/j.bse.2016.05.013													WOS:000379886100015
J	Mende, MB; Bartel, M; Hundsdoerfer, AK				Mende, Michael B.; Bartel, Manuela; Hundsdoerfer, Anna K.			A comprehensive phylogeography of the Hyles euphorbiae complex (Lepidoptera: Sphingidae) indicates a 'glacial refuge belt'	SCIENTIFIC REPORTS																		Hundsdoerfer, Anna/0000-0001-5594-4154													2045-2322					JUL 21	2016	6								29527	10.1038/srep29527	http://dx.doi.org/10.1038/srep29527								27439775					WOS:000380090600001
J	Dennhardt, LA; DeKeyser, ES; Tennefos, SA; Travers, SE				Dennhardt, Lauren A.; DeKeyser, Edward S.; Tennefos, Sarah A.; Travers, Steven E.			There Is No Evidence of Geographical Patterning among Invasive Kentucky Bluegrass (Poa pratensis) Populations in the Northern Great Plains	WEED SCIENCE																															0043-1745	1550-2759				JUL-SEP	2016	64	3					409	420		10.1614/WS-D-15-00169.1	http://dx.doi.org/10.1614/WS-D-15-00169.1													WOS:000380795500004
J	Wang, CR; Lou, Y; Gao, JF; Qiu, JH; Zhang, Y; Gao, Y; Chang, QC				Wang, Chun-Ren; Lou, Yan; Gao, Jun-Feng; Qiu, Jian-Hua; Zhang, Yan; Gao, Yuan; Chang, Qiao-Cheng			Comparative analyses of the complete mitochondrial genomes of the two murine pinworms Aspiculuris tetraptera and Syphacia obvelata	GENE																	Gao, Yuan/J-6919-2017; Chang, Qiao-Cheng/GPF-6176-2022	Wang, Chun-Ren/0000-0003-2726-2644													0378-1119	1879-0038				JUL 1	2016	585	1					71	75		10.1016/j.gene.2016.03.037	http://dx.doi.org/10.1016/j.gene.2016.03.037								27016298					WOS:000375519400011
J	Nagoshi, RN; Meagher, RL				Nagoshi, R. N.; Meagher, R. L.			Using intron sequence comparisons in the triose-phosphate isomerase gene to study the divergence of the fall armyworm host strains	INSECT MOLECULAR BIOLOGY																															0962-1075	1365-2583				JUN	2016	25	3					324	337		10.1111/imb.12223	http://dx.doi.org/10.1111/imb.12223								26991678					WOS:000375669800012
J	Zhou, T; Li, ZH; Bai, GQ; Feng, L; Chen, C; Wei, Y; Chang, YX; Zhao, GF				Zhou, Tao; Li, Zhong-Hu; Bai, Guo-Qing; Feng, Li; Chen, Chen; Wei, Yue; Chang, Yong-Xia; Zhao, Gui-Fang			Transcriptome Sequencing and Development of Genic SSR Markers of an Endangered Chinese Endemic Genus Dipteronia Oliver (Aceraceae)	MOLECULES																	Zhou, Tao/AAH-8119-2019	Zhou, Tao/0000-0002-8869-7599														1420-3049				MAR	2016	21	3							166	10.3390/molecules21030166	http://dx.doi.org/10.3390/molecules21030166								26907245					WOS:000373802200098
J	Olivieri, I; Tonnabel, J; Ronce, O; Mignot, A				Olivieri, Isabelle; Tonnabel, Jeanne; Ronce, Ophelie; Mignot, Agnes			Why evolution matters for species conservation: perspectives from three case studies of plant metapopulations	EVOLUTIONARY APPLICATIONS																	Olivieri, Isabelle/E-5872-2016; Tonnabel, Jeanne/AAF-7561-2019														1752-4571					JAN	2016	9	1			SI		196	211		10.1111/eva.12336	http://dx.doi.org/10.1111/eva.12336								27087848					WOS:000368250500013
J	Qian, XQ; Yin, CY; Ji, Q; Li, K; Fan, HT; Yu, YF; Bu, FL; Hu, LL; Wang, JW; Mu, HF; Haigh, S; Chen, F				Qian, Xiao-Qin; Yin, Cai-Yong; Ji, Qiang; Li, Kai; Fan, Han-Ting; Yu, Yan-Fang; Bu, Fan-Li; Hu, Ling-Li; Wang, Jian-Wen; Mu, Hao-Fang; Haigh, Steven; Chen, Feng			Mutation rate analysis at 19 autosomal microsatellites	ELECTROPHORESIS																	hu, ling/GWC-1104-2022; Chen, Feng/E-1133-2011	, Kai Li/0000-0002-1317-2341													0173-0835	1522-2683				JUL	2015	36	14					1633	1639		10.1002/elps.201400558	http://dx.doi.org/10.1002/elps.201400558								25820688					WOS:000358010400013
J	Wei, T; Zhang, X; Cui, J; Liu, LN; Jiang, P; Wang, ZQ				Wei, T.; Zhang, X.; Cui, J.; Liu, L. N.; Jiang, P.; Wang, Z. Q.			Levels of sparganum infections and phylogenetic analysis of the tapeworm Spirometra erinaceieuropaei sparganum in wild frogs from Henan Province in central China	JOURNAL OF HELMINTHOLOGY																															0022-149X	1475-2697				JUL	2015	89	4					433	438		10.1017/S0022149X14000248	http://dx.doi.org/10.1017/S0022149X14000248								26017331					WOS:000359266200006
J	Topa, H; Jonas, A; Kofler, R; Kosiol, C; Honkela, A				Topa, Hande; Jonas, Agnes; Kofler, Robert; Kosiol, Carolin; Honkela, Antti			Gaussian process test for high-throughput sequencing time series: application to experimental evolution	BIOINFORMATICS					23rd Annual International Conference on Intelligent Systems for Molecular Biology / 14th European Conference on Computational Biology	JUL 10-14, 2015	Dublin, IRELAND	Int Soc Computat Biol, Student Council										Topa, Hande/0000-0003-1430-3291													1367-4803	1460-2059				JUN 1	2015	31	11					1762	1770		10.1093/bioinformatics/btv014	http://dx.doi.org/10.1093/bioinformatics/btv014								25614471					WOS:000356625300009
J	Vuilleumier, S; Bonhoeffer, S				Vuilleumier, Severine; Bonhoeffer, Sebastian			Contribution of recombination to the evolutionary history of HIV	CURRENT OPINION IN HIV AND AIDS																	Bonhoeffer, Sebastian/A-2735-2008	Bonhoeffer, Sebastian/0000-0001-8052-3925; Vuilleumier, Severine/0000-0002-0131-3186													1746-630X	1746-6318				MAR	2015	10	2					84	89		10.1097/COH.0000000000000137	http://dx.doi.org/10.1097/COH.0000000000000137								25565174					WOS:000349353800003
J	Inaoka, Y; Osawa, M; Mukasa, N; Miyashita, K; Satoh, F; Kakimoto, Y				Inaoka, Yoshihiko; Osawa, Motoki; Mukasa, Nahoko; Miyashita, Keiko; Satoh, Fumiko; Kakimoto, Yu			Allelic Imbalance of mRNA Associated with alpha 2-HS Glycoprotein (Fetuin-A) Polymorphism	DISEASE MARKERS																															0278-0240	1875-8630					2015	2015								865053	10.1155/2015/865053	http://dx.doi.org/10.1155/2015/865053								26549924					WOS:000363596400001
S	Serrelli, E		Serrelli, E; Gontier, N		Serrelli, Emanuele			Visualizing Macroevolution: From Adaptive Landscapes to Compositions of Multiple Spaces	MACROEVOLUTION: EXPLANATION, INTERPRETATION AND EVIDENCE	Interdisciplinary Evolution Research																	SERRELLI, EMANUELE/0000-0001-7378-6567													2199-3068		978-3-319-15045-1; 978-3-319-15044-4				2015	2						113	162		10.1007/978-3-319-15045-1_4	http://dx.doi.org/10.1007/978-3-319-15045-1_4	10.1007/978-3-319-15045-1												WOS:000365174200005
J	Steinrucken, M; Bhaskar, A; Song, YS				Steinruecken, Matthias; Bhaskar, Anand; Song, Yun S.			A NOVEL SPECTRAL METHOD FOR INFERRING GENERAL DIPLOID SELECTION FROM TIME SERIES GENETIC DATA	ANNALS OF APPLIED STATISTICS																															1932-6157					DEC	2014	8	4					2203	2222		10.1214/14-AOAS764	http://dx.doi.org/10.1214/14-AOAS764								25598858					WOS:000347530200015
J	Solorzano, S; Cuevas-Alducin, PD; Garcia-Gomez, V; Davila, P				Solorzano, Sofia; Diana Cuevas-Alducin, Patricia; Garcia-Gomez, Veronica; Davila, Patricia			Genetic diversity and conservation of Mammillaria huitzilopochtli and M-supertexta, two threatened species endemic of the semiarid region of central Mexico	REVISTA MEXICANA DE BIODIVERSIDAD																	SOLORZANO, SOFIA/AGV-9427-2022	SOLORZANO, SOFIA/0000-0001-6251-0688													1870-3453	2007-8706				JUN	2014	85	2					565	575		10.7550/rmb.39066	http://dx.doi.org/10.7550/rmb.39066													WOS:000339779400020
J	Osyczka, P; Rola, K; Lenart-Boron, A; Boron, P				Osyczka, Piotr; Rola, Kaja; Lenart-Boron, Anna; Boron, Piotr			High intraspecific genetic and morphological variation in the pioneer lichen Cladonia rei colonising slag dumps	CENTRAL EUROPEAN JOURNAL OF BIOLOGY																	Lenart-Boroń, Anna/ABB-5167-2021	Lenart-Boroń, Anna/0000-0003-3655-7567; Boron, Piotr/0000-0002-8581-6759; Rola, Kaja/0000-0003-2241-1081; Osyczka, Piotr/0000-0003-4999-4897													1895-104X	1644-3632				MAY	2014	9	5					579	591		10.2478/s11535-014-0286-1	http://dx.doi.org/10.2478/s11535-014-0286-1													WOS:000331643900011
J	Wang, Y; Huang, XL; Qiao, GX				Wang, Yuan; Huang, Xiao-Lei; Qiao, Ge-Xia			Comparative Analysis of Mitochondrial Genomes of Five Aphid Species (Hemiptera: Aphididae) and Phylogenetic Implications	PLOS ONE																	Huang, Xiaolei/S-7781-2019	Huang, Xiaolei/0000-0002-6839-9922													1932-6203					OCT 17	2013	8	10							e77511	10.1371/journal.pone.0077511	http://dx.doi.org/10.1371/journal.pone.0077511								24147014					WOS:000326022200040
J	Belanger-Deschenes, S; Couture, P; Campbell, PGC; Bernatchez, L				Belanger-Deschenes, Sebastien; Couture, Patrice; Campbell, Peter G. C.; Bernatchez, Louis			Evolutionary change driven by metal exposure as revealed by coding SNP genome scan in wild yellow perch (Perca flavescens)	ECOTOXICOLOGY																	Campbell, Peter G. C./H-4348-2011	Campbell, Peter G. C./0000-0001-7160-4571; Bernatchez, Louis/0000-0002-8085-9709													0963-9292	1573-3017				JUL	2013	22	5			SI		938	957		10.1007/s10646-013-1083-8	http://dx.doi.org/10.1007/s10646-013-1083-8								23722603					WOS:000321789000018
J	Hu, ZM; Zhang, J; Lopez-Bautista, J; Duan, DL				Hu, Zi-Min; Zhang, Jie; Lopez-Bautista, Juan; Duan, De-Lin			Asymmetric genetic exchange in the brown seaweed Sargassum fusiforme (Phaeophyceae) driven by oceanic currents	MARINE BIOLOGY																	Hu, Zi-Min/A-7938-2011	Hu, Zi-Min/0000-0002-1313-1785													0025-3162	1432-1793				JUN	2013	160	6					1407	1414		10.1007/s00227-013-2192-x	http://dx.doi.org/10.1007/s00227-013-2192-x													WOS:000319360100010
J	Liang, JM; Wan, Q; Luo, Y; Ma, ZH				Liang, Junmin; Wan, Qiong; Luo, Yong; Ma, Zhanhong			Population Genetic Structures of Puccinia striiformis in Ningxia and Gansu Provinces of China	PLANT DISEASE																	Ma, Zhanhong/AAY-4348-2021	Ma, Zhanhong/0000-0002-4910-5001													0191-2917	1943-7692				APR	2013	97	4					501	509		10.1094/PDIS-01-12-0072-RE	http://dx.doi.org/10.1094/PDIS-01-12-0072-RE								30722230					WOS:000316430500010
S	Howes, RE; Battle, KE; Satyagraha, AW; Baird, JK; Hay, SI		Hay, SI; Price, R; Baird, JK		Howes, Rosalind E.; Battle, Katherine E.; Satyagraha, Ari W.; Baird, J. Kevin; Hay, Simon I.			G6PD Deficiency: Global Distribution, Genetic Variants and Primaquine Therapy	ADVANCES IN PARASITOLOGY, VOL 81: EPIDEMIOLOGY OF PLASMODIUM VIVAX: HISTORY, HIATUS AND HUBRIS, PT B	Advances in Parasitology																Hay, Simon I/F-8967-2015	Hay, Simon I/0000-0002-0611-7272; Battle, Katherine/0000-0003-2401-2615													0065-308X		978-0-12-407826-0				2013	81						133	201		10.1016/B978-0-12-407826-0.00004-7	http://dx.doi.org/10.1016/B978-0-12-407826-0.00004-7								23384623					WOS:000318315900005
J	Matsunaga, M; Isowa, T; Yamakawa, K; Ohira, H				Matsunaga, Masahiro; Isowa, Tokiko; Yamakawa, Kaori; Ohira, Hideki			Association between the serotonin transporter polymorphism (5HTTLPR) and subjective happiness level in Japanese adults	PSYCHOLOGY OF WELL-BEING																	YAMAKAWA, Kaori/ABC-8782-2020														2211-1522						2013	3								5	10.1186/2211-1522-3-5	http://dx.doi.org/10.1186/2211-1522-3-5													WOS:000214700800005
J	Sodre, D; Rodrigues-Filho, LFS; Souza, RFC; Rego, PS; Schneider, H; Sampaio, I; Vallinoto, M				Sodre, Davidson; Rodrigues-Filho, Luis F. S.; Souza, Rosalia F. C.; Rego, Pericles S.; Schneider, Horacio; Sampaio, Iracilda; Vallinoto, Marcelo			Inclusion of South American samples reveals new population structuring of the blacktip shark (Carcharhinus limbatus) in the western Atlantic	GENETICS AND MOLECULAR BIOLOGY																	Vallinoto, Marcelo/J-3086-2012; Schneider, Horacio/J-7131-2012; Vallinoto, Marcelo/ABF-9834-2021; Rêgo, Péricles S/J-2620-2012; Sodré, Davidson/GNP-8094-2022; SAMPAIO, IRACILDA/J-6514-2012	Vallinoto, Marcelo/0000-0002-3465-3830; Schneider, Horacio/0000-0002-5987-6395; Vallinoto, Marcelo/0000-0002-3465-3830; Rêgo, Péricles S/0000-0002-4537-946X; Sodré, Davidson/0000-0002-7223-3204; SAMPAIO, IRACILDA/0000-0002-2137-4656; SOUZA, ROSALIA F. C./0000-0002-2843-7760; da Silva Rodrigues Filho, Luis Fernando/0000-0002-5715-2668													1415-4757	1678-4685				DEC	2012	35	4					752	760		10.1590/S1415-47572012005000062	http://dx.doi.org/10.1590/S1415-47572012005000062								23271935					WOS:000313845800008
J	Eldon, B; Degnan, JH				Eldon, Bjarki; Degnan, James H.			Multiple merger gene genealogies in two species: Monophyly, paraphyly, and polyphyly for two examples of Lambda coalescents	THEORETICAL POPULATION BIOLOGY																	Degnan, James/A-4489-2008; Eldon, Bjarki/ABF-1203-2021	Eldon, Bjarki/0000-0001-9354-2391													0040-5809	1096-0325				SEP	2012	82	2					117	130		10.1016/j.tpb.2012.05.001	http://dx.doi.org/10.1016/j.tpb.2012.05.001								22613063					WOS:000306889000005
J	Dyer, KA				Dyer, Kelly A.			LOCAL SELECTION UNDERLIES THE GEOGRAPHIC DISTRIBUTION OF SEX-RATIO DRIVE IN DROSOPHILA NEOTESTACEA	EVOLUTION																															0014-3820	1558-5646				APR	2012	66	4					973	984		10.1111/j.1558-5646.2011.01497.x	http://dx.doi.org/10.1111/j.1558-5646.2011.01497.x								22486683					WOS:000302546700003
J	Robert, S; Ravigne, V; Zapater, MF; Abadie, C; Carlier, J				Robert, S.; Ravigne, V.; Zapater, M-F.; Abadie, C.; Carlier, J.			Contrasting introduction scenarios among continents in the worldwide invasion of the banana fungal pathogen Mycosphaerella fijiensis	MOLECULAR ECOLOGY																	Ravigné, Virginie/AAC-5427-2020; RAVIGNE, Virginie/B-5876-2011; ABADIE, Catherine/AAL-5362-2020	Ravigné, Virginie/0000-0002-4252-2574; RAVIGNE, Virginie/0000-0002-4252-2574; ABADIE, Catherine/0000-0002-5075-6338													0962-1083	1365-294X				MAR	2012	21	5					1098	1114		10.1111/j.1365-294X.2011.05432.x	http://dx.doi.org/10.1111/j.1365-294X.2011.05432.x								22256778					WOS:000300699500008
J	Lashgary, Z; Khodadadi, A; Singh, Y; Houshmand, SM; Mahjoubi, F; Sharma, P; Singh, S; Seyedin, M; Srivastava, A; Ataee, M; Mohammadi, ZS; Rezaei, N; Bamezai, RNK; Sanati, MH				Lashgary, Zahra; Khodadadi, Ahmad; Singh, Yoginder; Houshmand, Seyed Massoud; Mahjoubi, Frouzandeh; Sharma, Prithviraj; Singh, Shweta; Seyedin, Mahtab; Srivastava, Amit; Ataee, Mirtra; Mohammadi, Zeinab Sadat; Rezaei, Nima; Bamezai, Rameshwar N. K.; Sanati, Mohammad Hossein			Y chromosome diversity among the Iranian religious groups: A reservoir of genetic variation	ANNALS OF HUMAN BIOLOGY																	Srivastava, Amit Kumar/AGO-8674-2022; Houshmand, Massoud/AEG-9909-2022; mahjoubi, frouzandeh/AHC-2557-2022; Rezaei, Nima/B-4245-2008	Srivastava, Amit Kumar/0000-0002-7162-1678; Rezaei, Nima/0000-0002-3836-1827; Houshmand, Massoud/0000-0002-2198-223X; , Masoud/0000-0001-7687-7464; sanati, Mohammad Hossein/0000-0002-0292-7673; , Frouzandeh/0000-0002-6880-3606; mahjoubi, frouzandeh/0000-0002-8996-2446; Bamezai, R.N.K/0000-0002-5128-2859													0301-4460					MAY	2011	38	3					364	371		10.3109/03014460.2010.535562	http://dx.doi.org/10.3109/03014460.2010.535562								21329477					WOS:000288753300017
J	Waibel, M; Floreano, D; Keller, L				Waibel, Markus; Floreano, Dario; Keller, Laurent			A Quantitative Test of Hamilton's Rule for the Evolution of Altruism	PLOS BIOLOGY																	keller, laurent/AAI-7175-2020	keller, laurent/0000-0002-5046-9953													1544-9173	1545-7885				MAY	2011	9	5							e1000615	10.1371/journal.pbio.1000615	http://dx.doi.org/10.1371/journal.pbio.1000615								21559320					WOS:000291144800001
J	Demarchi, M; Chiappero, MB; Tatian, M; Sahade, R				Demarchi, Milagros; Chiappero, Marina B.; Tatian, Marcos; Sahade, Ricardo			Population genetic structure of the Antarctic ascidian Aplidium falklandicum from Scotia Arc and South Shetland Islands	POLAR BIOLOGY																															0722-4060	1432-2056				NOV	2010	33	11					1567	1576		10.1007/s00300-010-0848-2	http://dx.doi.org/10.1007/s00300-010-0848-2													WOS:000284545700009
J	Vilaca, ST; Santos, FR				Vilaca, Sibelle Torres; Santos, Fabricio Rodrigues			Biogeographic history of the species complex Basileuterus culicivorus (Ayes, Parulidae) in the Neotropics	MOLECULAR PHYLOGENETICS AND EVOLUTION																	Vilaca, Sibelle/AAA-4573-2020; Vilaça, Sibelle Torres/K-1965-2012; Santos, Fabrício Rodrigues/H-2370-2011	Vilaca, Sibelle/0000-0002-6887-4703; Vilaça, Sibelle Torres/0000-0002-6887-4703; Santos, Fabrício Rodrigues/0000-0001-9088-1750													1055-7903	1095-9513				NOV	2010	57	2					585	597		10.1016/j.ympev.2010.07.010	http://dx.doi.org/10.1016/j.ympev.2010.07.010								20659571					WOS:000284176800010
J	Alam, MZ; Kuhls, K; Schweynoch, C; Sundar, S; Rijal, S; Shamsuzzaman, AKM; Raju, BVS; Salotra, P; Dujardin, JC; Schonian, G				Alam, Mohammad Zahangir; Kuhls, Katrin; Schweynoch, Carola; Sundar, Shyam; Rijal, Suman; Shamsuzzaman, Abul Khair M.; Raju, Balaraju Venkata Subba; Salotra, Poonam; Dujardin, Jean-Claude; Schoenian, Gabriele			Multilocus microsatellite typing (MLMT) reveals genetic homogeneity of Leishmania donovani strains in the Indian subcontinent	INFECTION GENETICS AND EVOLUTION																	Dujardin, Jean-Claude/AAO-1783-2021; Kuhls, Katrin/AAH-4551-2019	Kuhls, Katrin/0000-0003-4168-8684; Salotra, Poonam/0000-0002-4057-4872													1567-1348	1567-7257				JAN	2009	9	1					24	31		10.1016/j.meegid.2008.09.005	http://dx.doi.org/10.1016/j.meegid.2008.09.005								18957333					WOS:000262840400003
J	Almeida, FC; DeSalle, R				Almeida, Francisca C.; DeSalle, Rob			Orthology, Function and Evolution of Accessory Gland Proteins in the Drosophila repleta Group	GENETICS																	Almeida, Francisca Cunha/E-5849-2016	Almeida, Francisca Cunha/0000-0001-6003-4657													0016-6731	1943-2631				JAN	2009	181	1					235	245		10.1534/genetics.108.096263	http://dx.doi.org/10.1534/genetics.108.096263								19015541					WOS:000262595500022
J	Ali, ME; Ahmed, MU; Alam, S; Rahman, MH				Ali, Md. Eunus; Ahmed, M. U.; Alam, S.; Rahman, Md. Hafizur			HLA-A, -B and-DRB1 allele frequencies in the Bangladeshi population	TISSUE ANTIGENS																	Ahmed, Minhaz Uddin/B-8803-2012	Ahmed, Minhaz Uddin/0000-0002-8267-8506; Alam, Shafiul/0000-0001-8684-624X													0001-2815	1399-0039				AUG	2008	72	2					115	119		10.1111/j.1399-0039.2008.01079.x	http://dx.doi.org/10.1111/j.1399-0039.2008.01079.x								18721271					WOS:000257758900004
