PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Yang, NB; Ma, GP; Chen, KX; Wu, XH				Yang, Naibo; Ma, Guoping; Chen, Kenxi; Wu, Xuehong			The Population Genetics of Alternaria tenuissima in Four Regions of China as Determined by Microsatellite Markers Obtained by Transcriptome Sequencing	FRONTIERS IN MICROBIOLOGY																															1664-302X					DEC 3	2018	9								2904	10.3389/fmicb.2018.02904	http://dx.doi.org/10.3389/fmicb.2018.02904								30559728					WOS:000451942100001
J	Yule, KM; Koop, JAH; Alexandre, NM; Johnston, LR; Whiteman, NK				Yule, Kelsey M.; Koop, Jennifer A. H.; Alexandre, Nicolas M.; Johnston, Lauren R.; Whiteman, Noah K.			Population structure of a vector-borne plant parasite	MOLECULAR ECOLOGY																		Yule, Kelsey/0000-0002-1447-849X; Koop, Jennifer/0000-0002-5332-3618; Whiteman, Noah/0000-0003-1448-4678													0962-1083	1365-294X				JUL	2016	25	14					3332	3343		10.1111/mec.13693	http://dx.doi.org/10.1111/mec.13693								27154249					WOS:000379614400008
J	Plomion, C; Bartholome, J; Lesur, I; Boury, C; Rodriguez-Quilon, I; Lagraulet, H; Ehrenmann, F; Bouffier, L; Gion, JM; Grivet, D; de Miguel, M; de Maria, N; Cervera, MT; Bagnoli, F; Isik, F; Vendramin, GG; Gonzalez-Martinez, SC				Plomion, C.; Bartholome, J.; Lesur, I.; Boury, C.; Rodriguez-Quilon, I.; Lagraulet, H.; Ehrenmann, F.; Bouffier, L.; Gion, J. M.; Grivet, D.; de Miguel, M.; de Maria, N.; Cervera, M. T.; Bagnoli, F.; Isik, F.; Vendramin, G. G.; Gonzalez-Martinez, S. C.			High-density SNP assay development for genetic analysis in maritime pine (Pinus pinaster)	MOLECULAR ECOLOGY RESOURCES																	de Miguel, Marina/AAA-7166-2020; BITOUN, RACHEL Elisabeth/AAC-9538-2021; Isik, Fikret/AAR-1220-2020; Bartholomé, Jérôme/S-9333-2019; Grivet, Delphine/G-9708-2012; Cervera, M. Teresa/G-9181-2012; BAGNOLI, FRANCESCA/H-9976-2019; Gonzalez-Martinez, Santiago C/H-2014-2012; de María, Nuria/G-9674-2012; Giovanni G, Vendramin/K-9731-2014	de Miguel, Marina/0000-0001-6398-2660; BITOUN, RACHEL Elisabeth/0000-0002-3614-9910; Isik, Fikret/0000-0003-2833-7919; Bartholomé, Jérôme/0000-0002-0855-3828; Grivet, Delphine/0000-0001-8168-4456; Cervera, M. Teresa/0000-0001-6797-2347; BAGNOLI, FRANCESCA/0000-0001-6909-0006; Gonzalez-Martinez, Santiago C/0000-0002-4534-3766; de María, Nuria/0000-0003-4506-3980; Giovanni G, Vendramin/0000-0001-9921-7872; plomion, christophe/0000-0002-3176-2767; Ehrenmann, Francois/0000-0003-2727-0070													1755-098X	1755-0998				MAR	2016	16	2					574	587		10.1111/1755-0998.12464	http://dx.doi.org/10.1111/1755-0998.12464								26358548					WOS:000369137000020
J	Calvez, E; Guillaumot, L; Millet, L; Marie, J; Bossin, H; Rama, V; Faamoe, A; Kilama, S; Teurlai, M; Mathieu-Daude, F; Dupont-Rouzeyrol, M				Calvez, Elodie; Guillaumot, Laurent; Millet, Laurent; Marie, Jerome; Bossin, Herve; Rama, Vineshwaran; Faamoe, Akata; Kilama, Sosiasi; Teurlai, Magali; Mathieu-Daude, Francoise; Dupont-Rouzeyrol, Myrielle			Genetic Diversity and Phylogeny of Aedes aegypti, the Main Arbovirus Vector in the Pacific	PLOS NEGLECTED TROPICAL DISEASES																	; BOSSIN, Herve/P-9934-2016	Mathieu-Daude, Francoise/0000-0003-2994-3697; MARIE, Jerome/0000-0001-5528-8281; BOSSIN, Herve/0000-0002-3655-0923; CALVEZ, Elodie/0000-0002-5772-8161													1935-2735					JAN	2016	10	1							e0004374	10.1371/journal.pntd.0004374	http://dx.doi.org/10.1371/journal.pntd.0004374								26799213					WOS:000372565700068
J	Lee, YCG; Langley, CH; Begun, DJ				Lee, Yuh Chwen G.; Langley, Charles H.; Begun, David J.			Differential Strengths of Positive Selection Revealed by Hitchhiking Effects at Small Physical Scales in Drosophila melanogaster	MOLECULAR BIOLOGY AND EVOLUTION																															0737-4038	1537-1719				APR	2014	31	4					804	816		10.1093/molbev/mst270	http://dx.doi.org/10.1093/molbev/mst270								24361994					WOS:000333283200004
J	Schoen, DJ; Busch, JW				Schoen, Daniel J.; Busch, Jeremiah W.			THE EVOLUTION OF DOMINANCE IN SPOROPHYTIC SELF-INCOMPATIBILITY SYSTEMS. II. MATE AVAILABILITY AND RECOMBINATION	EVOLUTION																	Busch, Jeremiah W/D-9259-2013; Schoen, Daniel J/A-7152-2008														0014-3820	1558-5646				AUG	2009	63	8					2099	2113		10.1111/j.1558-5646.2009.00686.x	http://dx.doi.org/10.1111/j.1558-5646.2009.00686.x								19453382					WOS:000268531400014
J	RIBEIRO, JMC; KIDWELL, MG				RIBEIRO, JMC; KIDWELL, MG			TRANSPOSABLE ELEMENTS AS POPULATION DRIVE MECHANISMS - SPECIFICATION OF CRITICAL PARAMETER VALUES	JOURNAL OF MEDICAL ENTOMOLOGY																		Ribeiro, Jose/0000-0002-9107-0818													0022-2585	1938-2928				JAN	1994	31	1					10	16		10.1093/jmedent/31.1.10	http://dx.doi.org/10.1093/jmedent/31.1.10								8158612					WOS:A1994MP53600002
J	BEUKEBOOM, LW; WERREN, JH				BEUKEBOOM, LW; WERREN, JH			TRANSMISSION AND EXPRESSION OF THE PARASITIC PATERNAL SEX-RATIO (PSR) CHROMOSOME	HEREDITY																	Beukeboom, Leo W/D-1808-2012	Werren, John/0000-0001-9353-2070													0018-067X	1365-2540				APR	1993	70		4				437	443		10.1038/hdy.1993.61	http://dx.doi.org/10.1038/hdy.1993.61													WOS:A1993KX74400014
J	Li, RR; Wang, YH; Sun, XY; Xu, YR; Qu, JY; Wang, XM				Li, Ruoran; Wang, Yunhui; Sun, Xiaoyue; Xu, Yanran; Qu, Jiangyong; Wang, Xumin			Development and characterization of 38 SNP markers in the true limpet Patelloida pygmaea	CONSERVATION GENETICS RESOURCES																															1877-7252	1877-7260				SEP	2020	12	3					367	371		10.1007/s12686-019-01121-y	http://dx.doi.org/10.1007/s12686-019-01121-y		NOV 2019											WOS:000529519700002
J	Kriedt, RA; Ramos-Fregonezi, AMC; Beheregaray, LB; Bonatto, SL; Freitas, LB				Kriedt, Raquel A.; Ramos-Fregonezi, Aline M. C.; Beheregaray, Luciano B.; Bonatto, Sandro L.; Freitas, Loreta B.			ISOLATION, CHARACTERIZATION, AND CROSS-AMPLIFICATION OF MICROSATELLITE MARKERS FOR THE PETUNIA INTEGRIFOLIA (SOLANACEAE) COMPLEX	AMERICAN JOURNAL OF BOTANY																	Beheregaray, Luciano/AAY-6384-2021; Beheregaray, Luciano B/A-8621-2008; Freitas, Loreta B/E-7366-2010; Bonatto, Sandro L/A-1240-2010; Ramos-Fregonezi, Aline M. C./Q-9116-2016; Freitas, Loreta B/D-9948-2013	Beheregaray, Luciano/0000-0003-0944-3003; Beheregaray, Luciano B/0000-0003-0944-3003; Freitas, Loreta B/0000-0002-0728-4945; Bonatto, Sandro L/0000-0002-0064-467X; Freitas, Loreta B/0000-0002-0728-4945; Fregonezi, Aline/0000-0002-4121-9901													0002-9122	1537-2197				OCT	2011	98	10					E277	E279		10.3732/ajb.1100178	http://dx.doi.org/10.3732/ajb.1100178								21940810					WOS:000295888800005
J	Rocha, EPC				Rocha, Eduardo P. C.			Evolutionary patterns in prokaryotic genomes	CURRENT OPINION IN MICROBIOLOGY																	Rocha, Eduardo/B-7009-2009; Rocha, Eduardo/A-4727-2008	Rocha, Eduardo/0000-0001-7704-822X; 													1369-5274					OCT	2008	11	5					454	460		10.1016/j.mib.2008.09.007	http://dx.doi.org/10.1016/j.mib.2008.09.007								18838127					WOS:000261246900013
J	Lucentini, L; Vercillo, F; Palomba, A; Panara, F; Ragni, B				Lucentini, Livia; Vercillo, Francesca; Palomba, Antonella; Panara, Fausto; Ragni, Bernardino			A PCR-RFLP method on faecal samples to distinguish Martes martes, Martes foina, Mustela putorius and Vulpes vulpes	CONSERVATION GENETICS																	lucentini, livia/AAW-7479-2020; Vercillo, Francesca/F-9677-2014	lucentini, livia/0000-0001-5051-610X; 													1566-0621	1572-9737				JUN	2007	8	3					757	759		10.1007/s10592-006-9203-0	http://dx.doi.org/10.1007/s10592-006-9203-0													WOS:000246103500026
J	Arnaud-Haond, S; Blanc, F; Bonhomme, E; Monteforte, M				Arnaud-Haond, S; Blanc, F; Bonhomme, E; Monteforte, M			Recent foundation of Mexican populations of pearl oysters (Pteria sterna) revealed by lack of genetic variation on two mitochondrial genes	JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM																	Arnaud-Haond, Sophie/B-2479-2008; Bonhomme, Francois/C-6290-2012	Arnaud-Haond, Sophie/0000-0001-5814-8452; Bonhomme, Francois/0000-0002-8792-9239; Monteforte-Sanchez, Mario/0000-0002-2893-6498													0025-3154	1469-7769				APR	2005	85	2					363	366		10.1017/S0025315405011288h	http://dx.doi.org/10.1017/S0025315405011288h													WOS:000228925500019
J	Besnard, G; Achere, V; Rampant, PF; Favre, JM; Jeandroz, S				Besnard, G; Achere, V; Rampant, PF; Favre, JM; Jeandroz, S			A set of cross-species amplifying microsatellite markers developed from DNA sequence databanks in Picea (Pinaceae)	MOLECULAR ECOLOGY NOTES																	jeandroz, sylvain/AAS-5073-2020; Besnard, Guillaume/B-9785-2008	Besnard, Guillaume/0000-0003-2275-6012													1471-8278					SEP	2003	3	3					380	383		10.1046/j.1471-8286.2003.00456.x	http://dx.doi.org/10.1046/j.1471-8286.2003.00456.x													WOS:000185225300017
J	Carvalho, M; Anjos, MJ; Andrade, L; Lopes, V; Santos, MV; Gamero, JJ; Real, FC; Vide, MC				Carvalho, M; Anjos, MJ; Andrade, L; Lopes, V; Santos, MV; Gamero, JJ; Real, FC; Vide, MC			Y-chromosome STR haplotypes in two population samples: Azores Islands and Central Portugal	FORENSIC SCIENCE INTERNATIONAL																		Corte Real Goncalves, Francisco/0000-0003-1495-9362; Carvalho, Monica/0000-0002-9195-5640													0379-0738	1872-6283				JUN 24	2003	134	1					29	35		10.1016/S0379-0738(03)00097-5	http://dx.doi.org/10.1016/S0379-0738(03)00097-5								12842354					WOS:000184200400005
J	DeBraekeleer, M				DeBraekeleer, M			Inbreeding, kinship and surnames in hereditary disorders: The experience in Saguenay Lac-Saint-Jean (Quebec)	COLLEGIUM ANTROPOLOGICUM																															0350-6134					DEC	1995	19	2					289	304																WOS:A1995TQ07200002
J	VOLKENSHTEIN, MV				VOLKENSHTEIN, MV			MOLECULAR DRIVE - REVIEW	MOLECULAR BIOLOGY																															0026-8933	1608-3245				SEP-OCT	1990	24	5	1				935	951																WOS:A1990FM30500004
J	Zhang, K; Samils, B; Kaitera, J; Olson, A				Zhang, Ke; Samils, Berit; Kaitera, Juha; Olson, Ake			Low disease incidence and cone bagging in Picea abies are associated with low genotypic diversity in Thekopsora areolata	PLANT PATHOLOGY																		Zhang, Ke/0000-0003-4204-1516													0032-0862	1365-3059				OCT	2022	71	8					1743	1756		10.1111/ppa.13602	http://dx.doi.org/10.1111/ppa.13602		JUL 2022											WOS:000822858400001
J	Dueck, LA; Steffens, EA				Dueck, Lucy A.; Steffens, Erik A.			Historical genetic diversity and population structure of wild red pandas (Ailurus fulgens) in Nepal	MAMMALIAN BIOLOGY																		Dueck, Lucy A./0000-0002-6351-3802													1616-5047	1618-1476															10.1007/s42991-022-00272-0	http://dx.doi.org/10.1007/s42991-022-00272-0		JUL 2022											WOS:000823241800001
J	Booker, WW; Gerhardt, HC; Lemmon, AR; Ptacek, MB; Hassinger, ATB; Schul, J; Lemmon, EM				Booker, William W.; Gerhardt, H. Carl; Lemmon, Alan R.; Ptacek, Margaret B.; Hassinger, Alyssa T. B.; Schul, Johannes; Lemmon, Emily Moriarty			The Complex History of Genome Duplication and Hybridization in North American Gray Treefrogs	MOLECULAR BIOLOGY AND EVOLUTION																		Booker, William/0000-0003-3415-6006													0737-4038	1537-1719				FEB 3	2022	39	2							msab316	10.1093/molbev/msab316	http://dx.doi.org/10.1093/molbev/msab316		FEB 2022						34791374					WOS:000767848900020
J	Kim, YJ; Myoung, JG; Kim, JK				Kim, Yi-Jung; Myoung, Jung-Goo; Kim, Jin-Koo			Population genetics and demographic history of the ice goby (Leucopsarion petersii) in the Northwest Pacific	ENVIRONMENTAL BIOLOGY OF FISHES																	Kim, Jin-Koo/AAG-5659-2022; Kim, Jin-Koo/AEC-6629-2022	KIM, YIJUNG/0000-0003-1408-7779; Kim, Jin-Koo/0000-0002-8499-406X													0378-1909	1573-5133				JAN	2022	105	1					87	103		10.1007/s10641-021-01196-3	http://dx.doi.org/10.1007/s10641-021-01196-3		JAN 2022											WOS:000739314000002
J	Moro, A; Blacquiere, T; Dahle, B; Dietemann, V; Le Conte, Y; Locke, B; Neumann, P; Beaurepaire, A				Moro, Arrigo; Blacquiere, Tjeerd; Dahle, Bjorn; Dietemann, Vincent; Le Conte, Yves; Locke, Barbara; Neumann, Peter; Beaurepaire, Alexis			Adaptive population structure shifts in invasive parasitic mites, Varroa destructor	ECOLOGY AND EVOLUTION																	locke, barbara/X-1857-2019; Beaurepaire, Alexis L./H-5236-2019; Neumann, Peter/C-9964-2015	locke, barbara/0000-0001-6083-9981; Beaurepaire, Alexis L./0000-0002-9832-5609; Dahle, Bjorn/0000-0002-5131-2405; Neumann, Peter/0000-0001-5163-5215													2045-7758					JUN	2021	11	11					5937	5949		10.1002/ece3.7272	http://dx.doi.org/10.1002/ece3.7272		MAY 2021						34141194					WOS:000645932100001
J	Ma, KY; van Herwerden, L; Newman, SJ; Berumen, ML; Choat, JH; Chu, KH; de Mitcheson, YS				Ma, Ka Yan; van Herwerden, Lynne; Newman, Stephen J.; Berumen, Michael L.; Choat, John Howard; Chu, Ka Hou; de Mitcheson, Yvonne Sadovy			Contrasting population genetic structure in three aggregating groupers (Percoidei: Epinephelidae) in the Indo-West Pacific: the importance of reproductive mode	BMC EVOLUTIONARY BIOLOGY																	Chu, Ka Hou/B-8010-2011; Ma, KaYan/S-1652-2017; Newman, Stephen/C-4507-2016; Berumen, Michael/F-7745-2011	Chu, Ka Hou/0000-0001-8107-5415; Ma, KaYan/0000-0001-5690-2319; Newman, Stephen/0000-0002-5324-5568; Berumen, Michael/0000-0003-2463-2742													1471-2148					DEC 4	2018	18								180	10.1186/s12862-018-1284-0	http://dx.doi.org/10.1186/s12862-018-1284-0								30514203					WOS:000452119500003
J	Steenkamp, ET; Wingfield, MJ; Mctaggart, AR; Wingfield, BD				Steenkamp, Emma T.; Wingfield, Michael J.; Mctaggart, Alistair R.; Wingfield, Brenda D.			Fungal species and their boundaries matter - Definitions, mechanisms and practical implications	FUNGAL BIOLOGY REVIEWS																	McTaggart, Alistair R/A-8871-2014; Steenkamp, Emma/B-7958-2009; Wingfield, Brenda/B-1376-2008	McTaggart, Alistair R/0000-0002-0996-1313; Steenkamp, Emma/0000-0003-0217-8219; Wingfield, Brenda/0000-0002-6189-1519													1749-4613	1878-0253				MAR	2018	32	2					104	116		10.1016/j.fbr.2017.11.002	http://dx.doi.org/10.1016/j.fbr.2017.11.002													WOS:000430996500005
J	Smykal, P; Chaloupska, M; Bariotakis, M; Mareckova, L; Sinjushin, A; Gabrielyan, I; Akopian, J; Toker, C; Kenicer, G; Kitner, M; Pirintsos, S				Smykal, Petr; Chaloupska, Michala; Bariotakis, Michael; Mareckova, Lucie; Sinjushin, Andrey; Gabrielyan, Ivan; Akopian, Janna; Toker, Cengiz; Kenicer, Gregory; Kitner, Miloslav; Pirintsos, Stergios			Spatial patterns and intraspecific diversity of the glacial relict legume species Vavilovia formosa (Stev.) Fed. in Eurasia	PLANT SYSTEMATICS AND EVOLUTION																	Kitner, Miloslav/I-1223-2012; Sinjushin, Andrey A./K-1021-2012; Marečková, Lucie/AAB-2025-2019; SMÝKAL, Petr/I-3569-2019	Kitner, Miloslav/0000-0002-3762-8067; SMÝKAL, Petr/0000-0002-6117-8510; Bariotakis, Michael/0000-0002-7624-5675; Toker, Cengiz/0000-0001-7042-1132; Kenicer, Gregory/0000-0001-5182-0015; Sinjushin, Andrey/0000-0003-4008-9460; Vaculna, Lucie/0000-0003-4436-1732													0378-2697	1615-6110				MAR	2017	303	3					267	282		10.1007/s00606-016-1368-5	http://dx.doi.org/10.1007/s00606-016-1368-5													WOS:000395519400001
J	Duong, TA; de Beer, ZW; Wingfield, BD; Eckhardt, LG; Wingfield, MJ				Duong, T. A.; de Beer, Z. W.; Wingfield, B. D.; Eckhardt, L. G.; Wingfield, M. J.			Microsatellite and mating type markers reveal unexpected patterns of genetic diversity in the pine root-infecting fungus Grosmannia alacris	PLANT PATHOLOGY																	de Beer, Wilhelm/AAK-9266-2020; Duong, Tuan/I-9432-2012; Wingfield, Brenda D./B-1376-2008; Wingfield, Michael J/A-9473-2008; de Beer, Z. Wilhelm/O-3194-2019	Duong, Tuan/0000-0001-5110-1854; Wingfield, Brenda D./0000-0002-6189-1519; de Beer, Z. Wilhelm/0000-0001-9758-8987													0032-0862	1365-3059				FEB	2015	64	1					235	242		10.1111/ppa.12231	http://dx.doi.org/10.1111/ppa.12231													WOS:000351138100025
J	Adamack, AT; Gruber, B				Adamack, Aaron T.; Gruber, Bernd			PopGenReport: simplifying basic population genetic analyses in R	METHODS IN ECOLOGY AND EVOLUTION																		Adamack, Aaron/0000-0002-9746-5351; Gruber, Bernd/0000-0003-0078-8179													2041-210X	2041-2096				APR	2014	5	4					384	387		10.1111/2041-210X.12158	http://dx.doi.org/10.1111/2041-210X.12158													WOS:000334037100010
J	Wang, QM; Liu, WQ; Liti, G; Wang, SA; Bai, FY				Wang, Qi-Ming; Liu, Wan-Qiu; Liti, Gianni; Wang, Shi-An; Bai, Feng-Yan			Surprisingly diverged populations of Saccharomyces cerevisiae in natural environments remote from human activity	MOLECULAR ECOLOGY																	Liti, Gianni/I-9929-2014; Bai, Feng-Yan/E-7860-2019	Liti, Gianni/0000-0002-2318-0775													0962-1083	1365-294X				NOV	2012	21	22					5404	5417		10.1111/j.1365-294X.2012.05732.x	http://dx.doi.org/10.1111/j.1365-294X.2012.05732.x								22913817					WOS:000310583800005
J	Vidal, PO; Suesdek, L				Vidal, Paloma Oliveira; Suesdek, Lincoln			Comparison of wing geometry data and genetic data for assessing the population structure of Aedes aegypti	INFECTION GENETICS AND EVOLUTION																	Suesdek, Lincoln/C-7943-2013	Suesdek, Lincoln/0000-0001-6829-738X													1567-1348	1567-7257				APR	2012	12	3					591	596		10.1016/j.meegid.2011.11.013	http://dx.doi.org/10.1016/j.meegid.2011.11.013								22178147					WOS:000303093900014
J	Lopes, JS; Beaumont, MA				Lopes, J. S.; Beaumont, M. A.			ABC: A useful Bayesian tool for the analysis of population data	INFECTION GENETICS AND EVOLUTION					9th International Congress on Molecular Epidemiology and Evolutionary Genetics of Infectious Diseases	OCT 30-NOV 01, 2008	Univ Calif Irvine, Irvine, CA		Univ Calif Irvine								Lopes, Joao S/A-1493-2013	Lopes, Joao S/0000-0001-5670-2069; Beaumont, Mark/0000-0002-8773-2743													1567-1348	1567-7257				AUG	2010	10	6					826	833		10.1016/j.meegid.2009.10.010	http://dx.doi.org/10.1016/j.meegid.2009.10.010								19879976					WOS:000280116400019
J	Jansen, KP; Mushinsky, HR; Karl, SA				Jansen, Kevin P.; Mushinsky, Henry R.; Karl, Stephen A.			Population genetics of the mangrove salt marsh snake, Nerodia clarkii compressicauda, in a linear, fragmented habitat	CONSERVATION GENETICS																															1566-0621	1572-9737					2008	9	2					401	410		10.1007/s10592-007-9352-9	http://dx.doi.org/10.1007/s10592-007-9352-9													WOS:000254242400015
J	Rugman-Jones, PF; Hoddle, MS; Stouthamer, R				Rugman-Jones, P. F.; Hoddle, M. S.; Stouthamer, R.			Population genetics of Scirtothrips perseae: tracing the origin of a recently introduced exotic pest of Californian avocado orchards, using mitochondrial and microsatellite DNA markers	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA																															0013-8703					JUL	2007	124	1					101	115		10.1111/j.1570-7458.2007.00559.x	http://dx.doi.org/10.1111/j.1570-7458.2007.00559.x													WOS:000247319300009
