PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Jauffrit, A; El Amri, H; Airaud, F; Andre, MT; Herbert, O; Landeau-Trottier, G; Giraudet, S; Richard, C; Chaventre, A; Moisan, JP				Jauffrit, A; El Amri, H; Airaud, F; Andre, MT; Herbert, O; Landeau-Trottier, G; Giraudet, S; Richard, C; Chaventre, A; Moisan, JP			DNA short tandem repeat profiling of Morocco	JOURNAL OF FORENSIC SCIENCES																															0022-1198					MAR	2003	48	2					458	459											12665020					WOS:000181290100040
J	Wang, J; Long, B; Liu, ZY; Chen, GD; Yu, L; Ma, FZ; Song, YH; Zhang, L				Wang, Jing; Long, Bing; Liu, Zhiyong; Chen, Guodi; Yu, Lin; Ma, Feng Zhen; Song, Yanhua; Zhang, Lin			Distribution of D4S1654, D4S3255, and GATA148G10 alleles in a Chinese population sample	JOURNAL OF FORENSIC SCIENCES																															0022-1198	1556-4029				SEP	2006	51	5					1200	1200		10.1111/j.1556-4029.2006.00243.x	http://dx.doi.org/10.1111/j.1556-4029.2006.00243.x								17018110					WOS:000240773700041
J	Deng, JQ; Shi, MS; Ying, BW; Jia, ZJ; Hou, YP; Suo, YP; Li, YB; Wu, J; Yan, J; Wang, XD; Dai, HL; Zhu, QF				Deng, JQ; Shi, MS; Ying, BW; Jia, ZJ; Hou, YP; Suo, YP; Li, YB; Wu, J; Yan, J; Wang, XD; Dai, HL; Zhu, QF			Population data of two X-chromosome STR loci GATA186D06 and GATA198A10 in China	JOURNAL OF FORENSIC SCIENCES																	Hou, Yiping/H-9232-2018	Hou, Yiping/0000-0003-4254-2388													0022-1198	1556-4029				JAN	2004	49	1					173	173											14979368					WOS:000187956500033
J	Wang, FY; Gong, X; Hu, CM; Hao, G				Wang, Feng-Ying; Gong, Xun; Hu, Chi-Ming; Hao, Gang			Phylogeography of an alpine species Primuld secundiflora inferred from the chloroplast DNA sequence variation	JOURNAL OF SYSTEMATICS AND EVOLUTION																															1674-4918	1759-6831				JAN	2008	46	1					13	22		10.3724/SP.J.1002.2008.07049	http://dx.doi.org/10.3724/SP.J.1002.2008.07049													WOS:000256539000003
J	Lee, TRC; Ho, SYW; Wilson, GDF; Lo, N				Lee, Timothy R. C.; Ho, Simon Y. W.; Wilson, George D. F.; Lo, Nathan			Phylogeography and diversity of the terrestrial isopod Spherillo grossus (Oniscidea: Armadillidae) on the Australian East Coast	ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY																	Lo, Nathan/E-6115-2010; Ho, Simon YW/A-8417-2008	Lo, Nathan/0000-0003-2176-2840; Ho, Simon YW/0000-0002-0361-2307; Lee, Timothy/0000-0003-2839-3873													0024-4082	1096-3642				FEB	2014	170	2					297	309		10.1111/zoj.12105	http://dx.doi.org/10.1111/zoj.12105													WOS:000331188800003
J	Wu, YF				Wu, Yufeng			An analytical upper bound on the minimum number of recombinations in the history of SNP sequences in populations	INFORMATION PROCESSING LETTERS																	Wu, Yufeng/C-1919-2012														0020-0190	1872-6119				APR 15	2009	109	9					427	431		10.1016/j.ipl.2008.12.016	http://dx.doi.org/10.1016/j.ipl.2008.12.016													WOS:000264972600003
J	Gonzalez, F; Smalley, S; Devia, V; Almarza, R; Molina, G				Gonzalez, F; Smalley, S; Devia, V; Almarza, R; Molina, G			Genetic data for six STR loci in Valparaiso population (Chile)	JOURNAL OF FORENSIC SCIENCES					Annual Meeting of the Sociedad-de-Genetica-de-Chile	2002	Valparaiso, CHILE	Soc Genet Chile									Molina, Graciela/AGY-8406-2022	Molina, Graciela/0000-0002-7647-681X													0022-1198					MAY	2005	50	3					705	706											15932111					WOS:000228818800035
J	Zarrabeitia, MT; Alonso, A; Zarrabeitia, AL; Blanco, L; Riancho, JA				Zarrabeitia, MT; Alonso, A; Zarrabeitia, AL; Blanco, L; Riancho, JA			Unlinked tetrameric microsatellites on the X chromosome: Frequency data in males from Cantabria (Northern Spain)	JOURNAL OF FORENSIC SCIENCES																		Zarrabeitia, Maria T./0000-0002-2836-7766													0022-1198					NOV	2005	50	6					1497	1498											16382855					WOS:000233217200039
J	Shi, MS; Deng, JQ; Ying, BW; Hou, YP; Yan, J; Li, YB; Wu, J; Tang, JP; Ji, Q				Shi, MS; Deng, JQ; Ying, BW; Hou, YP; Yan, J; Li, YB; Wu, J; Tang, JP; Ji, Q			Two X-chromosome STR loci DXS6807 and DXS7133 frequency data in Chinese population	JOURNAL OF FORENSIC SCIENCES																	Ying, Binwu/AAB-5934-2022; Hou, Yiping/H-9232-2018	Hou, Yiping/0000-0003-4254-2388													0022-1198					MAY	2003	48	3					689	689											12762551					WOS:000182619800037
J	Tito, RY; Lopez, PW; Iannacone, GC; Lizarraga, B				Tito, RY; Lopez, PW; Iannacone, GC; Lizarraga, B			Genetic diversity of sixteen STRs in the Peruvian Mesa Redonda Lima population	JOURNAL OF FORENSIC SCIENCES																	Tito, Raul/CAG-3546-2022	Tito Tadeo, Raul Yhossef/0000-0001-9660-7621; Iannacone, Gian Carlo/0000-0003-2259-5327													0022-1198	1556-4029				JUL	2004	49	4					852	853											15317213					WOS:000222543900036
J	Jia, ZJ; Wu, J; Zhang, WJ; Zhou, XP; Deng, JQ; Hou, YP; Zhang, J; Ying, BW; Yan, J; Gao, X; Li, YB				Jia, ZJ; Wu, J; Zhang, WJ; Zhou, XP; Deng, JQ; Hou, YP; Zhang, J; Ying, BW; Yan, J; Gao, X; Li, YB			Distributions of allelic frequencies and haplotypes of two new STR loci in a Chinese Han population	JOURNAL OF FORENSIC SCIENCES																	Ying, Binwu/AAB-5934-2022; Hou, Yiping/H-9232-2018	Hou, Yiping/0000-0003-4254-2388													0022-1198	1556-4029				JAN	2004	49	1					189	189											14979375					WOS:000187956500040
J	Ye, Y; Liu, L; Luo, HB; Gao, S; Zhang, L; Miao, GH; Jiang, S; Zhang, J; Hou, YP; Li, YB				Ye, Yi; Liu, Li; Luo, Hai Bo; Gao, Shuang; Zhang, Lin; Miao, Guo Hua; Jiang, Shi; Zhang, Ji; Hou, Yi Ping; Li, Yingbi			Distribution of D6S1041, D10S1426, and GATA168F06 alleles in a Chinese population sample	JOURNAL OF FORENSIC SCIENCES																	Hou, Yiping/H-9232-2018	Hou, Yiping/0000-0003-4254-2388													0022-1198	1556-4029				NOV	2006	51	6					1422	1422		10.1111/j.1556-4029.2006.00284.x	http://dx.doi.org/10.1111/j.1556-4029.2006.00284.x								17199636					WOS:000242833300030
B	Domingo, E	Domingo, E			Domingo, Esteban	Domingo, E		Darwinian principles acting on highly mutable viruses	VIRUS AS POPULATIONS: COMPOSITION, COMPLEXITY, QUASISPECIES, DYNAMICS, AND BIOLOGICAL IMPLICATIONS, 2ND EDITION																																	978-0-12-816332-0; 978-0-12-816331-3				2020							73	121		10.1016/B978-0-12-816331-3.00003-9	http://dx.doi.org/10.1016/B978-0-12-816331-3.00003-9	10.1016/C2017-0-04115-0												WOS:000541527000005
J	CARVALHO, GR; HAUSER, L				CARVALHO, GR; HAUSER, L			MOLECULAR-GENETICS AND THE STOCK CONCEPT IN FISHERIES	REVIEWS IN FISH BIOLOGY AND FISHERIES																	Hauser, Lorenz/E-4365-2010														0960-3166	1573-5184				SEP	1994	4	3					326	350		10.1007/BF00042908	http://dx.doi.org/10.1007/BF00042908													WOS:A1994PF19600004
J	Housset, JM; Carcaillet, C; Girardin, MP; Xu, HT; Tremblay, F; Bergeron, Y				Housset, Johann M.; Carcaillet, Christopher; Girardin, Martin P.; Xu, Huaitong; Tremblay, Francine; Bergeron, Yves			In situ Comparison of Tree-Ring Responses to Climate and Population Genetics: The Need to Control for Local Climate and Site Variables	FRONTIERS IN ECOLOGY AND EVOLUTION																	Carcaillet, Christopher/G-1218-2011	Carcaillet, Christopher/0000-0002-6632-1507													2296-701X						2016	4								123	10.3389/fevo.2016.00123	http://dx.doi.org/10.3389/fevo.2016.00123													WOS:000517761700123
J	Yu, L; Wu, XD; Liu, ZY; Chen, GD; Han, J; Liao, M; Wang, J; Long, B; Zhang, L				Yu, L; Wu, XD; Liu, ZY; Chen, GD; Han, J; Liao, M; Wang, J; Long, B; Zhang, L			Distribution of D12S2080, D16S2619 and D9S1119 alleles in Chinese population sample	JOURNAL OF FORENSIC SCIENCES																															0022-1198	1556-4029				SEP	2005	50	5					1247	1248											16225243					WOS:000231660300041
J	Zhang, HJ; Shen, YH; Zhu, QF; Wang, QH; Ji, Q; Tang, JP; Liao, J; Lin, YG; Hon, YP				Zhang, HJ; Shen, YH; Zhu, QF; Wang, QH; Ji, Q; Tang, JP; Liao, J; Lin, YG; Hon, YP			Distributions of allelic frequencies and haplotypes of three new Y-STR loci in a Chinese Han population	JOURNAL OF FORENSIC SCIENCES																	Hou, Yiping/H-9232-2018	Hou, Yiping/0000-0003-4254-2388													0022-1198					JUL	2003	48	4					914	915											12877325					WOS:000183935600045
J	Di Nunno, N; Baldassarra, SL; Carbonara, M; Guanti, G; Resta, N; Viola, L; Di Nunno, C				Di Nunno, N; Baldassarra, SL; Carbonara, M; Guanti, G; Resta, N; Viola, L; Di Nunno, C			Distribution of HumvWA31, HumFESFPS, HumTH01, HumTPOX, HumCD4, HumCSF1PO alleles in a southern Italian population sample	JOURNAL OF FORENSIC SCIENCES																	Di Nunno, Nunzio/L-6907-2015; Resta, Nicoletta/I-8424-2018	Di Nunno, Nunzio/0000-0001-9409-1369; Resta, Nicoletta/0000-0001-8640-5532; lonero baldassarra, stefania/0000-0002-9971-3240													0022-1198					JUL	2000	45	4					943	943											10914608					WOS:000088055600042
J	Grodwohl, JB				Grodwohl, Jean-Baptiste			"The Theory was Beautiful Indeed": Rise, Fall and Circulation of Maximizing Methods in Population Genetics (1930-1980)	JOURNAL OF THE HISTORY OF BIOLOGY																		grodwohl, jean-baptiste/0000-0003-1445-8277													0022-5010	1573-0387				AUG	2017	50	3					571	608		10.1007/s10739-016-9449-4	http://dx.doi.org/10.1007/s10739-016-9449-4								27412297					WOS:000406292400005
J	Kido, A; Dobashi, Y; Susukida, R; Fujitani, N; Hara, M; Oya, M				Kido, A; Dobashi, Y; Susukida, R; Fujitani, N; Hara, M; Oya, M			Y-chromosomal STIR haplotypes in Indonesians	JOURNAL OF FORENSIC SCIENCES																															0022-1198					JUL	2005	50	4					962	964											16078512					WOS:000230061800040
J	Keyser-Tracqui, C; Ricaut, FX; Blandin, P; Ludes, B				Keyser-Tracqui, C; Ricaut, FX; Blandin, P; Ludes, B			French allele frequencies and haplotypes of nine Y-specific STRs	JOURNAL OF FORENSIC SCIENCES																	LUDES, Bertrand/AAB-6309-2022; Ricaut, Francois Xavier/G-1206-2010	RICAUT, Francois-Xavier/0000-0001-7609-7898													0022-1198					JAN	2003	48	1					242	244											12570246					WOS:000180350300055
J	Jiang, S; Wu, W; Yun, LB; Bai, P; Hu, JL; Liu, L; Luo, HB; Wu, J; Li, YB; Hou, YP				Jiang, S; Wu, W; Yun, LB; Bai, P; Hu, JL; Liu, L; Luo, HB; Wu, J; Li, YB; Hou, YP			Distribution of D9S2150, GATA164F07, and D10S2469 alleles in a chinese population sample	JOURNAL OF FORENSIC SCIENCES																	Hou, Yiping/H-9232-2018	Hou, Yiping/0000-0003-4254-2388													0022-1198					MAR	2006	51	2					448	449		10.1111/j.1556-4029.2006.00095.x	http://dx.doi.org/10.1111/j.1556-4029.2006.00095.x								16566798					WOS:000235841900046
J	Deng, JQ; Ying, BW; Shi, MS; Hou, YP; Yan, J; Li, YB; Wu, J; Tang, JP; Ji, Q				Deng, JQ; Ying, BW; Shi, MS; Hou, YP; Yan, J; Li, YB; Wu, J; Tang, JP; Ji, Q			Two X-chromosome STR loci DXS6804 and DXS9896 frequency data in Chinese population	JOURNAL OF FORENSIC SCIENCES																	Hou, Yiping/H-9232-2018; Ying, Binwu/AAB-5934-2022	Hou, Yiping/0000-0003-4254-2388; 													0022-1198					JUL	2003	48	4					886	886											12877313					WOS:000183935600033
J	Moreno, MA; Builes, JJ; Jaramillo, P; Espinal, C; Aguirre, D; Bravo, ML				Moreno, MA; Builes, JJ; Jaramillo, P; Espinal, C; Aguirre, D; Bravo, ML			Allele frequency distribution of five X-chromosomal STR loci in an antioquian population sample (Colombia)	JOURNAL OF FORENSIC SCIENCES																	espinal, claudia/AAM-4782-2021	Builes Gomez, Juan Jose/0000-0001-8403-6809													0022-1198	1556-4029				NOV	2005	50	6					1513	1514											16382862					WOS:000233217200046
S	Oxley, PR; Oldroyd, BP		Simpson, SJ		Oxley, Peter R.; Oldroyd, Benjamin P.			The Genetic Architecture of Honeybee Breeding	ADVANCES IN INSECT PHYSIOLOGY, VOL 39	Advances in Insect Physiology																Oldroyd, Benjamin/A-4800-2008	Oldroyd, Benjamin/0000-0001-6831-3677; Oxley, Peter/0000-0001-6170-1220													0065-2806	2213-6800	978-0-12-381387-9				2010	39						83	118		10.1016/S0065-2806(10)39003-5	http://dx.doi.org/10.1016/S0065-2806(10)39003-5													WOS:000285484500003
J	Feng, ZG; Yu, JP; Ding, J; Tian, Y; Chang, YQ				Feng, Zhigang; Yu, Jiaping; Ding, Jun; Tian, Yi; Chang, Yaqing			Using SSRS marker biotechnology to analyze genetic variability in five populations of sea cucumber from China, Russia, South Korea and Japan	JOURNAL OF BIOTECHNOLOGY																															0168-1656	1873-4863				OCT	2008	136			S		I1-YP-053	S66	S67		10.1016/j.jbiotec.2008.07.146	http://dx.doi.org/10.1016/j.jbiotec.2008.07.146													WOS:000208979400154
S	Planes, S		Hecht, MK; Macintyre, RJ; Clegg, MT		Planes, S			Genetic diversity and dispersal capabilities in marine fish	EVOLUTIONARY BIOLOGY, VOL 30	EVOLUTIONARY BIOLOGY-NEW YORK																PLANES, Serge/ABF-1360-2021														0071-3260		0-306-45674-5				1998	30						253	298																WOS:000073863000007
J	Branicki, W; Kalista, K; Kupiec, T; Wolanska-Nowak, P; Zoledziewska, M; Lessig, R				Branicki, W; Kalista, K; Kupiec, T; Wolanska-Nowak, P; Zoledziewska, M; Lessig, R			Distribution of mtDNA haplogroups in a population sample from Poland	JOURNAL OF FORENSIC SCIENCES																		Zoledziewska, Magdalena/0000-0002-3033-6133; Branicki, Wojciech/0000-0002-7412-5733; Kupiec, Tomasz/0000-0001-8510-5028													0022-1198	1556-4029				MAY	2005	50	3					732	733											15932126					WOS:000228818800050
J	Gao, S; Wu, W; Yun, LB; Li, YB; Zhang, L; Jiang, S; Wu, J; Ye, Y; Luo, HB; Hou, YP				Gao, S; Wu, W; Yun, LB; Li, YB; Zhang, L; Jiang, S; Wu, J; Ye, Y; Luo, HB; Hou, YP			Allele frequencies for three STR loci D3S4551, D11S4465, and D18S973 in Chinese population	JOURNAL OF FORENSIC SCIENCES																															0022-1198					JUL	2006	51	4					951	951		10.1111/j.1556-4029.2006.00197.x	http://dx.doi.org/10.1111/j.1556-4029.2006.00197.x								16882252					WOS:000238790200042
J	Gajra, B				Gajra, Bani			Chromosome Information Service (CIS), XXXI	NUCLEUS-INDIA																															0029-568X	0976-7975				DEC	2016	59	3					245	264		10.1007/s13237-016-0185-0	http://dx.doi.org/10.1007/s13237-016-0185-0													WOS:000483660400001
J	LUI, R				LUI, R			EXISTENCE AND STABILITY OF TRAVELING-WAVE SOLUTIONS FOR A SIMPLIFIED BISTABLE EVOLUTIONARY ECOLOGY MODEL	NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS																															0362-546X	1873-5215				FEB	1991	16	3					233	240		10.1016/0362-546X(91)90225-P	http://dx.doi.org/10.1016/0362-546X(91)90225-P													WOS:A1991EZ37100003
J	Weinberger, HF				Weinberger, Hans F.			The retreat of the less fit allele in a population-controlled model for population genetics	JOURNAL OF MATHEMATICAL BIOLOGY																															0303-6812	1432-1416				APR	2014	68	5					1295	1316		10.1007/s00285-013-0673-7	http://dx.doi.org/10.1007/s00285-013-0673-7								23549910					WOS:000332791400009
S	Feng, S				Feng, S			Poisson-Dirichlet Distribution and Related Topics: Models and Asymptotic Behaviors	POISSON-DIRICHLET DISTRIBUTION AND RELATED TOPICS: MODELS AND ASYMPTOTIC BEHAVIORS	Probability and Its Applications Series																														1431-7028		978-3-642-11193-8				2010							1	218		10.1007/978-3-642-11194-5	http://dx.doi.org/10.1007/978-3-642-11194-5													WOS:000279594400010
B	Pym, AS; Small, PM		Seifert, SF; DiRita, V		Pym, Alexander S.; Small, Peter M.			MYCOBACTERIAL EVOLUTION: INSIGHTS FROM GENOMICS AND POPULATION GENETICS	EVOLUTION OF MICROBIAL PATHOGENS																																	978-1-55581-562-2				2006							301	325																WOS:000278637000017
J	BRINKMANN, B; HOPPE, HH; HENNIG, W; KOOPS, E				BRINKMANN, B; HOPPE, HH; HENNIG, W; KOOPS, E			RED CELL ENZYME POLYMORPHISMS IN A NORTHERN GERMAN POPULATION - GENE FREQUENCIES AND POPULATION GENETICS OF ACID PHOSPHATASE (AP), PHOSPHOGLUCOMUTASE (PGM), ADENYLATE KINASE (AK), ADENOSINE DEAMINASE (ADA) AND 6-PHOSPHOGLUCONATE DEHYDROGENASE (6-PGD)	HUMAN HEREDITY																															0001-5652	1423-0062					1971	21	3					278	+		10.1159/000152414	http://dx.doi.org/10.1159/000152414								5136213					WOS:A1971K935500010
J	Gao, YZ; Xia, SX				Gao, YZ; Xia, SX			Allele frequencies for two STR loci D5S2500, D10S676 in a Chinese population	JOURNAL OF FORENSIC SCIENCES																															0022-1198					JUL	2004	49	4					858	858											15317216					WOS:000222543900039
J	Martinez-Jarreta, B; Prades, A; Calafell, F; Budowle, B				Martinez-Jarreta, B; Prades, A; Calafell, F; Budowle, B			Mitochondrial DNA HVI and HVII variation in a North-East Spanish population	JOURNAL OF FORENSIC SCIENCES																	Martinez-Jarreta, Begona/AAE-5805-2020; Calafell, Francesc/C-8595-2014	Martinez-Jarreta, Begona/0000-0001-6469-9189; Calafell, Francesc/0000-0002-1083-9438													0022-1198					SEP	2000	45	5					1162	1163											11005199					WOS:000089267500032
J	Peterson, JW; Reid, TM; Kraemer, CM; Ingala, DA; Baird, ML; Lee, SC; Lee, RF				Peterson, JW; Reid, TM; Kraemer, CM; Ingala, DA; Baird, ML; Lee, SC; Lee, RF			Distribution of penta B, penta C, and penta E alleles in Asian, Black, Caucasian, and Hispanic populations	JOURNAL OF FORENSIC SCIENCES																	Peterson, John Stuart/GSE-4645-2022	Peterson, John Stuart/0000-0001-6516-5779													0022-1198					JUL	2005	50	4					966	968											16078514					WOS:000230061800042
J	Algenas, C; Tillmar, AO				Algenas, Cajsa; Tillmar, Andreas O.			Population genetics of 29 autosomal STRs and 17 Y-chromosomal STRs in a population sample from Afghanistan	INTERNATIONAL JOURNAL OF LEGAL MEDICINE																															0937-9827	1437-1596				MAR	2014	128	2					279	280		10.1007/s00414-013-0902-z	http://dx.doi.org/10.1007/s00414-013-0902-z								23979058					WOS:000332608400008
B	Vanhove, MPM; Huyse, T		Morand, S; Krasnov, BR; Littlewood, DTJ		Vanhove, Maarten P. M.; Huyse, Tine			Host specificity and species jumps in fish-parasite systems	PARASITE DIVERSITY AND DIVERSIFICATION: EVOLUTIONARY ECOLOGY MEETS PHYLOGENETICS																	Vanhove, Maarten/AAF-6446-2020																978-1-107-03765-6				2015							401	419				10.1017/CBO9781139794749												WOS:000361536600024
J	Asmundo, A; Sapienza, D; Crino, C				Asmundo, A; Sapienza, D; Crino, C			Allele frequencies for eight STR loci in a population sample from Sicily (Italy)	JOURNAL OF FORENSIC SCIENCES																	Sapienza, Daniela/AAX-1497-2021; Sapienza, Daniela/U-5696-2017	Sapienza, Daniela/0000-0002-3595-7086; Sapienza, Daniela/0000-0002-3595-7086													0022-1198					MAR	2002	47	2					408	409											11908622					WOS:000174113900034
B	Criscione, CD		Janovy, J; Esch, GW		Criscione, Charles D.			History of microevolutionary thought in parasitology: The integration of molecular population genetics	CENTURY OF PARASITOLOGY: DISCOVERIES, IDEAS AND LESSONS LEARNED BY SCIENTISTS WHO PUBLISHED IN THE JOURNAL OF PARASITOLOGY, 1914-2014																																	978-1-118-88478-2; 978-1-118-88476-8				2016							93	109				10.1002/9781118884799												WOS:000384715000014
J	FLINT, J; HARDING, RM; BOYCE, AJ; CLEGG, JB				FLINT, J; HARDING, RM; BOYCE, AJ; CLEGG, JB			THE POPULATION-GENETICS OF THE HEMOGLOBINOPATHIES	BAILLIERES CLINICAL HAEMATOLOGY																		Flint, Jonathan/0000-0002-9427-4429													0950-3536					MAR	1993	6	1					215	262		10.1016/S0950-3536(05)80071-X	http://dx.doi.org/10.1016/S0950-3536(05)80071-X								8353314					WOS:A1993KZ92000009
J	[Anonymous]				[Anonymous]			Meeting Report: The Allied Genetics Conference 2016	G3-GENES GENOMES GENETICS																															2160-1836					DEC	2016	6	12					3765	3786		10.1534/g3.116.036848	http://dx.doi.org/10.1534/g3.116.036848													WOS:000390591400001
B	Peat, SM; Hyman, BC; Adams, BJ		Stock, SP; Vanderberg, J; Boemare, N; Glazer, I		Peat, S. M.; Hyman, B. C.; Adams, B. J.			Phylogenetics and Population Genetics of Entomopathogenic and Insect-parasitic Nematodes	INSECT PATHOGENS: MOLECULAR APPROACHES AND TECHNIQUES																	Adams, Byron J/C-3808-2009	Adams, Byron J/0000-0002-7815-3352															978-1-84593-478-1				2009							166	192		10.1079/9781845934781.0166	http://dx.doi.org/10.1079/9781845934781.0166	10.1079/9781845934781.0000												WOS:000293167700009
J	Wakano, JY; Funaki, T; Yokoyama, S				Wakano, Joe Yuichiro; Funaki, Tadahisa; Yokoyama, Satoshi			Derivation of replicator-mutator equations from a model in population genetics	JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS																															0916-7005	1868-937X				AUG	2017	34	2					473	488		10.1007/s13160-017-0249-9	http://dx.doi.org/10.1007/s13160-017-0249-9													WOS:000406362100008
J	Thomas, DC; Borecki, IB; Thomson, G; Weiss, K; Almasy, L; Blangero, J; Nielsen, D; Terwilliger, J; Zaykin, D; MacCluer, J				Thomas, DC; Borecki, IB; Thomson, G; Weiss, K; Almasy, L; Blangero, J; Nielsen, D; Terwilliger, J; Zaykin, D; MacCluer, J			Evolution of the simulated data problem	GENETIC EPIDEMIOLOGY					Genetic Analysis Workshop 12 (GAW12)	OCT 23-26, 2000	SAN ANTONIO, TX										Zaykin, Dmitri/C-3752-2019; Blangero, John/ABA-7175-2021; Almasy, Laura/V-3156-2019	Zaykin, Dmitri/0000-0002-9444-2859; Nielsen, Dahlia/0000-0003-0123-6085													0741-0395	1098-2272					2001	21			1			S325	S331		10.1002/gepi.2001.21.s1.s325	http://dx.doi.org/10.1002/gepi.2001.21.s1.s325								11793692					WOS:000171462700061
