PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Wiens, JJ				Wiens, John J.			Systematics and herpetology in the age of genomics	BIOSCIENCE																		Wiens, John/0000-0003-4243-1127													0006-3568	1525-3244				APR	2008	58	4					297	307		10.1641/B580405	http://dx.doi.org/10.1641/B580405													WOS:000254983300007
J	Agrafioti, I; Stumpf, MPH				Agrafioti, I.; Stumpf, M. P. H.			SNPSTR: a database of compound microsatellite-SNP markers	NUCLEIC ACIDS RESEARCH																		Agrafioti, Ino/0000-0002-6374-2322													0305-1048					JAN	2007	35						D71	D75		10.1093/nar/gkl806	http://dx.doi.org/10.1093/nar/gkl806								17202172					WOS:000243494600016
J	Havill, NP; Foottit, RG				Havill, Nathan P.; Foottit, Robert G.			Biology and evolution of Adelgidae	ANNUAL REVIEW OF ENTOMOLOGY	Annual Review of Entomology																														0066-4170	1545-4487					2007	52						325	349		10.1146/annurev.ento.52.110405.091303	http://dx.doi.org/10.1146/annurev.ento.52.110405.091303								17163799					WOS:000243653800017
J	Garner, TWJ; Pearman, PB; Angelone, S				Garner, TWJ; Pearman, PB; Angelone, S			Genetic diversity across a vertebrate species' range: a test of the central-peripheral hypothesis	MOLECULAR ECOLOGY																	Garner, Trenton WJ/D-6873-2011; Pearman, Peter B/C-6298-2011	Garner, Trenton WJ/0000-0002-0336-9706; Pearman, Peter B/0000-0002-0794-101X													0962-1083					MAY	2004	13	5					1047	1053		10.1111/j.1365-294X.2004.02119.x	http://dx.doi.org/10.1111/j.1365-294X.2004.02119.x								15078443					WOS:000221016300006
J	Tsang, RSW; Tsai, CM; Zhu, PX; Ringuette, L; Lorange, M; Law, DKS				Tsang, RSW; Tsai, CM; Zhu, PX; Ringuette, L; Lorange, M; Law, DKS			Phenotypic and genetic characterization of a unique variant of serogroup C ET-15 meningococci (with the antigenic formula C : 2a : P1.7,1) causing invasive meningococcal disease in Quebec, Canada	JOURNAL OF CLINICAL MICROBIOLOGY																															0095-1137	1098-660X				APR	2004	42	4					1460	1465		10.1128/JCM.42.4.1460-1465.2004	http://dx.doi.org/10.1128/JCM.42.4.1460-1465.2004								15070989					WOS:000220963000012
J	Teske, PR; Cherry, MI; Matthee, CA				Teske, PR; Cherry, MI; Matthee, CA			Population genetics of the endangered Knysna seahorse, Hippocampus capensis	MOLECULAR ECOLOGY																	Matthee, Conrad A./B-1620-2012; Teske, Peter R/C-3337-2008; Teske, Peter/B-1564-2019	Matthee, Conrad A./0000-0002-6836-069X; Teske, Peter/0000-0002-2838-7804													0962-1083					JUL	2003	12	7					1703	1715		10.1046/j.1365-294X.2003.01852.x	http://dx.doi.org/10.1046/j.1365-294X.2003.01852.x								12803625					WOS:000183514900002
J	Brouwer, KC; Ndhlovu, PD; Wagatsuma, Y; Munatsi, A; Shiff, CJ				Brouwer, KC; Ndhlovu, PD; Wagatsuma, Y; Munatsi, A; Shiff, CJ			Urinary tract pathology attributed to Schistosoma haematobium: Does parasite genetics play a role?	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE																	Wagatsuma, Yukiko/AAE-5881-2020	Wagatsuma, Yukiko/0000-0002-8056-9998													0002-9637	1476-1645				APR	2003	68	4					456	462		10.4269/ajtmh.2003.68.456	http://dx.doi.org/10.4269/ajtmh.2003.68.456								12875296					WOS:000182423600018
J	Feldheim, KA; Gruber, SH; Ashley, MV				Feldheim, KA; Gruber, SH; Ashley, MV			Multiple paternity of a lemon shark litter (Chondrichthyes : Carcharhinidae)	COPEIA																															0045-8511	1938-5110				AUG 6	2001		3					781	786		10.1643/0045-8511(2001)001[0781:MPOALS]2.0.CO;2	http://dx.doi.org/10.1643/0045-8511(2001)001[0781:MPOALS]2.0.CO;2													WOS:000173529600019
J	Vickers, M; Jackson, G; Taylor, P				Vickers, M; Jackson, G; Taylor, P			The incidence of acute promyelocytic leukemia appears constant over most of a human lifespan, implying only one rate limiting mutation	LEUKEMIA																		Vickers, Mark/0000-0002-3154-1040													0887-6924	1476-5551				APR	2000	14	4					722	726		10.1038/sj.leu.2401722	http://dx.doi.org/10.1038/sj.leu.2401722								10764161					WOS:000086406200023
J	Reich, DE; Wayne, RK; Goldstein, DB				Reich, DE; Wayne, RK; Goldstein, DB			Genetic evidence for a recent origin by hybridization of red wolves	MOLECULAR ECOLOGY																	Goldstein, David/AAY-8125-2020														0962-1083					JAN	1999	8	1					139	144		10.1046/j.1365-294X.1999.00514.x	http://dx.doi.org/10.1046/j.1365-294X.1999.00514.x								9919703					WOS:000078269200015
J	Hara, M; Sekino, M; Na-Nakorn, U				Hara, M; Sekino, M; Na-Nakorn, U			Genetic differentiation of natural populations of the snake-head fish, Channa striatus in Thailand	FISHERIES SCIENCE																		Na-Nakorn, Uthairat/0000-0002-0804-3561													0919-9268					DEC	1998	64	6					882	885		10.2331/fishsci.64.882	http://dx.doi.org/10.2331/fishsci.64.882													WOS:000078792700006
J	SAJANTILA, A; MAKKONEN, K; EHNHOLM, C; PELTONEN, L				SAJANTILA, A; MAKKONEN, K; EHNHOLM, C; PELTONEN, L			DNA PROFILING IN A GENETICALLY ISOLATED POPULATION USING 3 HYPERVARIABLE DNA MARKERS	HUMAN HEREDITY																	Sajantila, Antti/AAY-9084-2021	Sajantila, Antti/0000-0003-4117-5248													0001-5652					NOV-DEC	1992	42	6					372	379		10.1159/000154100	http://dx.doi.org/10.1159/000154100								1362961					WOS:A1992KB32700006
J	Frazzetta, TH				Frazzetta, T. H.			Flatfishes, Turtles, and Bolyerine Snakes: Evolution by Small Steps or Large, or Both?	EVOLUTIONARY BIOLOGY																															0071-3260	1934-2845				MAR	2012	39	1					30	60		10.1007/s11692-011-9142-7	http://dx.doi.org/10.1007/s11692-011-9142-7													WOS:000300579700005
J	Zarowlecki, MZ; Huyse, T; Littlewood, DTJ				Zarowlecki, M. Z.; Huyse, T.; Littlewood, D. T. J.			Making the most of mitochondrial genomes - Markers for phylogeny, molecular ecology and barcodes in Schistosoma (Platyhelminthes : Digenea)	INTERNATIONAL JOURNAL FOR PARASITOLOGY																	Littlewood, Tim/B-5230-2008; Zarowiecki, Magdalena/F-5037-2013; 赵, 鹏/B-8401-2009	Littlewood, Tim/0000-0002-2718-4001; Zarowiecki, Magdalena/0000-0001-6102-7731; 													0020-7519	1879-0135				OCT	2007	37	12					1401	1418		10.1016/j.ijpara.2007.04.014	http://dx.doi.org/10.1016/j.ijpara.2007.04.014								17570370					WOS:000249845600011
J	Maria, M; Pouyanfar, N; Ord, T; Kaikkonen, MU				Maria, Maleeha; Pouyanfar, Negar; Ord, Tiit; Kaikkonen, Minna U.			The Power of Single-Cell RNA Sequencing in eQTL Discovery	GENES																		Maria, Maleeha/0000-0001-6526-3010; Kaikkonen, Minna/0000-0001-6294-0979														2073-4425				MAR	2022	13	3							502	10.3390/genes13030502	http://dx.doi.org/10.3390/genes13030502								35328055					WOS:000776848900001
J	Guo, YP; Yao, BQ; Da, WT; Du, FC; Yuan, MR; Li, JQ				Guo, Yupeng; Yao, Buqing; Da, Wenting; Du, Feichao; Yuan, Mengran; Li, Junqiao			The complete chloroplast genome and phylogenetic analysis of Potentilla sischanensis Bunge ex Lehm	MITOCHONDRIAL DNA PART B-RESOURCES																		Guo, Yupeng/0000-0002-7974-4154														2380-2359				NOV 2	2021	6	11					3250	3252		10.1080/23802359.2021.1991244	http://dx.doi.org/10.1080/23802359.2021.1991244								34693013					WOS:000709128200001
J	Tippery, NP; Pesch, JD; Murphy, BJ; Bautzmann, RL				Tippery, Nicholas P.; Pesch, Jared D.; Murphy, Brandon J.; Bautzmann, Rachel L.			Genetic diversity of native and introducedPhragmites(common reed) in Wisconsin	GENETICA																		Tippery, Nicholas/0000-0002-9559-2795													0016-6707	1573-6857				AUG	2020	148	3-4					165	172		10.1007/s10709-020-00098-z	http://dx.doi.org/10.1007/s10709-020-00098-z		AUG 2020						32749631					WOS:000555769600001
J	Zhang, Q; Zhang, XT; Liu, J; Mao, CY; Chen, S; Zhang, YJ; Leng, L				Zhang, Qing; Zhang, Xueting; Liu, Jing; Mao, Chaoyi; Chen, Sha; Zhang, Yujun; Leng, Liang			Identification of copy number variation and population analysis of the sacred lotus (Nelumbo nucifera)	BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY																															0916-8451	1347-6947				OCT 2	2020	84	10					2037	2044		10.1080/09168451.2020.1786351	http://dx.doi.org/10.1080/09168451.2020.1786351		JUN 2020						32594903					WOS:000549487400001
J	Britto, FB; de Oliveira, EP; de Moura, SG; Martins, JDC; de Resende, AFBC; Sarmento, JLR; Souza, DC				Britto, Fabio Barros; de Oliveira, Eliene Pereira; de Moura, Sinevaldo Goncalves; Costa Martins, Jesuino da Silva; Barbosa Coelho de Resende, Andre Felipe; Rocha Sarmento, Jose Lindenberg; Souza, Darcet Costa			Genetic structure of the AfricanizedApis melliferaL. in a river valley in the semi-arid region of Brazil	JOURNAL OF APICULTURAL RESEARCH																	; Britto, Fabio/F-7042-2015	COSTA SOUZA, DARCET/0000-0003-3170-1742; Sarmento, Jose Lindenberg Rocha/0000-0002-4215-1515; Britto, Fabio/0000-0002-5705-5374; MARTINS, JESUINO DA SILVA COSTA MARTINS/0000-0003-2137-0054													0021-8839	2078-6913				OCT 19	2020	59	5					1017	1026		10.1080/00218839.2020.1775366	http://dx.doi.org/10.1080/00218839.2020.1775366		JUN 2020											WOS:000545770500001
J	Casanova, AG; Pina, VM; Pardo, JC				Gonzalez Casanova, Adrian; Miro Pina, Veronica; Carlos Pardo, Juan			The Wright-Fisher model with efficiency	THEORETICAL POPULATION BIOLOGY																	Pina, Verónica Miró/AAB-2572-2020	Pina, Verónica Miró/0000-0001-6335-121X; Gonzalez Casanova, Adrian/0000-0002-1744-6506; Pardo Millan, Juan Carlos/0000-0003-4348-962X													0040-5809	1096-0325				APR	2020	132						33	46		10.1016/j.tpb.2020.02.003	http://dx.doi.org/10.1016/j.tpb.2020.02.003								32151657					WOS:000522142000004
J	Wacker, S; Larsen, BM; Karlsson, S; Hindar, K				Wacker, Sebastian; Larsen, Bjorn Mejdell; Karlsson, Sten; Hindar, Kjetil			Host specificity drives genetic structure in a freshwater mussel	SCIENTIFIC REPORTS																	Hindar, Kjetil/AAA-3479-2022														2045-2322					JUL 18	2019	9								10409	10.1038/s41598-019-46802-8	http://dx.doi.org/10.1038/s41598-019-46802-8								31320723					WOS:000475845400013
J	Powell, JR; Gloria-Soria, A; Kotsakiozi, P				Powell, Jeffrey R.; Gloria-Soria, Andrea; Kotsakiozi, Panayiota			Recent History of Aedes aegypti: Vector Genomics and Epidemiology Records	BIOSCIENCE																	Gloria-Soria, Andrea/AAJ-3304-2020; Gloria-Soria, Andrea/GWU-7676-2022	Gloria-Soria, Andrea/0000-0002-5401-3988; 													0006-3568	1525-3244				NOV	2018	68	11					854	860		10.1093/biosci/biy119	http://dx.doi.org/10.1093/biosci/biy119								30464351					WOS:000455168300008
J	Zenk, FL; Firmer, C; Wohrmann, T; da Silva, LV; Weising, K; Huettel, B; Paggi, GM				Zenk, Fides Lea; Firmer, Cynthia; Woehrmann, Tina; da Silva, Luciana Vicente; Weising, Kurt; Huettel, Bruno; Paggi, Gecele Matos			Development of 15 nuclear microsatellite markers in Deuterocohnia (Pitcairnioideae; Bromeliaceae) using 454 pyrosequencing	APPLICATIONS IN PLANT SCIENCES																	Paggi, Gecele M/F-5580-2016; Paggi, Gecele/AAY-6594-2021	Paggi, Gecele/0000-0003-2572-8471													2168-0450					APR	2018	6	4							e1147	10.1002/aps3.1147	http://dx.doi.org/10.1002/aps3.1147								30131889					WOS:000431969600008
J	Yuan, S; Zeng, G; Shi, MM; Zhang, DX				Yuan, Shuai; Zeng, Gui; Shi, Miaomiao; Zhang, Dianxiang			DEVELOPMENT OF EST-SSR MARKERS FOR PRIMULA OVALIFOLIA (PRIMULACEAE) BY TRANSCRIPTOME SEQUENCING	APPLICATIONS IN PLANT SCIENCES																		Zhang, Dianxiang/0000-0001-6549-8872													2168-0450					DEC	2017	5	12							1700100	10.3732/apps.1700100	http://dx.doi.org/10.3732/apps.1700100								29299397					WOS:000418882700005
J	Bowie, RCK; Feldheim, KA; Hanna, ZR; Sellas, AB; Cicero, C				Bowie, Rauri C. K.; Feldheim, Kevin A.; Hanna, Zachary R.; Sellas, Anna B.; Cicero, Carla			Development of Polymorphic Tetranucleotide Microsatellite Markers for New World Warblers (Ayes: Passeriformes: Parulidae) with Broad Cross-species Utility	WILSON JOURNAL OF ORNITHOLOGY																	Bowie, Rauri/H-9165-2019	Bowie, Rauri/0000-0001-8328-6021; Hanna, Zachary/0000-0002-0210-7261													1559-4491	1938-5447				JUN	2017	129	2					401	407		10.1676/16-110.1	http://dx.doi.org/10.1676/16-110.1													WOS:000404877900025
C	Davis, PE; Terwilliger, AM; Zeitler, D; Wolffe, G			IEEE	Davis, Philip E.; Terwilliger, Adam M.; Zeitler, David; Wolffe, Greg			Scalable parallelization of a Markov coalescent genealogy sampler	2017 IEEE INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM WORKSHOPS (IPDPSW)	IEEE International Symposium on Parallel and Distributed Processing Workshops				31st IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPS)	MAY 29-JUN 02, 2017	Orlando, FL	IEEE, IEEE Comp Soc, ACM SIGARCH, IEEE Comp Soc Tech Comm Comp Architecture, IEEE Comp Soc Tech Comm Distributed Proc									Terwilliger, Adam/GPG-1795-2022; Wolffe, Greg/S-2379-2019	Terwilliger, Adam/0000-0001-5421-2330; 													2164-7062		978-0-7695-6149-3				2017							293	302		10.1109/IPDPSW.2017.127	http://dx.doi.org/10.1109/IPDPSW.2017.127													WOS:000417418900034
J	Lynch, PA; Boots, M				Lynch, Penelope Anne; Boots, Mike			Using evolution to generate sustainable malaria control with spatial repellents	ELIFE																	Lynch, Penelope Anne/H-6705-2019	Lynch, Penelope Anne/0000-0002-0486-8507													2050-084X					OCT 25	2016	5								e15416	10.7554/eLife.15416	http://dx.doi.org/10.7554/eLife.15416								27776220					WOS:000387034400001
J	Barry, AE; Waltmann, A; Koepfli, C; Barnadas, C; Mueller, I				Barry, Alyssa E.; Waltmann, Andreea; Koepfli, Cristian; Barnadas, Celine; Mueller, Ivo			Uncovering the transmission dynamics of Plasmodium vivax using population genetics	PATHOGENS AND GLOBAL HEALTH																	Koepfli, Cristian/H-8772-2019	Koepfli, Cristian/0000-0002-9354-0414; Barry, Alyssa/0000-0002-1189-2310													2047-7724	2047-7732				MAY	2015	109	3					142	152		10.1179/2047773215Y.0000000012	http://dx.doi.org/10.1179/2047773215Y.0000000012								25891915					WOS:000354127200006
J	Jalbert, E; Eberl, HJ				Jalbert, Eric; Eberl, Hermann J.			Numerical computation of sharp travelling waves of a degenerate diffusion-reaction equation arising in biofilm modelling	COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION																		Eberl, Hermann/0000-0001-5558-0872													1007-5704	1878-7274				JUL	2014	19	7					2181	2190		10.1016/j.cnsns.2013.11.001	http://dx.doi.org/10.1016/j.cnsns.2013.11.001													WOS:000330177200004
J	Sakata, Y; Ohgushi, T; Isagi, Y				Sakata, Yuzu; Ohgushi, Takayuki; Isagi, Yuji			Geographic variations in phenotypic traits of the exotic herb Solidago altissima and abundance of recent established exotic herbivorous insects	JOURNAL OF PLANT INTERACTIONS																	Isagi, Yuji/ABA-8678-2020	Isagi, Yuji/0000-0002-9777-076X													1742-9145					SEP 1	2013	8	3					216	218		10.1080/17429145.2013.779036	http://dx.doi.org/10.1080/17429145.2013.779036													WOS:000323474300006
J	Gislason, OS; Svavarsson, J; Halldorsson, HP; Palsson, S				Gislason, O. S.; Svavarsson, J.; Halldorsson, H. P.; Palsson, S.			NUCLEAR MITOCHONDRIAL DNA (NUMT) IN THE ATLANTIC ROCK CRAB CANCER IRRORATUS SAY, 1817 (DECAPODA, CANCRIDAE)	CRUSTACEANA																	Halldórsson, Halldór/M-2778-2015	Halldórsson, Halldór/0000-0001-5529-1536; Gislason, Sindri/0000-0002-6325-672X; Palsson, Snaebjorn/0000-0002-4297-3500; Svavarsson, Jorundur/0000-0003-1842-7515													0011-216X	1568-5403				MAY	2013	86	5					537	552		10.1163/15685403-00003191	http://dx.doi.org/10.1163/15685403-00003191													WOS:000319306700002
J	Liu, Y; He, D; Cai, M; Tang, W; Li, XY; Pan, HT; Zhang, QX				Liu, Yang; He, Dan; Cai, Ming; Tang, Wan; Li, Xiao-Yuan; Pan, Hui-Tang; Zhang, Qi-Xiang			DEVELOPMENT OF MICROSATELLITE MARKERS FOR LAGERSTROEMIA INDICA (LYTHRACEAE) AND RELATED SPECIES	APPLICATIONS IN PLANT SCIENCES																															2168-0450					FEB	2013	1	2							1200203	10.3732/apps.1200203	http://dx.doi.org/10.3732/apps.1200203								25202512					WOS:000342469500003
C	Paixao, T; Barton, N		Blum, C		Paixao, Tiago; Barton, Nick			A Variance Decomposition Approach to the Analysis of Genetic Algorithms	GECCO'13: PROCEEDINGS OF THE 2013 GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE					15th Genetic and Evolutionary Computation Conference (GECCO)	JUL 06-10, 2013	Amsterdam, NETHERLANDS	Assoc Comp Machinery, Special Interest Grp Genet & Evolutionary Computat (ACM SIGEVO)									Paixão, Tiago/K-3109-2013	Paixão, Tiago/0000-0003-2361-3953															978-1-4503-1963-8				2013							845	852																WOS:000321981300106
J	Sandoval-Castillo, J; Gardner, MG; Beheregaray, LB				Sandoval-Castillo, Jonathan; Gardner, Michael G.; Beheregaray, Luciano B.			Rapid isolation of 14 microsatellite markers for Van Diemen's siphon limpet Siphonaria diemenensis	CONSERVATION GENETICS RESOURCES																	Castillo, Jonathan Sandoval/AAE-4727-2022; Beheregaray, Luciano B/A-8621-2008; Beheregaray, Luciano/AAY-6384-2021; Sandoval-Castillo, Jonathan/AAY-3670-2020; Gardner, Michael G/A-8280-2011	Beheregaray, Luciano B/0000-0003-0944-3003; Beheregaray, Luciano/0000-0003-0944-3003; Sandoval-Castillo, Jonathan/0000-0002-8428-3495; Gardner, Michael G/0000-0002-8629-354X													1877-7252					DEC	2012	4	4					845	847		10.1007/s12686-012-9656-z	http://dx.doi.org/10.1007/s12686-012-9656-z													WOS:000310027200006
J	Lemes, MR; Esashika, T; Gaoue, OG				Lemes, Maristerra R.; Esashika, Thana; Gaoue, Orou G.			MICROSATELLITES FOR MAHOGANIES: TWELVE NEW LOCI FOR SWIETENIA MACROPHYLLA AND ITS HIGH TRANSFERABILITY TO KHAYA SENEGALENSIS	AMERICAN JOURNAL OF BOTANY																	Lemes, Maristerra/AAO-4299-2021; Gaoue, Orou G./B-4932-2011	Gaoue, Orou G./0000-0002-0946-2741													0002-9122	1537-2197				AUG	2011	98	8					E207	E209		10.3732/ajb.1100074	http://dx.doi.org/10.3732/ajb.1100074								21795734					WOS:000293513400003
S	Grunig, CR; Queloz, V; Sieber, TN		Pirttila, AM; Frank, AC		Gruenig, Christoph R.; Queloz, Valentin; Sieber, Thomas N.			Structure of Diversity in Dark Septate Endophytes: From Species to Genes	ENDOPHYTES OF FOREST TREE: BIOLOGY AND APPLICATIONS	Forestry Sciences																														0924-5480	1875-1334	978-94-007-1598-1				2011	80						3	30		10.1007/978-94-007-1599-8_1	http://dx.doi.org/10.1007/978-94-007-1599-8_1	10.1007/978-94-007-1599-8												WOS:000294391600001
J	Krawczak, M; Barnes, RH				Krawczak, Michael; Barnes, Robert H.			How obedience of marriage rules may counteract genetic drift	JOURNAL OF COMMUNITY GENETICS																	Krawczak, Michael/A-8964-2010	Krawczak, Michael/0000-0003-2603-1502													1868-310X	1868-6001				MAR	2010	1	1					23	28		10.1007/s12687-010-0003-3	http://dx.doi.org/10.1007/s12687-010-0003-3								22422357					WOS:000214381000005
S	Ota, M; Asamura, H; Oki, T; Sada, M		Komar, AA		Ota, Masao; Asamura, Hideki; Oki, Takahito; Sada, Masaharu			Restriction Enzyme Analysis of PCR Products	SINGLE NUCLEOTIDE POLYMORPHISMS: METHODS AND PROTOCOLS, SECOND EDITION	Methods in Molecular Biology																														1064-3745		978-1-60327-410-4				2009	578						405	414		10.1007/978-1-60327-411-1_25	http://dx.doi.org/10.1007/978-1-60327-411-1_25	10.1007/978-1-60327-411-1							19768608					WOS:000274946200025
J	Sukhodolets, VV				Sukhodolets, VV			The uncertainty of "fitness": What prevents understanding of the role of genetic exchange	RUSSIAN JOURNAL OF GENETICS																															1022-7954	1608-3369				OCT	2005	41	10					1081	1087		10.1007/s11177-005-0203-9	http://dx.doi.org/10.1007/s11177-005-0203-9													WOS:000233324400003
J	Waxman, D; Feng, J				Waxman, D; Feng, J			Implications of long tails in the distribution of mutant effects	PHYSICA D-NONLINEAR PHENOMENA																		feng, jianfeng/0000-0002-9328-5732													0167-2789	1872-8022				JUL 1	2005	206	3-4					265	274		10.1016/j.physd.2005.05.007	http://dx.doi.org/10.1016/j.physd.2005.05.007													WOS:000230373800007
