PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Ball, RE; Serra-Pereira, B; Ellis, J; Genner, MJ; Iglesias, S; Johnson, AF; Jones, CS; Leslie, R; Lewis, J; Mariani, S; Menezes, G; Neat, F; Noble, LR; Sims, DW; Griffiths, AM				Ball, Rachel E.; Serra-Pereira, Barbara; Ellis, Jim; Genner, Martin J.; Iglesias, Samuel; Johnson, Andrew F.; Jones, Catherine S.; Leslie, Rob; Lewis, Jennifer; Mariani, Stefano; Menezes, Gui; Neat, Francis; Noble, Leslie R.; Sims, David W.; Griffiths, Andrew M.			Resolving taxonomic uncertainty in vulnerable elasmobranchs: are the Madeira skate (Raja maderensis) and the thornback ray (Raja clavata) distinct species?	CONSERVATION GENETICS																	Mariani, Stefano/A-2964-2012; Menezes, Gui M./A-3956-2009; Iglesias, Samuel Paco/ABH-9759-2020; Serra-Pereira, Barbara/H-2231-2016	Mariani, Stefano/0000-0002-5329-0553; Menezes, Gui M./0000-0003-0781-4579; Iglesias, Samuel Paco/0000-0002-2926-9770; Noble, leslie/0000-0003-3076-0759; Serra-Pereira, Barbara/0000-0003-3679-0879													1566-0621	1572-9737				JUN	2016	17	3					565	576		10.1007/s10592-015-0806-1	http://dx.doi.org/10.1007/s10592-015-0806-1													WOS:000376087200006
J	Zhang, HR; Niu, SF; Wu, RX; Zhai, Y; Tian, LT				Zhang, Hao-Ran; Niu, Su-Fang; Wu, Ren-Xie; Zhai, Yun; Tian, Le-Tian			Development and characterization of 26 polymorphic microsatellite markers in Lateolabrax maculatus and cross-species amplification for the phylogenetically related taxa	BIOCHEMICAL SYSTEMATICS AND ECOLOGY																	Wu, Ren-xie/AAM-5214-2020	Zhang, Haoran/0000-0003-3279-096X													0305-1978	1873-2925				JUN	2016	66						326	330		10.1016/j.bse.2016.05.008	http://dx.doi.org/10.1016/j.bse.2016.05.008													WOS:000379281300046
J	Mukherjee, A; Williams, D; Gitzendanner, MA; Overholt, WA; Cuda, JP				Mukherjee, A.; Williams, D.; Gitzendanner, M. A.; Overholt, W. A.; Cuda, J. P.			Microsatellite and chloroplast DNA diversity of the invasive aquatic weed Hygrophila polysperma in native and invasive ranges	AQUATIC BOTANY																	Williams, Dean/H-6108-2016	Williams, Dean/0000-0002-9001-6019; Gitzendanner, Matthew/0000-0002-7078-4336; Mukherjee, Abhishek/0000-0002-5277-1363													0304-3770	1879-1522				FEB	2016	129						55	61		10.1016/j.aquabot.2015.12.004	http://dx.doi.org/10.1016/j.aquabot.2015.12.004													WOS:000369215100007
J	Zheng, FR; Liu, HZ; Zhang, YQ; Wang, Q; Wang, B				Zheng, Fengrong; Liu, Hongzhan; Zhang, Yongqiang; Wang, Qian; Wang, Bo			Complete mitochondrial genome of the Pseudopleuronectes yokohamae (Pleuronectiforll: Pleuronectidae)	MITOCHONDRIAL DNA PART A																															2470-1394	2470-1408					2016	27	6					4347	4348		10.3109/19401736.2015.1089494	http://dx.doi.org/10.3109/19401736.2015.1089494								26512981					WOS:000393307200208
J	Penarrubia, L; Sanz, N; Pla, C; Vidal, O; Vinas, J				Penarrubia, Luis; Sanz, Nuria; Pla, Carles; Vidal, Oriol; Vinas, Jordi			Using Massive Parallel Sequencing for the Development, Validation, and Application of Population Genetics Markers in the Invasive Bivalve Zebra Mussel (Dreissena polymorpha)	PLOS ONE																	Vidal, Oriol/C-8973-2009; Pla, Carles/L-5765-2014; Sanz, Nuria/L-3074-2014; Vinas, Jordi/A-5397-2010	Vidal, Oriol/0000-0002-8197-1567; Pla, Carles/0000-0002-3749-4740; Sanz, Nuria/0000-0001-5274-1917; Penarrubia, Luis/0000-0001-6024-1832; Vinas, Jordi/0000-0003-0193-1141													1932-6203					MAR 17	2015	10	3							e0120732	10.1371/journal.pone.0120732	http://dx.doi.org/10.1371/journal.pone.0120732								25780924					WOS:000351284600186
J	Chaguza, C; Cornick, JE; Everett, DB				Chaguza, Chrispin; Cornick, Jennifer E.; Everett, Dean B.			Mechanisms and impact of genetic recombination in the evolution of Streptococcus pneumoniae	COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL																	Chaguza, Chrispin/M-4169-2016	Chaguza, Chrispin/0000-0002-2108-1757; Everett, Dean/0000-0002-8458-6779; Cornick, Jen/0000-0001-6841-9842													2001-0370						2015	13						241	247		10.1016/j.csbj.2015.03.007	http://dx.doi.org/10.1016/j.csbj.2015.03.007								25904996					WOS:000367752600029
J	Amei, A; Lee, S; Mysore, KS; Jia, YL				Amei, Amei; Lee, Seonghee; Mysore, Kirankumar S.; Jia, Yulin			Statistical Inference of Selection and Divergence of the Rice Blast Resistance Gene Pi-ta	G3-GENES GENOMES GENETICS																	Mysore, Kirankumar/AAG-7112-2020; Jia, Yulin/T-8235-2019	Mysore, Kirankumar/0000-0002-9805-5741; 													2160-1836					DEC 1	2014	4	12					2425	2432		10.1534/g3.114.014969	http://dx.doi.org/10.1534/g3.114.014969								25335927					WOS:000346341500013
J	Trotter, MV; Weissman, DB; Peterson, GI; Peck, KM; Masel, J				Trotter, Meredith V.; Weissman, Daniel B.; Peterson, Grant I.; Peck, Kayla M.; Masel, Joanna			Cryptic genetic variation can make "irreducible complexity" a common mode of adaptation in sexual populations	EVOLUTION																	Masel, Joanna/H-4343-2019	Masel, Joanna/0000-0002-7398-2127; Peck, Kayla/0000-0001-7745-6995													0014-3820	1558-5646				DEC	2014	68	12					3357	3367		10.1111/evo.12517	http://dx.doi.org/10.1111/evo.12517								25178652					WOS:000346075600001
J	Grzeskowiak, L; Stephan, W; Rose, LE				Grzeskowiak, Lukasz; Stephan, Wolfgang; Rose, Laura E.			Epistatic selection and coadaptation in the Prf resistance complex of wild tomato	INFECTION GENETICS AND EVOLUTION																	Stephan, Wolfgang/GOV-6503-2022														1567-1348	1567-7257				OCT	2014	27						456	471		10.1016/j.meegid.2014.06.019	http://dx.doi.org/10.1016/j.meegid.2014.06.019								24997333					WOS:000343951900055
J	Dia, A; Guillou, L; Mauger, S; Bigeard, E; Marie, D; Valero, M; Destombe, C				Dia, A.; Guillou, L.; Mauger, S.; Bigeard, E.; Marie, D.; Valero, M.; Destombe, C.			Spatiotemporal changes in the genetic diversity of harmful algal blooms caused by the toxic dinoflagellate Alexandrium minutum	MOLECULAR ECOLOGY																	Valero, Myriam/M-6052-2019; Valero, Myriam/C-7550-2011	Valero, Myriam/0000-0002-9000-1423; Valero, Myriam/0000-0002-9000-1423; Destombe, Christophe/0000-0001-5656-9659; Bigeard, Estelle/0000-0003-2256-8986; Guillou, Laure/0000-0003-1032-7958; Mauger, Stephane/0000-0002-8779-1516													0962-1083	1365-294X				FEB	2014	23	3					549	560		10.1111/mec.12617	http://dx.doi.org/10.1111/mec.12617								24330231					WOS:000329980000006
J	Sanna, D; Biagi, F; Alaya, HB; Maltagliati, F; Addis, A; Romero, A; Juan, J; Quignard, JP; Castelli, A; Franzoi, P; Torricelli, P; Casu, M; Carcupino, M; Francalacci, P				Sanna, D.; Biagi, F.; Alaya, H. B.; Maltagliati, F.; Addis, A.; Romero, A.; De Juan, J.; Quignard, J-P; Castelli, A.; Franzoi, P.; Torricelli, P.; Casu, M.; Carcupino, M.; Francalacci, P.			Mitochondrial DNA variability of the pipefish Syngnathus abaster	JOURNAL OF FISH BIOLOGY																	De Juan, Joaquin/AAB-7011-2020; Franzoi, Piero/F-6217-2014; Romero, Alejandro/J-9405-2014	De Juan, Joaquin/0000-0002-9670-6344; Romero, Alejandro/0000-0002-5743-0613; CASTELLI, ALBERTO/0000-0002-0762-1403; CASU, Marco/0000-0002-5042-4851; FRANCALACCI, Paolo/0000-0001-7912-162X; Franzoi, Piero/0000-0003-3686-8525													0022-1112					MAR	2013	82	3					856	876		10.1111/jfb.12027	http://dx.doi.org/10.1111/jfb.12027								23464548					WOS:000316004400007
J	Prunster, I; Ruggiero, M				Prunster, Igor; Ruggiero, Matteo			A Bayesian nonparametric approach to modeling market share dynamics	BERNOULLI																	Pruenster, Igor/F-2704-2011; Ruggiero, Matteo/B-7158-2013; Ruggiero, Matteo Luca/AAA-6300-2019	Pruenster, Igor/0000-0003-2860-1476; Ruggiero, Matteo/0000-0003-0184-3424; Ruggiero, Matteo Luca/0000-0002-1844-5863													1350-7265	1573-9759				FEB	2013	19	1					64	92		10.3150/11-BEJ392	http://dx.doi.org/10.3150/11-BEJ392													WOS:000315059600004
J	Eilertson, KE; Booth, JG; Bustamante, CD				Eilertson, Kirsten E.; Booth, James G.; Bustamante, Carlos D.			SnIPRE: Selection Inference Using a Poisson Random Effects Model	PLOS COMPUTATIONAL BIOLOGY																		Bustamante, Carlos D./0000-0002-4187-7920													1553-734X	1553-7358				DEC	2012	8	12							e1002806	10.1371/journal.pcbi.1002806	http://dx.doi.org/10.1371/journal.pcbi.1002806								23236270					WOS:000312901500013
J	Traulsen, A; Reed, FA				Traulsen, Arne; Reed, Floyd A.			From genes to games: Cooperation and cyclic dominance in meiotic drive	JOURNAL OF THEORETICAL BIOLOGY																	Traulsen, Arne/A-4955-2009	Traulsen, Arne/0000-0002-0669-5267; Reed, Floyd/0000-0003-4703-530X													0022-5193	1095-8541				APR 21	2012	299				SI		120	125		10.1016/j.jtbi.2011.04.032	http://dx.doi.org/10.1016/j.jtbi.2011.04.032								21600218					WOS:000301755700014
J	Ostman, B; Hintze, A; Adami, C				Ostman, Bjorn; Hintze, Arend; Adami, Christoph			Impact of epistasis and pleiotropy on evolutionary adaptation	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Adami, Chris/A-9675-2011	Adami, Chris/0000-0002-2915-9504; Hintze, Arend/0000-0002-4872-1961													0962-8452	1471-2954				JAN 22	2012	279	1727					247	256		10.1098/rspb.2011.0870	http://dx.doi.org/10.1098/rspb.2011.0870								21697174					WOS:000298349300006
J	Sahu, SK; Kathiresan, K				Sahu, Sunil Kumar; Kathiresan, Kandasamy			MOLECULAR MARKERS: AN INTRICATE TOOL FOR NEW INSIGHTS IN MANGROVE GENETICS	INTERNATIONAL JOURNAL OF ADVANCED BIOTECHNOLOGY AND RESEARCH																	Kandasamy, Kathiresan/X-7933-2019; Sahu, Sunil Kumar/I-5261-2019	Kandasamy, Kathiresan/0000-0003-1203-0023; Sahu, Sunil Kumar/0000-0002-4742-9870													0976-2612	2278-599X					2012	3	4					847	863																WOS:000215477400017
J	Alakoc, YD; Akar, N				Alakoc, Yesim Dogan; Akar, Nejat			The importance of studying inherited hematological disorders in ancient Anatolian populations	TURKISH JOURNAL OF HEMATOLOGY																	Dogan Alakoc, Yesim/C-9972-2009; Akar, Nejat/H-2949-2019	Dogan Alakoc, Yesim/0000-0001-6650-6133; 													1300-7777	1308-5263				DEC	2011	28	4					257	263		10.5152/tjh.2011.43	http://dx.doi.org/10.5152/tjh.2011.43								27264580					WOS:000297962900001
J	Nunes, VL; Miraldo, A; Beaumont, MA; Butlin, RK; Paulo, OS				Nunes, V. L.; Miraldo, A.; Beaumont, M. A.; Butlin, R. K.; Paulo, O. S.			Association of Mc1r variants with ecologically relevant phenotypes in the European ocellated lizard, Lacerta lepida	JOURNAL OF EVOLUTIONARY BIOLOGY																	Nunes, Vera/A-5571-2013; Butlin, Roger K/F-7709-2013; Miraldo, Andreia/B-7617-2011; Paulo, Octávio/D-9921-2011; Nunes, Vera/AAM-5582-2020	Nunes, Vera/0000-0003-2689-2409; Butlin, Roger K/0000-0003-4736-0954; Miraldo, Andreia/0000-0001-6107-006X; Paulo, Octávio/0000-0001-5408-5212; Nunes, Vera/0000-0003-2689-2409; Beaumont, Mark/0000-0002-8773-2743													1010-061X					OCT	2011	24	10					2289	2298		10.1111/j.1420-9101.2011.02359.x	http://dx.doi.org/10.1111/j.1420-9101.2011.02359.x								21812853					WOS:000295054500019
J	Myres, NM; Rootsi, S; Lin, AA; Jarve, M; King, RJ; Kutuev, I; Cabrera, VM; Khusnutdinova, EK; Pshenichnov, A; Yunusbayev, B; Balanovsky, O; Balanovska, E; Rudan, P; Baldovic, M; Herrera, RJ; Chiaroni, J; Di Cristofaro, J; Villems, R; Kivisild, T; Underhill, PA				Myres, Natalie M.; Rootsi, Siiri; Lin, Alice A.; Jaerve, Mari; King, Roy J.; Kutuev, Ildus; Cabrera, Vicente M.; Khusnutdinova, Elza K.; Pshenichnov, Andrey; Yunusbayev, Bayazit; Balanovsky, Oleg; Balanovska, Elena; Rudan, Pavao; Baldovic, Marian; Herrera, Rene J.; Chiaroni, Jacques; Di Cristofaro, Julie; Villems, Richard; Kivisild, Toomas; Underhill, Peter A.			A major Y-chromosome haplogroup R1b Holocene era founder effect in Central and Western Europe	EUROPEAN JOURNAL OF HUMAN GENETICS																	Chiaroni, Jacques/ABA-2944-2021; Yunusbaev, Bayazit/T-5444-2019; Kivisild, Toomas/P-5889-2017; Balanovsky, Oleg/G-1549-2014; Di Cristofaro, Julie/F-2525-2012; Khusnutdinova, Elza Kamilevna/A-4810-2013	Chiaroni, Jacques/0000-0002-3133-8990; Kivisild, Toomas/0000-0002-6297-7808; Khusnutdinova, Elza Kamilevna/0000-0003-2987-3334; Di Cristofaro, Julie/0000-0001-7867-6455; Yunusbayev, Bayazit/0000-0002-6035-8763													1018-4813	1476-5438				JAN	2011	19	1					95	101		10.1038/ejhg.2010.146	http://dx.doi.org/10.1038/ejhg.2010.146								20736979					WOS:000285139600016
J	Coleman, RA; Pettigrove, V; Raadik, TA; Hoffmann, AA; Miller, AD; Carew, ME				Coleman, R. A.; Pettigrove, V.; Raadik, T. A.; Hoffmann, A. A.; Miller, A. D.; Carew, M. E.			Microsatellite markers and mtDNA data indicate two distinct groups in dwarf galaxias, Galaxiella pusilla (Mack) (Pisces: Galaxiidae), a threatened freshwater fish from south-eastern Australia	CONSERVATION GENETICS																	Hoffmann, Ary/C-2961-2011; Hoffmann, Ary/R-2972-2019	Hoffmann, Ary/0000-0001-9497-7645													1566-0621	1572-9737				OCT	2010	11	5					1911	1928		10.1007/s10592-010-0082-z	http://dx.doi.org/10.1007/s10592-010-0082-z													WOS:000281907000026
J	Crainey, JL; Hurst, J; Wilson, MD; Hall, A; Post, RJ				Crainey, J. L.; Hurst, J.; Wilson, M. D.; Hall, A.; Post, R. J.			Construction and characterisation of a BAC library made from field specimens of the onchocerciasis vector Simulium squamosum (Diptera: Simuliidae)	GENOMICS																	Crainey, James Lee/AAW-5291-2021; Crainey, lee/K-8322-2019	Crainey, James Lee/0000-0001-6812-9327; 													0888-7543	1089-8646				OCT	2010	96	4					251	257		10.1016/j.ygeno.2010.06.004	http://dx.doi.org/10.1016/j.ygeno.2010.06.004								20603211					WOS:000282393000007
J	Eales, J; Thorpe, RS; Malhotra, A				Eales, J.; Thorpe, R. S.; Malhotra, A.			Colonization history and genetic diversity: adaptive potential in early stage invasions	MOLECULAR ECOLOGY																		Malhotra, Anita/0000-0002-1738-9046													0962-1083	1365-294X				JUL	2010	19	14					2858	2869		10.1111/j.1365-294X.2010.04710.x	http://dx.doi.org/10.1111/j.1365-294X.2010.04710.x								20584131					WOS:000279751000004
J	Desbiez, C; Joannon, B; Wipf-Scheibel, C; Chandeysson, C; Lecoq, H				Desbiez, C.; Joannon, B.; Wipf-Scheibel, C.; Chandeysson, C.; Lecoq, H.			Emergence of new strains of Watermelon mosaic virus in South-eastern France: Evidence for limited spread but rapid local population shift	VIRUS RESEARCH					10th International Plant Virus Epidemiology Symposium	OCT 14-18, 2007	Patancheru, INDIA	Int Crops Res Inst Semi Arid Trop									Fereres, Alberto/G-6542-2012	Fereres, Alberto/0000-0001-6012-3270													0168-1702	1872-7492				MAY	2009	141	2			SI		201	208		10.1016/j.virusres.2008.08.018	http://dx.doi.org/10.1016/j.virusres.2008.08.018								19152813					WOS:000265735600011
