PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Schmidt, MA				Schmidt, M. Alexander			LEEways: tales of EPEC, ATEC and EHEC	CELLULAR MICROBIOLOGY																															1462-5814	1462-5822				NOV	2010	12	11					1544	1552		10.1111/j.1462-5822.2010.01518.x	http://dx.doi.org/10.1111/j.1462-5822.2010.01518.x								20716205					WOS:000282879600002
J	Palsboll, PJ; Peery, MZ; Berube, M				Palsboll, Per J.; Peery, M. Zachariah; Berube, Martine			Detecting populations in the 'ambiguous' zone: kinship-based estimation of population structure at low genetic divergence	MOLECULAR ECOLOGY RESOURCES																	Palsboll, Per J/G-6988-2011; Palsbøll, Per J/L-3494-2013	Palsboll, Per J/0000-0002-4198-7599; Palsbøll, Per J/0000-0002-4198-7599; Berube, Martine/0000-0002-1831-2657													1755-098X	1755-0998				SEP	2010	10	5					797	805		10.1111/j.1755-0998.2010.02887.x	http://dx.doi.org/10.1111/j.1755-0998.2010.02887.x								21565091					WOS:000280998200005
J	Cherry, JL				Cherry, Joshua L.			Expression Level, Evolutionary Rate, and the Cost of Expression	GENOME BIOLOGY AND EVOLUTION																															1759-6653						2010	2						757	769		10.1093/gbe/evq059	http://dx.doi.org/10.1093/gbe/evq059								20884723					WOS:000291467300018
J	Beja-Pereira, A; Oliveira, R; Alves, PC; Schwartz, MK; Luikart, G				Beja-Pereira, Albano; Oliveira, Rita; Alves, Paulo C.; Schwartz, Michael K.; Luikart, Gordon			Advancing ecological understandings through technological transformations in noninvasive genetics	MOLECULAR ECOLOGY RESOURCES																	Schwartz, Michael K/C-3184-2014; ALVES, Paulo Célio/B-5448-2009; Beja-Pereira, Albano/B-3681-2008	Schwartz, Michael K/0000-0003-3521-3367; ALVES, Paulo Célio/0000-0003-4797-0939; Beja-Pereira, Albano/0000-0002-1607-7382; Luikart, Gordon/0000-0001-8697-0582													1755-098X	1755-0998				SEP	2009	9	5					1279	1301		10.1111/j.1755-0998.2009.02699.x	http://dx.doi.org/10.1111/j.1755-0998.2009.02699.x								21564900					WOS:000268855000001
J	Marais, G; Charlesworth, B; Wright, SI				Marais, G; Charlesworth, B; Wright, SI			Recombination and base composition: the case of the highly self-fertilizing plant Arabidopsis thaliana	GENOME BIOLOGY																	Wright, Stephen I/C-3113-2008	Wright, Stephen I/0000-0001-9973-9697													1474-760X						2004	5	7							R45	10.1186/gb-2004-5-7-r45	http://dx.doi.org/10.1186/gb-2004-5-7-r45								15239830					WOS:000222429500010
J	Gonzalez-Rodriguez, A; Benrey, B; Castaneda, A; Oyama, K				Gonzalez-Rodriguez, A; Benrey, B; Castaneda, A; Oyama, K			Population genetic structure of Acanthoscelides obtectus and A. obvelatus (Coleoptera : Bruchidae) from wild and cultivated Phaseolus spp. (Leguminosae)	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA																	Castañeda-Sortibrán, América Nitxin/AAY-6661-2020; Benrey, Betty/AAL-1374-2020	Castañeda-Sortibrán, América Nitxin/0000-0002-1206-4971; Benrey, Betty/0000-0002-3230-4450													0013-8746	1938-2901				SEP	2000	93	5					1100	1107		10.1603/0013-8746(2000)093[1100:PGSOAO]2.0.CO;2	http://dx.doi.org/10.1603/0013-8746(2000)093[1100:PGSOAO]2.0.CO;2													WOS:000089632300011
J	Takagi, M; Okamura, T; Chow, S; Taniguchi, N				Takagi, M; Okamura, T; Chow, S; Taniguchi, N			PCR primers for microsatellite loci in tuna species of the genus Thunnus and its application for population genetic study	FISHERIES SCIENCE																															0919-9268					AUG	1999	65	4					571	576		10.2331/fishsci.65.571	http://dx.doi.org/10.2331/fishsci.65.571													WOS:000083269600013
J	Fitzsimmons, NN; Buskirk, SW; Smith, MH				Fitzsimmons, NN; Buskirk, SW; Smith, MH			Genetic changes in reintroduced Rocky Mountain bighorn sheep populations	JOURNAL OF WILDLIFE MANAGEMENT																	Buskirk, Steven W/K-2871-2016	Buskirk, Steven W/0000-0003-0611-6648													0022-541X	1937-2817				JUL	1997	61	3					863	872		10.2307/3802195	http://dx.doi.org/10.2307/3802195													WOS:A1997XR47400029
J	CorteReal, HBSM; Hawkins, SJ; Thorpe, JP				CorteReal, HBSM; Hawkins, SJ; Thorpe, JP			An interpretation of the taxonomic relationship between the limpets Patella rustica and P-piperata	JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM																															0025-3154					AUG	1996	76	3					717	732		10.1017/S0025315400031416	http://dx.doi.org/10.1017/S0025315400031416													WOS:A1996VF15400015
J	BUDOWLE, B; MONSON, KL; GIUSTI, AM; BROWN, BL				BUDOWLE, B; MONSON, KL; GIUSTI, AM; BROWN, BL			THE ASSESSMENT OF FREQUENCY ESTIMATES OF HAE-III-GENERATED VNTR PROFILES IN VARIOUS REFERENCE DATABASES	JOURNAL OF FORENSIC SCIENCES																		Monson, Keith/0000-0001-7126-4247													0022-1198					MAR	1994	39	2					319	352											7910844					WOS:A1994ND04800006
J	MCDONALD, BA; MILES, J; NELSON, LR; PETTWAY, RE				MCDONALD, BA; MILES, J; NELSON, LR; PETTWAY, RE			GENETIC-VARIABILITY IN NUCLEAR-DNA IN-FIELD POPULATIONS OF STAGONOSPORA-NODORUM	PHYTOPATHOLOGY																	McDonald, Bruce A/A-2748-2008	McDonald, Bruce A/0000-0002-5332-2172													0031-949X					MAR	1994	84	3					250	255		10.1094/Phyto-84-250	http://dx.doi.org/10.1094/Phyto-84-250													WOS:A1994NF06000006
J	DEBRAEKELEER, M; GIASSON, F; MATHIEU, J; ROY, M; BOUCHARD, JP; MORGAN, K				DEBRAEKELEER, M; GIASSON, F; MATHIEU, J; ROY, M; BOUCHARD, JP; MORGAN, K			GENETIC EPIDEMIOLOGY OF AUTOSOMAL RECESSIVE SPASTIC ATAXIA OF CHARLEVOIX-SAGUENAY IN NORTHEASTERN QUEBEC	GENETIC EPIDEMIOLOGY																															0741-0395						1993	10	1					17	25		10.1002/gepi.1370100103	http://dx.doi.org/10.1002/gepi.1370100103								8472930					WOS:A1993KR60000002
J	Janecka, MJ; Rovenolt, F; Stephenson, JF				Janecka, Mary J.; Rovenolt, Faith; Stephenson, Jessica F.			How does host social behavior drive parasite non-selective evolution from the within-host to the landscape-scale?	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY																	Rovenolt, Faith/AAC-3319-2021	Rovenolt, Faith/0000-0001-5877-0460; Janecka, Mary/0000-0001-8231-4350; Stephenson, Jessica/0000-0001-8939-5149													0340-5443	1432-0762				NOV	2021	75	11							150	10.1007/s00265-021-03089-y	http://dx.doi.org/10.1007/s00265-021-03089-y													WOS:000703875100001
J	Dessalegn, A; Balakrishnan, M; Topfer, T; Podsiadlowski, L; Wube, T				Dessalegn, Abebayehu; Balakrishnan, Mundanthra; Topfer, Till; Podsiadlowski, Lars; Wube, Tilaye			Genetic diversity of the Ankober Serin (Crithagra ankoberensis) at Simien Mountains National Park and Guassa Community Conservation Area, Ethiopia	AFRICAN ZOOLOGY																															1562-7020	2224-073X				OCT 2	2021	56	4					273	278		10.1080/15627020.2021.2006078	http://dx.doi.org/10.1080/15627020.2021.2006078													WOS:000734246500003
J	Howell, L; LaRue, M; Flanagan, SP				Howell, Lucy; LaRue, Michelle; Flanagan, Sarah P.			Environmental DNA as a tool for monitoring Antarctic vertebrates	NEW ZEALAND JOURNAL OF ZOOLOGY																	Flanagan, Sarah/I-9844-2017	Flanagan, Sarah/0000-0002-2226-4213													0301-4223	1175-8821				OCT 2	2021	48	3-4			SI		245	262		10.1080/03014223.2021.1900299	http://dx.doi.org/10.1080/03014223.2021.1900299		MAR 2021											WOS:000630941100001
J	Vazquez-Miranda, H; Olson, MJ; Zink, RM				Vazquez-Miranda, Hernan; Olson, Magdalena J.; Zink, Robert M.			Evolutionary Origin and Genetic Diversity of Ring-necked Pheasants in the Upper Midwest United States	WILDLIFE SOCIETY BULLETIN																	Vazquez-Miranda, Hernan/N-8255-2019; Vazquez-Miranda, Hernan/AAR-3491-2021	Vazquez-Miranda, Hernan/0000-0002-4275-6979; Vazquez-Miranda, Hernan/0000-0002-4275-6979													1938-5463					JUN	2020	44	2					246	251		10.1002/wsb.1095	http://dx.doi.org/10.1002/wsb.1095		MAY 2020											WOS:000534519800001
J	Shao, WY; Sun, JT; Zhang, XK; Chen, CJ				Shao, Wenyong; Sun, Jingtao; Zhang, Xiaoke; Chen, Changjun			Amino Acid Polymorphism in Succinate Dehydrogenase Subunit C Involved in Biological Fitness of Botrytis cinerea	MOLECULAR PLANT-MICROBE INTERACTIONS																															0894-0282	1943-7706				APR	2020	33	4					580	589		10.1094/MPMI-07-19-0187-R	http://dx.doi.org/10.1094/MPMI-07-19-0187-R								31922928					WOS:000522836800006
J	Karacaoglu, M; Satar, G; Smith, JJ; Satar, S				Karacaoglu, Mehmet; Satar, Gul; Smith, James J.; Satar, Serdar			Genetic diversity of Turkish populations of Planococcus citri Risso, 1813 (Hemiptera: Pseudococcidae)	TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY																															1010-6960	2536-491X					2020	44	4					513	527		10.16970/entoted.723560	http://dx.doi.org/10.16970/entoted.723560													WOS:000598899900008
J	Trense, D; Reim, E; Fischer, K				Trense, Daronja; Reim, Elisabeth; Fischer, Klaus			Characterisation of polymorphic microsatellite loci in three copper butterfly species (Lycaena spp.)	MOLECULAR BIOLOGY REPORTS																		Fischer, Klaus/0000-0002-2871-246X													0301-4851	1573-4978				DEC	2019	46	6					6585	6591		10.1007/s11033-019-05056-3	http://dx.doi.org/10.1007/s11033-019-05056-3								31482433					WOS:000503243500090
J	Kuparinen, A; Hutchings, JA				Kuparinen, Anna; Hutchings, Jeffrey A.			When phenotypes fail to illuminate underlying genetic processes in fish and fisheries science	ICES JOURNAL OF MARINE SCIENCE																	Hutchings, Jeffrey/ABA-1098-2020	Kuparinen, Anna/0000-0002-7807-8946; Hutchings, Jeffrey/0000-0003-1572-5429													1054-3139	1095-9289				JUL-AUG	2019	76	4					999	1006		10.1093/icesjms/fsz002	http://dx.doi.org/10.1093/icesjms/fsz002													WOS:000484404900020
J	Te Nijenhuis, J; Batterjee, AA; van den Hoek, M; Allik, J; Sukhanovskiy, V				Te Nijenhuis, Jan; Batterjee, Adel A.; van den Hoek, Michael; Allik, Juri; Sukhanovskiy, Vladimir			SPEARMAN'S HYPOTHESIS TESTED COMPARING SAUDI ARABIAN CHILDREN AND ADOLESCENTS WITH VARIOUS OTHER GROUPS OF CHILDREN AND ADOLESCENTS ON THE ITEMS OF THE STANDARD PROGRESSIVE MATRICES	JOURNAL OF BIOSOCIAL SCIENCE																	Nijenhuis, Jan te/D-1015-2013; Allik, Jüri/D-5609-2009	Nijenhuis, Jan te/0000-0002-1268-6121; Allik, Jüri/0000-0002-8358-4747													0021-9320	1469-7599				SEP	2017	49	5					634	647		10.1017/S0021932016000535	http://dx.doi.org/10.1017/S0021932016000535								27817753					WOS:000412828000006
J	Roda, F; Walter, GM; Nipper, R; Ortiz-Barrientos, D				Roda, Federico; Walter, Greg M.; Nipper, Rick; Ortiz-Barrientos, Daniel			Genomic clustering of adaptive loci during parallel evolution of an Australian wildflower	MOLECULAR ECOLOGY																	Ortiz-Barrientos, Daniel/B-2274-2010; Ortiz-Barrientos, Daniel/N-3294-2019	Ortiz-Barrientos, Daniel/0000-0002-7493-416X; Ortiz-Barrientos, Daniel/0000-0002-7493-416X; Walter, Gregory/0000-0002-0883-3440; Roda, Federico/0000-0002-7923-9713													0962-1083	1365-294X				JUL	2017	26	14					3687	3699		10.1111/mec.14150	http://dx.doi.org/10.1111/mec.14150								28429828					WOS:000404618000010
J	Katzner, TE; Nelson, DM; Braham, MA; Doyle, JM; Fernandez, NB; Duerr, AE; Bloom, PH; Fitzpatrick, MC; Miller, TA; Culver, RCE; Braswell, L; DeWoody, JA				Katzner, Todd E.; Nelson, David M.; Braham, Melissa A.; Doyle, Jacqueline M.; Fernandez, Nadia B.; Duerr, Adam E.; Bloom, Peter H.; Fitzpatrick, Matthew C.; Miller, Tricia A.; Culver, Renee C. E.; Braswell, Loan; DeWoody, J. Andrew			Golden Eagle fatalities and the continental-scale consequences of local wind-energy generation	CONSERVATION BIOLOGY																	Nelson, David/AAP-9412-2020; Fitzpatrick, Matthew/ABC-1930-2020; Fitzpatrick, Matt/F-7620-2010; Nelson, David M/D-5596-2009	Nelson, David/0000-0003-2755-5535; Fitzpatrick, Matthew/0000-0003-1911-8407; Fitzpatrick, Matt/0000-0003-1911-8407; Nelson, David M/0000-0003-2755-5535													0888-8892	1523-1739				APR	2017	31	2					406	415		10.1111/cobi.12836	http://dx.doi.org/10.1111/cobi.12836								27677518					WOS:000395713800017
J	Tong, W; He, Q; Park, YJ				Tong, Wei; He, Qiang; Park, Yong-Jin			Genetic variation architecture of mitochondrial genome reveals the differentiation in Korean landrace and weedy rice	SCIENTIFIC REPORTS																															2045-2322					MAR 3	2017	7								43327	10.1038/srep43327	http://dx.doi.org/10.1038/srep43327								28256554					WOS:000395287100001
J	Giordani, E; Muller, M; Gambineri, F; Paffetti, D; Arena, M; Radice, S				Giordani, E.; Muller, M.; Gambineri, F.; Paffetti, D.; Arena, M.; Radice, S.			Genetic and morphological analysis of Berberis microphylla G. Forst. accessions in southern Tierra del Fuego	PLANT BIOSYSTEMS																	Giordani, Edgardo/R-4582-2019	Giordani, Edgardo/0000-0003-4253-5030													1126-3504	1724-5575					2017	151	4					715	728		10.1080/11263504.2016.1211194	http://dx.doi.org/10.1080/11263504.2016.1211194													WOS:000402018200017
J	Karcher, MD; Palacios, JA; Lan, SW; Minin, VN				Karcher, Michael D.; Palacios, Julia A.; Lan, Shiwei; Minin, Vladimir N.			PHYLODYN: an R package for phylodynamic simulation and inference	MOLECULAR ECOLOGY RESOURCES																	Minin, Vladimir/A-8488-2008; Lan, Shiwei/I-8293-2019; Karcher, Michael David/GQZ-8687-2022; Minin, Vladimir/ABD-3499-2021	Minin, Vladimir/0000-0002-1917-9288; Lan, Shiwei/0000-0002-9167-3715; Karcher, Michael David/0000-0002-8615-6078; Minin, Vladimir/0000-0002-1917-9288													1755-098X	1755-0998				JAN	2017	17	1					96	100		10.1111/1755-0998.12630	http://dx.doi.org/10.1111/1755-0998.12630								27801980					WOS:000390413500012
J	Anand, S; Mangano, E; Barizzone, N; Bordoni, R; Sorosina, M; Clarelli, F; Corrado, L; Boneschi, FM; D'Alfonso, S; De Bellis, G				Anand, Santosh; Mangano, Eleonora; Barizzone, Nadia; Bordoni, Roberta; Sorosina, Melissa; Clarelli, Ferdinando; Corrado, Lucia; Boneschi, Filippo Martinelli; D'Alfonso, Sandra; De Bellis, Gianluca			Next Generation Sequencing of Pooled Samples: Guideline for Variants' Filtering	SCIENTIFIC REPORTS																	Mangano, Eleonora/P-7028-2018; Sorosina, Melissa/AAN-1980-2020; De Bellis, Gianluca/H-9725-2013; D'Alfonso, Sandra/K-7295-2014	Mangano, Eleonora/0000-0002-4040-4654; Sorosina, Melissa/0000-0003-4376-2550; martinelli boneschi, filippo/0000-0002-9955-1368; Anand, Santosh/0000-0003-2287-0229; De Bellis, Gianluca/0000-0002-1622-4477; D'Alfonso, Sandra/0000-0002-3983-9925; Rapa, Anna/0000-0002-5523-5224													2045-2322					SEP 27	2016	6								33735	10.1038/srep33735	http://dx.doi.org/10.1038/srep33735								27670852					WOS:000384218600001
J	Kumar, G; Kocour, M; Kunal, SP				Kumar, Girish; Kocour, Martin; Kunal, Swaraj Priyaranjan			Mitochondrial DNA variation and phylogenetic relationships among five tuna species based on sequencing of D-loop region	MITOCHONDRIAL DNA PART A																	Kocour, Martin/C-1239-2017	Kocour, Martin/0000-0003-2984-1412													2470-1394	2470-1408					2016	27	3					1976	1980		10.3109/19401736.2014.971313	http://dx.doi.org/10.3109/19401736.2014.971313								25329285					WOS:000377538000182
J	Cooper, JD; Neuhauser, C; Dean, AM; Kerr, B				Cooper, Jacob D.; Neuhauser, Claudia; Dean, Antony M.; Kerr, Benjamin			Tipping the mutation-selection balance: Limited migration increases the frequency of deleterious mutants	JOURNAL OF THEORETICAL BIOLOGY																		Cooper, Jacob/0000-0002-9197-2643; Neuhauser, Claudia/0000-0001-8932-675X													0022-5193	1095-8541				SEP 7	2015	380						123	133		10.1016/j.jtbi.2015.05.003	http://dx.doi.org/10.1016/j.jtbi.2015.05.003								25983046					WOS:000359505200014
J	Faure, M; Schreiber, SJ				Faure, Mathieu; Schreiber, Sebastian J.			Convergence of generalized urn models to non-equilibrium attractors	STOCHASTIC PROCESSES AND THEIR APPLICATIONS																															0304-4149	1879-209X				AUG	2015	125	8					3053	3074		10.1016/j.spa.2015.02.011	http://dx.doi.org/10.1016/j.spa.2015.02.011													WOS:000355038800007
J	Rewicz, T; Wattier, RA; Rigaud, T; Bacela-Spychalska, K; Grabowski, M				Rewicz, Tomasz; Wattier, Remi A.; Rigaud, Thierry; Bacela-Spychalska, Karolina; Grabowski, Michal			Isolation and characterization of 8 microsatellite loci for the "killer shrimp", an invasive Ponto-Caspian amphipod Dikerogammarus villosus (Crustacea: Amphipoda)	MOLECULAR BIOLOGY REPORTS																	Rigaud, Thierry/ABE-2552-2020; Bacela-Spychalska, Karolina/E-4234-2015; Rigaud, Thierry/T-4053-2017; Wattier, Remi/ABC-3410-2021; Grabowski, Michal/K-1016-2012; Rewicz, Tomasz/H-5332-2018	Rigaud, Thierry/0000-0002-0163-6639; Bacela-Spychalska, Karolina/0000-0003-4498-5107; Rigaud, Thierry/0000-0002-0163-6639; Grabowski, Michal/0000-0002-4551-3454; Rewicz, Tomasz/0000-0002-2085-4973													0301-4851	1573-4978				JAN	2015	42	1					13	17		10.1007/s11033-014-3742-0	http://dx.doi.org/10.1007/s11033-014-3742-0								25234651					WOS:000349006400002
J	Rivera, Y; Burchhardt, KM; Kretzer, AM				Rivera, Yazmin; Burchhardt, Kathleen M.; Kretzer, Annette M.			Little to no genetic structure in the ectomycorrhizal basidiomycete Suillus spraguei (Syn. S-pictus) across parts of the northeastern USA	MYCORRHIZA																															0940-6360	1432-1890				APR	2014	24	3					227	232		10.1007/s00572-013-0524-9	http://dx.doi.org/10.1007/s00572-013-0524-9								24018961					WOS:000333124600008
J	Salimonti, A; Simeone, V; Cesari, G; Lamaj, F; Cattivelli, L; Perri, E; Desiderio, F; Fanizzi, FP; Del Coco, L; Zelasco, S				Salimonti, Amelia; Simeone, Vito; Cesari, Gianluigi; Lamaj, Flutura; Cattivelli, Luigi; Perri, Enzo; Desiderio, Francesca; Fanizzi, Francesco Paolo; Del Coco, Laura; Zelasco, Samanta			A first molecular investigation of monumental olive trees in Apulia region	SCIENTIA HORTICULTURAE																	Fanizzi, Francesco Paolo/K-5766-2012; cattivelli, luigi/AAE-7046-2020; Del Coco, Laura/R-2112-2018	Fanizzi, Francesco Paolo/0000-0003-3073-5772; cattivelli, luigi/0000-0002-6067-4600; PERRI, ENZO/0000-0002-6314-7136; Desiderio, Francesca/0000-0002-1991-5249; Del Coco, Laura/0000-0002-4805-7538; Salimonti, Amelia/0000-0002-2452-5309													0304-4238	1879-1018				OCT 23	2013	162						204	212		10.1016/j.scienta.2013.08.005	http://dx.doi.org/10.1016/j.scienta.2013.08.005													WOS:000328431600025
J	Costa, D; Bouchon, D; van Straalen, NM; Sousa, JP; Ribeiro, R				Costa, Dalila; Bouchon, Didier; van Straalen, Nico M.; Sousa, Jose Paulo; Ribeiro, Rui			Copper tolerance and genetic diversity of Porcellionides sexfasciatus (ISOPODA) in a highly contaminated mine habitat	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY																	Ribeiro, Rui/C-7788-2012; Sousa, Jose Paulo FA/H-5407-2011; Bouchon, Didier/B-2419-2012	Ribeiro, Rui/0000-0002-0883-1939; Sousa, Jose Paulo FA/0000-0001-8045-4296; Bouchon, Didier/0000-0002-4938-408X; /0000-0001-8612-8141													0730-7268	1552-8618				APR	2013	32	4					884	888		10.1002/etc.2120	http://dx.doi.org/10.1002/etc.2120								23322508					WOS:000316621700020
J	Siren, J; Hanage, WP; Corander, J				Siren, Jukka; Hanage, William P.; Corander, Jukka			Inference on Population Histories by Approximating Infinite Alleles Diffusion	MOLECULAR BIOLOGY AND EVOLUTION																	Hanage, Bill/CAF-1813-2022	Siren, Jukka/0000-0002-2680-0597													0737-4038	1537-1719				FEB	2013	30	2					457	468		10.1093/molbev/mss227	http://dx.doi.org/10.1093/molbev/mss227								22993237					WOS:000314122000021
J	Sims-Williams, P				Sims-Williams, Patrick			BRONZE- AND IRON-AGE CELTIC-SPEAKERS: WHAT DON'T WE KNOW, WHAT CAN'T WE KNOW, AND WHAT COULD WE KNOW? LANGUAGE, GENETICS AND ARCHAEOLOGY IN THE TWENTY-FIRST CENTURY	ANTIQUARIES JOURNAL																		Sims-Williams, Patrick/0000-0002-3306-7012													0003-5815	1758-5309				SEP	2012	92						427	449		10.1017/s000358151200011x	http://dx.doi.org/10.1017/s000358151200011x													WOS:000211177900019
