PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Sidharthan, A; Dahanukar, N; Sundar, RL; Ranjeet, K; Raghavan, R				Sidharthan, Arya; Dahanukar, Neelesh; Sundar, Remya Lathika; Ranjeet, Kutty; Raghavan, Rajeev			Beyond waterfalls and dams: Riverscape genetics of two endemic mountain loaches in the Western Ghats biodiversity hotspot	RIVER RESEARCH AND APPLICATIONS																	Raghavan, Rajeev/ABD-8719-2021; Dahanukar, Neelesh/B-2816-2012	Dahanukar, Neelesh/0000-0001-7162-9023													1535-1459	1535-1467				JAN	2022	38	1					152	159		10.1002/rra.3885	http://dx.doi.org/10.1002/rra.3885		NOV 2021											WOS:000714350200001
J	van Dorp, L; Gelabert, P; Rieux, A; de Manuel, M; de-Dios, T; Gopalakrishnan, S; Caroe, C; Sandoval-Velasco, M; Fregel, R; Olalde, I; Escosa, R; Aranda, C; Huijben, S; Mueller, I; Marques-Bonet, T; Balloux, F; Gilbert, MTP; Lalueza-Fox, C				van Dorp, Lucy; Gelabert, Pere; Rieux, Adrien; de Manuel, Marc; de-Dios, Toni; Gopalakrishnan, Shyam; Caroe, Christian; Sandoval-Velasco, Marcela; Fregel, Rosa; Olalde, Inigo; Escosa, Raul; Aranda, Carles; Huijben, Silvie; Mueller, Ivo; Marques-Bonet, Tomas; Balloux, Francois; Gilbert, M. Thomas P.; Lalueza-Fox, Carles			Plasmodium vivax Malaria Viewed through the Lens of an Eradicated European Strain	MOLECULAR BIOLOGY AND EVOLUTION																	Aranda, Carles/ABH-2778-2020; Lalueza-Fox, Carles/G-9762-2015; Marques-Bonet, Tomas/ABF-3734-2020; Sandoval-Velasco, Marcela/AAS-6478-2021; Olalde, Iñigo/N-6928-2018; de Dios Martinez, Toni/F-6926-2019; Fregel, Rosa/H-4942-2015; Gilbert, Marcus/A-8936-2013	Aranda, Carles/0000-0003-1496-8306; Marques-Bonet, Tomas/0000-0002-5597-3075; Sandoval-Velasco, Marcela/0000-0002-4635-6171; Olalde, Iñigo/0000-0002-2660-6807; GELABERT, PERE/0000-0003-3019-0725; Huijben, Silvie/0000-0002-3537-1915; Gopalakrishnan, Shyam/0000-0002-2004-6810; de Dios Martinez, Toni/0000-0001-9260-8846; van Dorp, Lucy/0000-0002-6211-2310; Fregel, Rosa/0000-0002-2951-6508; Gilbert, Marcus/0000-0002-5805-7195													0737-4038	1537-1719				MAR	2020	37	3					773	785		10.1093/molbev/msz264	http://dx.doi.org/10.1093/molbev/msz264								31697387					WOS:000522244100012
J	De Meeus, T				De Meeus, Thierry			Revisiting F-IS, F-ST, Wahlund Effects, and Null Alleles	JOURNAL OF HEREDITY																															0022-1503	1465-7333				JUN	2018	109	4					446	456		10.1093/jhered/esx106	http://dx.doi.org/10.1093/jhered/esx106								29165594					WOS:000432311600010
J	Beckwitt, R; Barbagallo, J; Breen, N; Hettinger, J; Liquori, A; Sanchez, C; Vieira, N; Barklow, W				Beckwitt, Richard; Barbagallo, Jessica; Breen, Nickolas; Hettinger, Julia; Liquori, Angelo; Sanchez, Cesar; Vieira, Nathalia; Barklow, William			Mitochondrial DNA sequence variation in Hippopotamus amphibius from Kruger National Park, Republic of South Africa	AFRICAN ZOOLOGY																	Beckwitt, Richard/A-8507-2009	Beckwitt, Richard/0000-0003-4315-2808													1562-7020	2224-073X					2016	51	2					77	82		10.1080/15627020.2016.1174076	http://dx.doi.org/10.1080/15627020.2016.1174076													WOS:000382558100001
J	Burden, CT; Stow, AJ; Hoggard, SJ; Coleman, MA; Bishop, MJ				Burden, Catriona T.; Stow, Adam J.; Hoggard, Stephen J.; Coleman, Melinda A.; Bishop, Melanie J.			Genetic structure of Carcinus maenas in southeast Australia	MARINE ECOLOGY PROGRESS SERIES																	Bishop, Melanie/AGA-7862-2022; Coleman, Melinda A/R-5563-2016	Coleman, Melinda A/0000-0003-2623-633X; Stow, Adam/0000-0002-6796-4854; Bishop, Melanie/0000-0001-8210-6500													0171-8630	1616-1599					2014	500						139	147		10.3354/meps10704	http://dx.doi.org/10.3354/meps10704													WOS:000332900300010
J	Sezonlin, M; Dupas, S; Le Ru, B; Faure, N; Le Gall, P; Silvain, JF				Sezonlin, Michel; Dupas, Stephane; Le Ru, Bruno; Faure, Nathalie; Le Gall, Philippe; Silvain, Jean-Francois			Phylogeographic pattern and regional evolutionary history of the maize stalk borer Busseola fusca (Fuller) (Lepidoptera : Noctuidae) in sub-Saharan Africa	ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE																	Le Ru, bruno/K-3480-2016; Faure, Nathalie/B-4485-2009; LE RU, BRUNO/C-5862-2011	Le Ru, bruno/0000-0002-4208-3727; 													0037-9271	2168-6351				JUL-DEC	2006	42	3-4					339	351		10.1080/00379271.2006.10697466	http://dx.doi.org/10.1080/00379271.2006.10697466													WOS:000243020000009
J	LAWRENCE, MJ; ODONNELL, S; LANE, MD; MARSHALL, DF				LAWRENCE, MJ; ODONNELL, S; LANE, MD; MARSHALL, DF			THE POPULATION-GENETICS OF THE SELF-INCOMPATIBILITY POLYMORPHISM IN PAPAVER RHOEAS .8. SAMPLING EFFECTS AS A POSSIBLE CAUSE OF UNEQUAL ALLELE FREQUENCIES	HEREDITY																	Marshall, David F/F-2471-2011	Marshall, David F/0000-0001-9309-2570													0018-067X					APR	1994	72		4				345	352		10.1038/hdy.1994.51	http://dx.doi.org/10.1038/hdy.1994.51													WOS:A1994NF70800004
J	Zorrilla-Azcue, S; Gonzalez-Rodriguez, A; Oyama, K; Gonzalez, MA; Rodriguez-Correa, H				Zorrilla-Azcue, Sofia; Gonzalez-Rodriguez, Antonio; Oyama, Ken; Gonzalez, Mailyn A.; Rodriguez-Correa, Hernando			Response to: A paleoecological context to assess the development of oak forest in Colombia: A comment on Zorrilla-Azcue, S., Gonzalez-Rodriguez, A., Oyama, K., Gonzalez, M. A. & Rodriguez-Correa, H., The DNA history of a lonely oak: Quercus humboldtii phylogeography in the Colombian Andes. Ecology and Evolution 2021, doi:10.1002/ece3.7529	ECOLOGY AND EVOLUTION																		Zorrilla Azcue, Sofia/0000-0002-5969-6685													2045-7758					SEP	2022	12	9							e9271	10.1002/ece3.9271	http://dx.doi.org/10.1002/ece3.9271								36110879					WOS:000853136200001
J	Guan, TS; Song, XH; Xiao, C; Sun, HL; Yang, XY; Liu, C; Chen, L				Guan, Tianshan; Song, Xuheng; Xiao, Cheng; Sun, Huilin; Yang, Xiaoying; Liu, Chao; Chen, Ling			Analysis of 23 Y-STR loci in Chinese Jieyang Han population	INTERNATIONAL JOURNAL OF LEGAL MEDICINE																		Chen, Ling/0000-0001-7699-4820													0937-9827	1437-1596				MAR	2020	134	2					505	507		10.1007/s00414-019-02019-y	http://dx.doi.org/10.1007/s00414-019-02019-y								30778658					WOS:000516579000012
J	Eo, SH				Eo, Soo Hyung			Complete mitochondrial genome of white-backed woodpecker Dendrocopos leucotos (Piciformes: Picidae) and its phylogenetic position	MITOCHONDRIAL DNA PART B-RESOURCES																															2380-2359						2017	2	2					451	452		10.1080/23802359.2017.1357454	http://dx.doi.org/10.1080/23802359.2017.1357454								33473859					WOS:000423158500033
J	Zhou, Q; Hu, YX; Ye, Q; Xue, Y; Chen, DQ; Li, Y				Zhou, Qiao; Hu, Ying-Xiong; Ye, Qin; Xue, Yang; Chen, Da-Qing; Li, Yun			Mitochondrial genome of silver gudgeon, Squalidus argentatus (Teleostei, Cypriniformes)	MITOCHONDRIAL DNA PART A																															2470-1394	2470-1408				JAN 2	2016	27	1					151	152		10.3109/19401736.2013.878919	http://dx.doi.org/10.3109/19401736.2013.878919								24450723					WOS:000366388100073
J	O'Donnell, RP; Drost, CA; Mock, KE				O'Donnell, Ryan P.; Drost, Charles A.; Mock, Karen E.			Development and characterization of 12 microsatellite markers for the Island Night Lizard (Xantusia riversiana), a threatened species endemic to the Channel Islands, California, USA	CONSERVATION GENETICS RESOURCES																	Mock, Karen E/C-1418-2011	Mock, Karen E/0000-0002-8357-4434; O'Donnell, Ryan/0000-0002-8710-7956													1877-7252	1877-7260				SEP	2014	6	3					699	700		10.1007/s12686-014-0189-5	http://dx.doi.org/10.1007/s12686-014-0189-5													WOS:000340404900054
J	Liu, Y; Li, C; Cheng, L; Lu, CY; Sun, XW				Liu, Yang; Li, Chao; Cheng, Lei; Lu, Cui-Yun; Sun, Xiao-Wen			Development and characterization of new microsatellite markers for Amur sturgeon (Acipenser schrenckii)	CONSERVATION GENETICS RESOURCES																	Sun, Xiaowen/F-1516-2014														1877-7252	1877-7260				MAR	2014	6	1					65	67		10.1007/s12686-013-0006-6	http://dx.doi.org/10.1007/s12686-013-0006-6													WOS:000331708300018
